id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
en_1350	Legends tell us that a weakness of the carnivorous vampire is a steak.	steak	homophonic	stake	steak	homophonic	['steak', 'meat', 'beef', 'fillet', 'cut of meat']	['stake', 'wooden post', 'spike', 'pale', 'sharpened stick']	steak	['steak', 'viande', 'bœuf', 'filet', 'morceau de viande']	['pieu', 'poteau en bois', 'pointe', 'pal', 'bâton aiguisé']	steak	['steak', 'meat', 'beef', 'fillet', 'piece of meat']	['stake', 'wooden post', 'point', 'pale', 'sharpened stick']
en_1354	To become a pilot requires a good altitude.	altitude	homophonic	attitude	altitude	homophonic	['height', 'elevation', 'loftiness']	['attitude', 'disposition', 'mindset', 'outlook']	altitude	['hauteur', 'élévation', 'grandeur']	['attitude', 'disposition', "état d'esprit", 'perspective']	altitude	['height', 'elevation', 'greatness']	['attitude', 'disposition', 'state of mind', 'perspective']
en_1355	I teach at a university, he professed.	professed	homophonic	professor	professed	homographic	['declared', 'asserted', 'claimed', 'affirmed']	['lectured', 'taught', 'acted as a professor', 'instructed']	professé	['déclaré', 'affirmé', 'prétendu', 'proclamé']	['enseigné', 'donné des cours', 'exercé en tant que professeur', 'instruit']	professed	['declared', 'affirmed', 'claimed', 'proclaimed']	['taught', 'given lectures', 'practiced as a professor', 'instructed']
en_136	When there's a sale on tennis balls it's first come first serve.	serve	homographic	serve	serve	homographic	['assist', 'help', 'attend to', 'wait on']	['delivery', 'service', 'initial stroke', 'opening hit in tennis']	servir	['assister', 'aider', "s'occuper de", 'servir']	['service', 'mise en jeu', "coup d'envoi", 'premier coup au tennis']	serve	['assist', 'help', 'take care of', 'serve']	['service', 'serve', 'kickoff', 'first serve in tennis']
en_1360	A book called 'Current Trends in Wiring your House' turned out to be a shocking failure.	shocking	homographic	shocking	shocking	homographic	['appalling', 'scandalous', 'terrible', 'dreadful']	['electrifying', 'jolting', 'galvanizing', 'electric']	choquant	['consternant', 'scandaleux', 'terrible', 'effroyable']	['électrisant', 'secouant', 'galvanisant', 'électrique']	shocking	['appalling', 'scandalous', 'terrible', 'horrifying']	['electrifying', 'jolting', 'galvanizing', 'electric']
en_1364	From the middle of the Pacific, the shipwrecked survivor found his way to the California coast purely by occident.	occident	homophonic	accident	occident	homophonic	['accident', 'chance', 'mishap', 'fortune', 'luck']	['occident', 'west', 'western hemisphere', 'sunset direction']	occident	['accident', 'chance', 'mésaventure', 'fortune', 'chance']	['occident', 'ouest', 'hémisphère occidental', 'direction du coucher du soleil']	occident	['accident', 'chance', 'misadventure', 'fortune', 'chance']	['occident', 'west', 'western hemisphere', 'direction of the sunset']
en_1368	When making butter there is little margarine for error.	margarine	homophonic	margin	margarine	homophonic	['margin', 'leeway', 'room', 'allowance', 'space']	['margarine', 'spread', 'oleo', 'butter substitute', 'oleomargarine']	margarine	['marge', 'latitude', 'espace', 'tolérance', 'place']	['margarine', 'tartinade', 'oléo', 'substitut de beurre', 'oléomargarine']	margarine	['margin', 'latitude', 'space', 'tolerance', 'room']	['margarine', 'spread', 'oleo', 'butter substitute', 'oleomargarine']
en_1370	Old chemists never die, they just stop reacting.	reacting	homographic	reacting	reacting	homographic	['responding', 'behaving', 'acting in return', 'replying']	['undergoing a chemical change', 'interacting molecularly', 'transforming substances', 'bonding']	réagir	['répondre', 'se comporter', 'agir en retour', 'répliquer']	['subir un changement chimique', 'interagir moléculairement', 'transformer des substances', 'se lier']	react	['respond', 'behave', 'act in return', 'reply']	['undergo a chemical change', 'interact molecularly', 'transform substances', 'bond']
en_1373	The model who joined the air force was a bombshell.	bombshell	homographic	bombshell	bombshell	homographic	['attractive woman', 'beauty', 'stunner']	['explosive', 'projectile', 'missile', 'weaponry']	bombe	['femme séduisante', 'beauté', 'canon']	['explosif', 'projectile', 'missile', 'armement']	bomb	['seductive woman', 'beauty', 'knockout']	['explosive', 'projectile', 'missile', 'weaponry']
en_1376	Abstinence makes the heart grow fonder	abstinence	homophonic	absence 	abstinence	homophonic	['abstain', 'self-denial', 'continence', 'forbearance']	['absence', 'being away', 'non-attendance', 'separation']	abstinence	["s'abstenir", 'abnégation', 'continence', 'retenue']	['absence', 'être absent', 'non-présence', 'séparation']	abstinence	['to abstain', 'self-denial', 'continence', 'restraint']	['absence', 'to be absent', 'non-presence', 'separation']
en_1378	It's not that the man did not know how to juggle, he just didn't have the balls to do it.	balls	homographic	balls	balls	homographic	['spheres', 'juggling equipment', 'round objects']	['courage', 'bravery', 'guts', 'audacity']	balles	['sphères', 'équipement de jonglage', 'objets ronds']	['courage', 'bravoure', 'tripes', 'audace']	balls	['spheres', 'juggling equipment', 'round objects']	['courage', 'bravery', 'guts', 'audacity']
en_1382	Two coin collectors got together for old dimes sake.	dimes	homophonic	times	dimes	homophonic	['times', 'occasion', 'period', 'era']	['dimes', 'coins', 'currency', 'ten-cent pieces']	sous	['fois', 'occasion', 'période', 'ère']	['sous', 'pièces', 'monnaie', 'pièces de dix cents']	under/cents	['times', 'occasion', 'period', 'era']	['cents', 'coins', 'currency', 'dime pieces']
en_1383	It's an actual parameter, not a formal parameter, was his argument.	argument	homographic	argument	argument	homographic	['parameter', 'independent variable', 'input', 'value']	['dispute', 'disagreement', 'contention', 'reasoning']	argument	['paramètre', 'variable indépendante', 'entrée', 'valeur']	['dispute', 'désaccord', 'contentieux', 'raisonnement']	argument	['parameter', 'independent variable', 'input', 'value']	['dispute', 'disagreement', 'contention', 'reasoning']
en_1386	3.14159265, he said piously.	piously	homophonic	pi	piously	homophonic	['holy', 'devoutly', 'religious', 'reverently']	['pi-ously', 'mathematically', '3.14', 'constant-related']	pieusement	['saint', 'dévotement', 'religieux', 'révérencieusement']	['pi-eusement', 'mathématiquement', '3.14', 'lié à une constante']	piously	['holy', 'devoutly', 'religious', 'reverently']	['pi-ously', 'mathematically', '3.14', 'related to a constant']
en_1388	An astronomy column in the newspaper would have a lot of space devoted to it.	space	homographic	space	space	homographic	['blank area', 'column inches', 'room', 'void', 'margin']	['outer space', 'cosmos', 'universe', 'galaxy', 'exosphere']	espace	['zone vide', 'colonnes de texte', 'place', 'vide', 'marge']	['espace extra-atmosphérique', 'cosmos', 'univers', 'galaxie', 'exosphère']	space	['empty area', 'text columns', 'place', 'void', 'margin']	['outer space', 'cosmos', 'universe', 'galaxy', 'exosphere']
en_1399	Old shoemakers never die, they are just given the boot.	boot	homographic	boot	boot	homographic	['shoe', 'footwear', 'galosh', 'wellie']	['dismissal', 'termination', 'firing', 'ejection']	botte	['chaussure', 'chaussure', 'caoutchouc', 'botte en caoutchouc']	['renvoi', 'licenciement', 'congédiement', 'expulsion']	boot	['shoe', 'shoe', 'rubber', 'rubber boot']	['dismissal', 'layoff', 'firing', 'expulsion']
en_14	One of these new shoes isn't right.	right	homographic	right	right	homographic	['correct', 'appropriate', 'satisfactory', 'proper']	['starboard', 'dexter', 'opposite of left', 'right-hand']	droit	['correct', 'approprié', 'satisfaisant', 'convenable']	['tribord', 'dextre', 'opposé de gauche', 'droite']	right	['correct', 'appropriate', 'satisfactory', 'suitable']	['starboard', 'dexter', 'opposite of left', 'right']
en_140	The postmen get together for mail bonding.	mail	homophonic	male	mail	homophonic	['post', 'letters', 'packages', 'correspondence']	['male', 'masculine', 'manly', 'virile']	courrier	['poste', 'lettres', 'colis', 'correspondance']	['mâle', 'masculin', 'viril', 'viril']	courier	['post', 'letters', 'parcels', 'correspondence']	['male', 'masculine', 'virile', 'virile']
en_1400	Let's take a vacation in the south of France, he said nicely.	nicely	homophonic	Nice	nicely	homophonic	['pleasant', 'kindly', 'amiably', 'agreeably']	['Nice', 'Nicoise', 'French Riviera style', 'pertaining to the city of Nice']	joliment	['agréable', 'aimablement', 'amicalement', 'agréablement']	['Nice', 'niçois', "à la manière de la Côte d'Azur", 'relatif à la ville de Nice']	nicely	['pleasant', 'kindly', 'friendly', 'pleasantly']	['Nice', 'from Nice', 'in the manner of the French Riviera', 'relating to the city of Nice']
en_1404	A farmer wanting to kill a chicken for dinner has to move faster than a speeding pullet.	pullet	homophonic	bullet	pullet	homophonic	['young hen', 'chicken', 'fowl', 'bird']	['bullet', 'projectile', 'slug', 'shot', 'ammunition']	poulet	['jeune poule', 'poulet', 'volaille', 'oiseau']	['balle', 'projectile', 'balle de plomb', 'coup', 'munition']	chicken	['young hen', 'chicken', 'poultry', 'bird']	['bullet', 'projectile', 'lead bullet', 'shot', 'ammunition']
en_1415	Even though Catholics in space are weightless, do they have mass?	mass	homographic	mass	mass	homographic	['weight', 'matter', 'bulk', 'substance']	['Eucharist', 'liturgy', 'religious service', 'communion']	masse	['poids', 'matière', 'volume', 'substance']	['Eucharistie', 'liturgie', 'service religieux', 'communion']	mass	['weight', 'matter', 'volume', 'substance']	['Eucharist', 'liturgy', 'religious service', 'communion']
en_1418	Old telephone operators never die, they just become disconnected.	disconnected	homographic	disconnected	disconnected	homographic	['unplugged', 'detached', 'severed', 'broken connection']	['unattached', 'withdrawn', 'disjointed', 'removed from reality']	déconnecté	['débranché', 'détaché', 'coupé', 'connexion interrompue']	['sans attaches', 'renfermé', 'décousu', 'coupé de la réalité']	disconnected	['unplugged', 'detached', 'cut off', 'connection interrupted']	['without ties', 'withdrawn', 'disjointed', 'out of touch with reality']
en_1419	A guy became so good with a chainsaw that he was promoted to branch manager.	branch	homographic	branch	branch	homographic	['department', 'division', 'office', 'unit', 'sector']	['bough', 'limb', 'twig', 'offshoot', 'arm of a tree']	branche	['département', 'division', 'bureau', 'unité', 'secteur']	['branche', 'membre', 'rameau', 'rejeton', "bras d'un arbre"]	branch	['department', 'division', 'office', 'unit', 'sector']	['branch', 'limb', 'twig', 'shoot', 'arm of a tree']
en_1421	An optometrist told his patient: 'It appears your vision is improving!' 'Really? 'replied the patient.' Must be the luck of the iris.'	iris	homophonic	irish	iris	homophonic	['diaphragm', 'pupil', 'cornea', 'colored part of the eye']	['Irish', 'luck of the Irish', 'Hibernian', 'Gaelic']	iris	['diaphragme', 'pupille', 'cornée', "partie colorée de l'œil"]	['irlandais', 'chance des Irlandais', 'hibernien', 'gaélique']	iris	['diaphragm', 'pupil', 'cornea', 'colored part of the eye']	['Irish', 'luck of the Irish', 'Hibernian', 'Gaelic']
en_1427	Old math profs never die. They just use strange expressions.	expressions	homographic	expressions	expressions	homographic	['mathematical formulas', 'equations', 'notations', 'variables']	['facial looks', 'idioms', 'phrases', 'utterances', 'verbalizations']	expressions	['formules mathématiques', 'équations', 'notations', 'variables']	['expressions faciales', 'idiomes', 'phrases', 'énoncés', 'verbalisations']	expressions	['mathematical formulas', 'equations', 'notations', 'variables']	['facial expressions', 'idioms', 'phrases', 'statements', 'verbalizations']
en_143	Q: River Ravi flows in which state? A: Liquid.	state	homographic	state	state	homographic	['province', 'territory', 'region', 'administrative division']	['condition', 'phase of matter', 'physical form', 'status']	état	['province', 'territoire', 'région', 'division administrative']	['condition', 'phase de la matière', 'forme physique', 'statut']	state	['province', 'territory', 'region', 'administrative division']	['condition', 'phase of matter', 'physical form', 'status']
en_1432	I'll never forget that rainstorm near Los Angeles and how the rain came down in Torrance.	torrance	homophonic	torrents	Torrance	homophonic	['torrent', 'deluge', 'downpour', 'flood', 'cascade']	['Torrance', 'California city', 'Los Angeles County city', 'residential area']	Torrance	['torrent', 'déluge', 'averse', 'inondation', 'cascade']	['Torrance', 'ville de Californie', 'ville du comté de Los Angeles', 'zone résidentielle']	Torrance	['torrent', 'deluge', 'downpour', 'flood', 'cascade']	['Torrance', 'city in California', 'city in Los Angeles County', 'residential area']
en_1436	Wow, thanks for the tea. I'm glad I got to Chai it.	Chai	homophonic	try	Chai	homophonic	['tea', 'spiced tea', 'masala tea']	['try', 'test', 'sample', 'attempt']	Chai	['thé', 'thé épicé', 'thé masala']	['essayer', 'tester', 'goûter', 'tenter']	Chai	['tea', 'spiced tea', 'masala tea']	['try', 'test', 'taste', 'attempt']
en_1440	After he invented the light bulb, people saw Edison in a new light.	light	homographic	light	light	homographic	['illumination', 'brightness', 'radiance', 'lumen']	['perspective', 'understanding', 'context', 'viewpoint']	lumière	['illumination', 'luminosité', 'éclat', 'lumen']	['perspective', 'compréhension', 'contexte', 'point de vue']	light	['illumination', 'luminosity', 'brightness', 'lumen']	['perspective', 'understanding', 'context', 'point of view']
en_1446	A bee keeper will sell you honey with swarm wishes.	swarm	homophonic	warm	swarm	homophonic	['warm', 'tepid', 'friendly', 'cordial', 'affectionate']	['swarm', 'hive', 'cluster', 'multitude', 'bee group']	essaim	['chaud', 'tiède', 'amical', 'cordial', 'affectueux']	['essaim', 'ruche', 'groupe', 'multitude', "groupe d'abeilles"]	swarm	['warm', 'lukewarm', 'friendly', 'cordial', 'affectionate']	['swarm', 'hive', 'group', 'multitude', 'group of bees']
en_1448	An architect knows how to make a long storey short.	storey	homophonic	story	storey	homophonic	['floor', 'level', 'tier', 'deck']	['story', 'narrative', 'tale', 'account', 'anecdote']	étage	['plancher', 'niveau', 'palier', 'pont']	['histoire', 'récit', 'conte', 'compte rendu', 'anecdote']	floor	['floor', 'level', 'landing', 'deck']	['story', 'narrative', 'tale', 'account', 'anecdote']
en_1449	Old electricians never die, they just can't make connections	connections	homographic	connections	connections	homographic	['electrical joints', 'wirings', 'conductive links', 'circuit closures']	['social bonds', 'relationships', 'personal ties', 'rapport']	connexions	['joints électriques', 'câblages', 'liaisons conductrices', 'fermetures de circuit']	['liens sociaux', 'relations', 'liens personnels', 'rapport']	connections	['electrical joints', 'wirings', 'conductive links', 'circuit closures']	['social bonds', 'relationships', 'personal ties', 'rapport']
en_1464	Boy, that's a bright star, he said seriously.	seriously	homophonic	sirius	seriously	homographic	['earnest', 'solemn', 'grave', 'sincere']	['related to Sirius', 'astronomical', 'stellar', 'star-related']	sérieusement	['sérieux', 'solennel', 'grave', 'sincère']	['lié à Sirius', 'astronomique', 'stellaire', 'relatif aux étoiles']	seriously	['serious', 'solemn', 'grave', 'sincere']	['related to Sirius', 'astronomical', 'stellar', 'relating to stars']
en_1467	When asked to picture the perfect modern defensive weapon the Claymore springs to mine.	mine	homophonic	mind	mine	homographic	['memory', 'imagination', 'thoughts', 'psyche']	['explosive device', 'landmine', 'booby trap', 'ordnance']	le mien	['mémoire', 'imagination', 'pensées', 'psyché']	['engin explosif', 'mine terrestre', 'piège', 'munition']	mine	['memory', 'imagination', 'thoughts', 'psyche']	['explosive device', 'land mine', 'trap', 'ammunition']
en_1468	Freud could barely repress his excitement.	repress	homophonic	suppress	repress	homographic	['restrain', 'stifle', 'suppress', 'control', 'hold back']	['psychological inhibition', 'unconscious exclusion', 'Freudian repression', 'burying memories']	réprimer	['retenir', 'étouffer', 'supprimer', 'contrôler', 'contenir']	['inhibition psychologique', 'exclusion inconsciente', 'refoulement freudien', 'enfouissement des souvenirs']	repress	['hold back', 'stifle', 'suppress', 'control', 'contain']	['psychological inhibition', 'unconscious exclusion', 'Freudian repression', 'burying of memories']
en_1475	Old miners never die, they just lose their veins.	veins	homophonic	vains	veins	homographic	['blood vessels', 'circulatory tubes', 'capillaries']	['mineral deposits', 'lodes', 'seams', 'ore channels']	veines	['vaisseaux sanguins', 'tubes circulatoires', 'capillaires']	['gisements minéraux', 'filons', 'couches', 'canaux de minerai']	veins	['blood vessels', 'circulatory tubes', 'capillaries']	['mineral deposits', 'seams', 'layers', 'ore channels']
en_1485	If you think that mutt made strange sounds as a pup, you should hear him grown.	grown	homophonic	groan	grown	homophonic	['mature', 'adult', 'fully developed', 'increased']	['groan', 'moan', 'wail', 'whimper', 'grunt']	grandi	['mature', 'adulte', 'pleinement développé', 'augmenté']	['gémir', 'se plaindre', 'pleurnicher', 'geindre', 'grogner']	grown	['mature', 'adult', 'fully developed', 'increased']	['groan', 'complain', 'whine', 'whimper', 'grumble']
