id_en	text_clean	claude_candidate_json	gemini_candidate_json	gemini_pro_single_candidate_json	gpt_single_candidate_json	shuffled_candidates_json	discriminator_run2_json	discriminator_run2_error	discriminator_run2_model	discriminator_run2_model_id	discriminator_run2_version
2021	Most hunters are nice because they're such deer people.	"{""source"":""claude"",""original_id"":""64184"",""pun"":""Pourquoi les chasseurs sont-ils si gentils ? Parce qu'ils tiennent à leurs biches.""}"	"{""source"":""gemini"",""original_id"":""65807"",""pun"":""Si un chasseur te dit qu'il est gentil, c'est probablement un cerf-vice qu'il te rend.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les chasseurs sont des gens très aimables, ils vous appellent toujours « mon cerf ami ».""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les chasseurs sont gentils : ils savent qu’un cerf est toujours un être cher.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les chasseurs sont gentils : ils savent qu’un cerf est toujours un être cher."",""id"":29001},{""source"":""gemini"",""original_id"":""65807"",""pun"":""Si un chasseur te dit qu'il est gentil, c'est probablement un cerf-vice qu'il te rend."",""id"":35461},{""source"":""claude"",""original_id"":""64184"",""pun"":""Pourquoi les chasseurs sont-ils si gentils ? Parce qu'ils tiennent à leurs biches."",""id"":23072},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les chasseurs sont des gens très aimables, ils vous appellent toujours « mon cerf ami »."",""id"":26024}]"	"{""comedian"":[23072,29001,26024,35461],""pun_expert"":[29001,26024,23072,35461],""editor"":[23072,29001,26024,35461],""translator"":[29001,23072,26024,35461]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2022	Most males in a men's room are stand-up guys.	"{""source"":""claude"",""original_id"":""45735"",""pun"":""Aux toilettes pour hommes, la majorité est debout. On dit que ce sont des hommes intègres — ils ne s'abaissent pas.""}"	"{""source"":""gemini"",""original_id"":""26646"",""pun"":""Un homme qui urine debout est quelqu'un qui a de la tenue.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans les toilettes pour hommes, la plupart des gars sont des types droits.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Aux toilettes pour hommes, la plupart des mecs sont des types droits.""}"	"[{""source"":""claude"",""original_id"":""45735"",""pun"":""Aux toilettes pour hommes, la majorité est debout. On dit que ce sont des hommes intègres — ils ne s'abaissent pas."",""id"":54839},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Aux toilettes pour hommes, la plupart des mecs sont des types droits."",""id"":30913},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans les toilettes pour hommes, la plupart des gars sont des types droits."",""id"":94455},{""source"":""gemini"",""original_id"":""26646"",""pun"":""Un homme qui urine debout est quelqu'un qui a de la tenue."",""id"":61057}]"	"{""comedian"":[54839,61057,30913,94455],""pun_expert"":[54839,61057,30913,94455],""editor"":[61057,54839,30913,94455],""translator"":[54839,61057,30913,94455]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2023	Most rules of thumb suck.	"{""source"":""claude"",""original_id"":""32837"",""pun"":""La règle du pouce ? En gros, c'est nul. Et en détail, c'est encore pire. Bref, ça suce dans toutes les tailles.""}"	"{""source"":""gemini"",""original_id"":""20594"",""pun"":""Travailler dans une usine de pailles, c'est un job qui ne manque pas d'aspiration.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Mon aspirateur est vraiment nul, il n'aspire à rien.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les règles au doigt mouillé aspirent rarement au génie : elles pompent surtout l’air.""}"	"[{""source"":""claude"",""original_id"":""32837"",""pun"":""La règle du pouce ? En gros, c'est nul. Et en détail, c'est encore pire. Bref, ça suce dans toutes les tailles."",""id"":41001},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les règles au doigt mouillé aspirent rarement au génie : elles pompent surtout l’air."",""id"":90450},{""source"":""gemini"",""original_id"":""20594"",""pun"":""Travailler dans une usine de pailles, c'est un job qui ne manque pas d'aspiration."",""id"":37456},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Mon aspirateur est vraiment nul, il n'aspire à rien."",""id"":84164}]"	"{""comedian"":[41001,84164,37456,90450],""pun_expert"":[41001,84164,90450,37456],""editor"":[84164,37456,41001,90450],""translator"":[41001,84164,90450,37456]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2024	Most samurai refused to shave. They were bushi.	"{""source"":""claude"",""original_id"":""83058"",""pun"":""La plupart des samouraïs refusaient de se raser. C'était des poilus du bushido.""}"	"{""source"":""gemini"",""original_id"":""46072"",""pun"":""Quel est le poisson préféré des guerriers japonais ? Le samou-raie.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La plupart des samouraïs refusaient de se raser : ils trouvaient ça trop barbant.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Un samouraï qui refuse le rasoir, ce n’est pas un bushi : c’est un barbu-shi.""}"	"[{""source"":""claude"",""original_id"":""83058"",""pun"":""La plupart des samouraïs refusaient de se raser. C'était des poilus du bushido."",""id"":94499},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La plupart des samouraïs refusaient de se raser : ils trouvaient ça trop barbant."",""id"":60066},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Un samouraï qui refuse le rasoir, ce n’est pas un bushi : c’est un barbu-shi."",""id"":94928},{""source"":""gemini"",""original_id"":""46072"",""pun"":""Quel est le poisson préféré des guerriers japonais ? Le samou-raie."",""id"":70872}]"	"{""comedian"":[94928,94499,60066,70872],""pun_expert"":[94928,94499,60066,70872],""editor"":[60066,94499,94928,70872],""translator"":[94928,94499,60066,70872]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2025	Most tea drinkers will not socialize with a bad element at work because it is just not their cup of tea.	"{""source"":""claude"",""original_id"":""33458"",""pun"":""Elle refuse de collaborer avec les gens toxiques au bureau. Normal — les mauvais éléments, ça n'infuse pas bien.""}"	"{""source"":""gemini"",""original_id"":""11273"",""pun"":""Le théier a été arrêté par la police parce qu'il avait de mauvaises fréquentations : il était toujours en train de 'tremper' dans des affaires louches.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Au bureau, les buveurs de thé évitent de traîner à la machine à café : ce n'est vraiment pas leur tasse de thé.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au bureau, les buveurs de thé évitent l’élément toxique : ce n’est vraiment pas leur tasse de thé.""}"	"[{""source"":""claude"",""original_id"":""33458"",""pun"":""Elle refuse de collaborer avec les gens toxiques au bureau. Normal — les mauvais éléments, ça n'infuse pas bien."",""id"":60595},{""source"":""gemini"",""original_id"":""11273"",""pun"":""Le théier a été arrêté par la police parce qu'il avait de mauvaises fréquentations : il était toujours en train de 'tremper' dans des affaires louches."",""id"":78846},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au bureau, les buveurs de thé évitent l’élément toxique : ce n’est vraiment pas leur tasse de thé."",""id"":25177},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Au bureau, les buveurs de thé évitent de traîner à la machine à café : ce n'est vraiment pas leur tasse de thé."",""id"":43524}]"	"{""comedian"":[25177,43524,60595,78846],""pun_expert"":[25177,60595,43524,78846],""editor"":[43524,25177,60595,78846],""translator"":[25177,43524,60595,78846]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2026	"Mr. Coffee returns from Soviet Russia: ""I have seen the future and it perks"""	"{""source"":""claude"",""original_id"":""14365"",""pun"":""M. Café revient de Russie soviétique : 'J'ai vu l'avenir et il filtre.'""}"	"{""source"":""gemini"",""original_id"":""64838"",""pun"":""Le percolateur de l'ambassade a été arrêté : il infusait des idées subversives.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""De retour de Russie soviétique, Monsieur Café déclare : « J'ai lu l'avenir dans le Marx de café ! »""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Monsieur Café rentre d’URSS : « J’ai vu l’avenir, il avance à l’expresso. »""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""De retour de Russie soviétique, Monsieur Café déclare : « J'ai lu l'avenir dans le Marx de café ! »"",""id"":39885},{""source"":""claude"",""original_id"":""14365"",""pun"":""M. Café revient de Russie soviétique : 'J'ai vu l'avenir et il filtre.'"",""id"":29519},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Monsieur Café rentre d’URSS : « J’ai vu l’avenir, il avance à l’expresso. »"",""id"":39123},{""source"":""gemini"",""original_id"":""64838"",""pun"":""Le percolateur de l'ambassade a été arrêté : il infusait des idées subversives."",""id"":10695}]"	"{""comedian"":[10695,39123,29519,39885],""pun_expert"":[10695,39123,29519,39885],""editor"":[10695,39123,29519,39885],""translator"":[39123,29519,10695,39885]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2027	Ms. Earhart's loss to aviation could never be ameliorated.	"{""source"":""claude"",""original_id"":""56404"",""pun"":""Amelia Earhart voulait faire le tour du monde, mais elle n'a pas pu boucler la boucle.""}"	"{""source"":""gemini"",""original_id"":""99049"",""pun"":""Elle était une pilote de haut vol, mais son dernier voyage est tombé à l’eau.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La perte d'Amelia Earhart a laissé le monde de l'aviation complètement déboussolé.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""La perte d’Amelia Earhart, c’est le seul deuil de l’aviation qu’on cherche encore sur une carte.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La perte d'Amelia Earhart a laissé le monde de l'aviation complètement déboussolé."",""id"":11396},{""source"":""gemini"",""original_id"":""99049"",""pun"":""Elle était une pilote de haut vol, mais son dernier voyage est tombé à l’eau."",""id"":70453},{""source"":""claude"",""original_id"":""56404"",""pun"":""Amelia Earhart voulait faire le tour du monde, mais elle n'a pas pu boucler la boucle."",""id"":74611},{""source"":""gpt_single"",""original_id"":"""",""pun"":""La perte d’Amelia Earhart, c’est le seul deuil de l’aviation qu’on cherche encore sur une carte."",""id"":20828}]"	"{""comedian"":[20828,74611,11396,70453],""pun_expert"":[20828,74611,11396,70453],""editor"":[20828,74611,70453,11396],""translator"":[11396,20828,74611,70453]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2028	"Ms. von Karma's logic is perfect. There is no way for you to poke a hole in it. (It looks like I've found the ""hole"" I was looking for!)"	"{""source"":""claude"",""original_id"":""89189"",""pun"":""La logique de Mme von Karma est sans faille. Je crois bien que j'ai trouvé la faille !""}"	"{""source"":""gemini"",""original_id"":""72881"",""pun"":""Elle dit que son dossier est béton, mais j'y vois une faille : c'est plutôt du béton armé de doutes.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La logique de Mme von Karma est parfaitement étanche. Impossible d'y trouver le moindre trou. (On dirait que j'ai trouvé le « trou » que je cherchais !)""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""La logique de Mme von Karma est soi-disant béton ; pourtant, j’y ai trouvé un trou sans même sortir la perceuse.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La logique de Mme von Karma est parfaitement étanche. Impossible d'y trouver le moindre trou. (On dirait que j'ai trouvé le « trou » que je cherchais !)"",""id"":46824},{""source"":""claude"",""original_id"":""89189"",""pun"":""La logique de Mme von Karma est sans faille. Je crois bien que j'ai trouvé la faille !"",""id"":99314},{""source"":""gpt_single"",""original_id"":"""",""pun"":""La logique de Mme von Karma est soi-disant béton ; pourtant, j’y ai trouvé un trou sans même sortir la perceuse."",""id"":55785},{""source"":""gemini"",""original_id"":""72881"",""pun"":""Elle dit que son dossier est béton, mais j'y vois une faille : c'est plutôt du béton armé de doutes."",""id"":76660}]"	"{""comedian"":[99314,55785,46824,76660],""pun_expert"":[99314,55785,46824,76660],""editor"":[99314,46824,55785,76660],""translator"":[99314,46824,55785,76660]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2029	Murder with knives is very messy, and I suggest not taking a stab at it.	"{""source"":""claude"",""original_id"":""70985"",""pun"":""Tuer avec un couteau, c'est très salissant. Franchement, ne vous y frottez pas — vous pourriez vous y couper.""}"	"{""source"":""gemini"",""original_id"":""45889"",""pun"":""On m'a proposé d'apprendre l'escrime, mais j'ai peur de ne pas être à la pointe.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le meurtre au couteau est très salissant, je vous déconseille d'essayer : on a vite fait de se planter.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le meurtre au couteau, c’est salissant : je te conseille de ne pas tenter le coup.""}"	"[{""source"":""gemini"",""original_id"":""45889"",""pun"":""On m'a proposé d'apprendre l'escrime, mais j'ai peur de ne pas être à la pointe."",""id"":93447},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le meurtre au couteau est très salissant, je vous déconseille d'essayer : on a vite fait de se planter."",""id"":73162},{""source"":""claude"",""original_id"":""70985"",""pun"":""Tuer avec un couteau, c'est très salissant. Franchement, ne vous y frottez pas — vous pourriez vous y couper."",""id"":98128},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le meurtre au couteau, c’est salissant : je te conseille de ne pas tenter le coup."",""id"":30488}]"	"{""comedian"":[73162,98128,93447,30488],""pun_expert"":[98128,73162,93447,30488],""editor"":[93447,73162,30488,98128],""translator"":[98128,73162,30488,93447]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2030	Musical composers can use lots of Note paper.	"{""source"":""claude"",""original_id"":""88602"",""pun"":""Le compositeur a dit à son éditeur : 'Mon œuvre parle d'elle-même.' L'éditeur a répondu : 'Dommage, on aurait préféré une note explicative.'""}"	"{""source"":""gemini"",""original_id"":""87306"",""pun"":""Les compositeurs sont organisés : quand ils ont une idée, ils en prennent Note.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Pour écrire une partition sans rien oublier, un compositeur doit prendre beaucoup de notes.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Un compositeur n’est jamais à court de notes : il en a toujours tout un bloc.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Un compositeur n’est jamais à court de notes : il en a toujours tout un bloc."",""id"":56187},{""source"":""claude"",""original_id"":""88602"",""pun"":""Le compositeur a dit à son éditeur : 'Mon œuvre parle d'elle-même.' L'éditeur a répondu : 'Dommage, on aurait préféré une note explicative.'"",""id"":53191},{""source"":""gemini"",""original_id"":""87306"",""pun"":""Les compositeurs sont organisés : quand ils ont une idée, ils en prennent Note."",""id"":79900},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Pour écrire une partition sans rien oublier, un compositeur doit prendre beaucoup de notes."",""id"":50899}]"	"{""comedian"":[53191,56187,79900,50899],""pun_expert"":[56187,53191,79900,50899],""editor"":[53191,56187,79900,50899],""translator"":[50899,79900,56187,53191]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2031	Musical mechanics always sing in parts.	"{""source"":""claude"",""original_id"":""75136"",""pun"":""Les mécaniciens musiciens chantent toujours en pièces détachées.""}"	"{""source"":""gemini"",""original_id"":""15565"",""pun"":""Le garagiste est devenu chef d'orchestre : il passe sa journée à régler les batteries.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La chorale des mécaniciens chante toujours à plusieurs parties.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les mécanos de l’opéra ne chantent qu’en parties détachées.""}"	"[{""source"":""gemini"",""original_id"":""15565"",""pun"":""Le garagiste est devenu chef d'orchestre : il passe sa journée à régler les batteries."",""id"":92776},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les mécanos de l’opéra ne chantent qu’en parties détachées."",""id"":58366},{""source"":""claude"",""original_id"":""75136"",""pun"":""Les mécaniciens musiciens chantent toujours en pièces détachées."",""id"":52780},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La chorale des mécaniciens chante toujours à plusieurs parties."",""id"":78021}]"	"{""comedian"":[92776,52780,58366,78021],""pun_expert"":[92776,52780,58366,78021],""editor"":[92776,52780,78021,58366],""translator"":[52780,58366,78021,92776]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2032	Musicians in bed use sheet music.	"{""source"":""claude"",""original_id"":""36914"",""pun"":""Les musiciens sont les meilleurs amants — ils savent toujours tenir la note sous les draps.""}"	"{""source"":""gemini"",""original_id"":""20279"",""pun"":""Un trompettiste ne ronfle pas, il fait des cuivres.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Au lit, les musiciens préfèrent généralement dormir sur le Do.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au lit, le musicien lit sa partition.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Au lit, les musiciens préfèrent généralement dormir sur le Do."",""id"":56571},{""source"":""gemini"",""original_id"":""20279"",""pun"":""Un trompettiste ne ronfle pas, il fait des cuivres."",""id"":68260},{""source"":""claude"",""original_id"":""36914"",""pun"":""Les musiciens sont les meilleurs amants — ils savent toujours tenir la note sous les draps."",""id"":93574},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au lit, le musicien lit sa partition."",""id"":86436}]"	"{""comedian"":[56571,86436,68260,93574],""pun_expert"":[56571,86436,68260,93574],""editor"":[56571,68260,93574,86436],""translator"":[86436,56571,93574,68260]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2033	Musicians need a leader because they don't know how to conduct themselves.	"{""source"":""claude"",""original_id"":""40848"",""pun"":""Les musiciens d'orchestre ne savent pas se conduire — chaque fois qu'on leur tend une baguette, ils pensent à manger.""}"	"{""source"":""gemini"",""original_id"":""65948"",""pun"":""Les chefs d'orchestre sont mal élevés : ils ne savent pas se conduire.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les musiciens ont besoin d'un chef d'orchestre parce qu'ils ne savent pas s'accorder.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Un orchestre a besoin d’un chef : sinon, les musiciens manquent vite de conduite.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Un orchestre a besoin d’un chef : sinon, les musiciens manquent vite de conduite."",""id"":40780},{""source"":""claude"",""original_id"":""40848"",""pun"":""Les musiciens d'orchestre ne savent pas se conduire — chaque fois qu'on leur tend une baguette, ils pensent à manger."",""id"":35288},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les musiciens ont besoin d'un chef d'orchestre parce qu'ils ne savent pas s'accorder."",""id"":83650},{""source"":""gemini"",""original_id"":""65948"",""pun"":""Les chefs d'orchestre sont mal élevés : ils ne savent pas se conduire."",""id"":33784}]"	"{""comedian"":[33784,35288,83650,40780],""pun_expert"":[83650,33784,35288,40780],""editor"":[83650,33784,40780,35288],""translator"":[83650,40780,33784,35288]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2034	My Past, Present and Future walked into the bar It was Tense	"{""source"":""claude"",""original_id"":""20289"",""pun"":""Mon passé, mon présent et mon futur sont entrés dans un bar. C'était tendu.""}"	"{""source"":""gemini"",""original_id"":""22464"",""pun"":""Le futur simple et le futur antérieur se disputent. C'est dommage, ils avaient pourtant un avenir en commun.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le passé, le présent et le futur entrent dans un bar. Ils cherchaient juste à tuer le temps.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le passé, le présent et le futur entrent dans un bar : le serveur trouve les temps un peu tendus.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le passé, le présent et le futur entrent dans un bar : le serveur trouve les temps un peu tendus."",""id"":66711},{""source"":""claude"",""original_id"":""20289"",""pun"":""Mon passé, mon présent et mon futur sont entrés dans un bar. C'était tendu."",""id"":62536},{""source"":""gemini"",""original_id"":""22464"",""pun"":""Le futur simple et le futur antérieur se disputent. C'est dommage, ils avaient pourtant un avenir en commun."",""id"":40004},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le passé, le présent et le futur entrent dans un bar. Ils cherchaient juste à tuer le temps."",""id"":58472}]"	"{""comedian"":[58472,66711,62536,40004],""pun_expert"":[66711,58472,40004,62536],""editor"":[58472,66711,40004,62536],""translator"":[66711,62536,58472,40004]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2035	My advanced geometry class is full of squares.	"{""source"":""claude"",""original_id"":""16561"",""pun"":""Je pensais que mon cours de géométrie allait être fun, mais non — ce sont tous des carrés.""}"	"{""source"":""gemini"",""original_id"":""65735"",""pun"":""Les profs de géométrie sont de mauvaise foi, ils ne voient jamais les choses sous le bon angle.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans mon cours de géométrie, tout le monde est très carré.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Dans mon cours de géométrie avancée, les figures sont carrées et les élèves aussi.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Dans mon cours de géométrie avancée, les figures sont carrées et les élèves aussi."",""id"":78789},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans mon cours de géométrie, tout le monde est très carré."",""id"":69109},{""source"":""claude"",""original_id"":""16561"",""pun"":""Je pensais que mon cours de géométrie allait être fun, mais non — ce sont tous des carrés."",""id"":96723},{""source"":""gemini"",""original_id"":""65735"",""pun"":""Les profs de géométrie sont de mauvaise foi, ils ne voient jamais les choses sous le bon angle."",""id"":62040}]"	"{""comedian"":[96723,62040,78789,69109],""pun_expert"":[96723,69109,78789,62040],""editor"":[96723,62040,69109,78789],""translator"":[78789,96723,69109,62040]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2036	"My boss came to me at lunch: ""Where the hell have you been? I've been trying to find you all morning!"" I shrugged and said: ""Good employees are hard to find."""	"{""source"":""claude"",""original_id"":""11273"",""pun"":""Mon chef m'a dit : 'Je vous ai cherché partout ce matin !' J'ai répondu : 'C'est normal, les perles rares ne se trouvent pas facilement.'""}"	"{""source"":""gemini"",""original_id"":""24466"",""pun"":""Mon patron me reprochait d'être souvent absent. Je lui ai dit : 'C'est normal, un employé brillant, ça finit toujours par s'éteindre.'""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Mon patron fulmine : « Où étais-tu ? Je te cherche depuis ce matin ! » J'ai haussé les épaules : « Que voulez-vous, les bons employés sont introuvables. »""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mon patron m’a cherché toute la matinée ; à midi, je lui ai dit : « Normal, les bons employés sont introuvables. »""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mon patron m’a cherché toute la matinée ; à midi, je lui ai dit : « Normal, les bons employés sont introuvables. »"",""id"":56207},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Mon patron fulmine : « Où étais-tu ? Je te cherche depuis ce matin ! » J'ai haussé les épaules : « Que voulez-vous, les bons employés sont introuvables. »"",""id"":52159},{""source"":""claude"",""original_id"":""11273"",""pun"":""Mon chef m'a dit : 'Je vous ai cherché partout ce matin !' J'ai répondu : 'C'est normal, les perles rares ne se trouvent pas facilement.'"",""id"":54558},{""source"":""gemini"",""original_id"":""24466"",""pun"":""Mon patron me reprochait d'être souvent absent. Je lui ai dit : 'C'est normal, un employé brillant, ça finit toujours par s'éteindre.'"",""id"":68861}]"	"{""comedian"":[52159,56207,54558,68861],""pun_expert"":[52159,56207,54558,68861],""editor"":[52159,54558,56207,68861],""translator"":[52159,56207,54558,68861]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2037	My bottoms are tops.	"{""source"":""claude"",""original_id"":""41932"",""pun"":""Mes bas sont tops — c'est le monde à l'envers!""}"	"{""source"":""gemini"",""original_id"":""73045"",""pun"":""Je suis un pro du repassage, je n'ai jamais de plis sur la conscience.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans ma garde-robe, pour les pantalons, je ne choisis que des bas haut de gamme.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mes bas ? Des hauts de gamme.""}"	"[{""source"":""gemini"",""original_id"":""73045"",""pun"":""Je suis un pro du repassage, je n'ai jamais de plis sur la conscience."",""id"":11547},{""source"":""claude"",""original_id"":""41932"",""pun"":""Mes bas sont tops — c'est le monde à l'envers!"",""id"":26553},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mes bas ? Des hauts de gamme."",""id"":62942},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans ma garde-robe, pour les pantalons, je ne choisis que des bas haut de gamme."",""id"":69315}]"	"{""comedian"":[26553,62942,11547,69315],""pun_expert"":[62942,26553,69315,11547],""editor"":[62942,26553,11547,69315],""translator"":[62942,26553,69315,11547]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
2038	My boyfriend and I started to date after he backed his car into mine. We met by accident.	"{""source"":""claude"",""original_id"":""31740"",""pun"":""On s'est rencontrés quand il a percuté ma voiture. C'était un coup de foudre… surtout pour le pare-chocs.""}"	"{""source"":""gemini"",""original_id"":""65078"",""pun"":""On s'est rencontrés par accident : on a tout de suite eu un accrochage.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Je sors avec mon copain depuis qu'il a embouti ma voiture. On s'est rencontrés par accident.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""On ne s’est pas rencontrés par hasard, mais par accident : il a embouti ma voiture.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""On ne s’est pas rencontrés par hasard, mais par accident : il a embouti ma voiture."",""id"":40635},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Je sors avec mon copain depuis qu'il a embouti ma voiture. On s'est rencontrés par accident."",""id"":40793},{""source"":""gemini"",""original_id"":""65078"",""pun"":""On s'est rencontrés par accident : on a tout de suite eu un accrochage."",""id"":32178},{""source"":""claude"",""original_id"":""31740"",""pun"":""On s'est rencontrés quand il a percuté ma voiture. C'était un coup de foudre… surtout pour le pare-chocs."",""id"":77056}]"	"{""comedian"":[40793,77056,32178,40635],""pun_expert"":[32178,40793,77056,40635],""editor"":[40793,32178,77056,40635],""translator"":[40793,40635,32178,77056]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
