id_en	text_fr	id	location
en_160	['"Allond danser!", s\\'emballa Toto', 'Quel est le comble pour une valse ? De ne pas avoir de bal.', "Quel est le comble pour un couple de danseurs sur le point de perfomer ? D'envoyer sa partenaire valser."]	['fr_4179']	['bal']
en_1611	["Le pistilet d'une fleur est sa seule défense contre les insectes.", 'Le pistilet de la fleur c’est sa seule protection contre les insectes.', 'Les fleurs portent un pistil-et pour se protéger contre les insects.', "Pour se défendre contre les insectes qui volent et revolver elles, les fleurs n'ont rien d'autre qu'une arme à feuilles.", "Quand tu es une fleur et que tu dois te défendre contre les insectes qui volent et revolver toi, tue n'a rien d'autre que ton arme à feuilles étamine.", "La seule défense d'une fleur contre les insectes, c'est son pistil."]	['fr_8707', 'fr_15695']	['pistilet', 'pistil']
en_1615	["Si tu bois une soupe vieille d'une semaine, ne t'étonne pas après si tu te fais rabrouet parce que tu as mauvaise haleine !", 'Si tu manges du gaspacho vieux de 9 jours tu risques d’avoir des problèmes d’estomate.']	[]	[]
en_1621	["La course de lévrier à été annulée à cause d'une infestation de puces. Les parieurs ont dû se contenter de jeux à gratter.", 'Le chat avait un problème parasitaire, il a du être pucé.']	['fr_1902']	['pucé']
en_1622	["J'ai cuisiné 3kg d'épinards, ça devrait me fer la semaine.", "J'ai fait beaucoup de soupe de poisson, ils m'en raieste pour toute la semaine.", 'Mon bouillon a des yeux. Mes pommes de terre ont des yeux. Je fais bien attention de manger à heures fixes.', "J'ai fait une grosse marmite de soupe d'yeux de poissons, j'ai de quoi voir venir pour le reste de la semaine.", "J'ai fait de la soupe d'oeil de poisson, ça devrait m'aider à voir venir la semaine.", "J'ai fait une grosse quantité de soupe d'yeux de poissons, ça devrait me permettre de voir venir.", "Je viens de cuisiner une pleine marmite de soupe aux yeux de poisson, j'ai de quoi voir venir, au moins toute une semaine !", "Je viens de préparer de la soupe de poisson, j'en ai flétan que ça va me tenir la semaine.", "Je vous dit que j'ai fais de la soupe avec des yeux de poisson, même si ça ne regarde que moi", 'J’ai préparé une soupe à la cervelle, elle va me rester en tête toute la semaine.', "Je suis tombé malade après m'être empiffré de soupe de lentilles. J'aurais dû le voir venir.", 'J’ai fait un potage pour me calmer car j’étais un peu soupe au lait.', "J'ai fait une grosse fournée de soupe aux yeux de poisson, avec ça j'ai de quoi voir venir pour la semaine entière.", "J'ai préparé une soupe au pain, ça baigne pour toute la semaine.", 'Avec ce bon peu de soupe aux yeux de poisson, je devrais voir venir pour toute la semaine.']	['fr_10940', 'fr_4178', 'fr_14054', 'fr_10721', 'fr_7274']	['voir venir', 'dard-dard', 'flétan', 'lentilles', 'ça baigne']
en_1626	['Le bouffon du roi venait de se moquer de sa femme estropiée, que l\\'homme lui dit : "métacarpe et on y va"', "Arrivant en retard à une réunion de maçons, le PDG a trébuché sur une truelle et s'est cassé le fait-mur.", 'En retard, le sénateur Kennedy a glissé sur une peau de banane et est tombé lourdement, dérangeant les discussions intenses de la sous-commission, mais au moins son entrée a marqué le coup humérustiquement parlant', "En retard, Kennedy a glissé sur une banane et s'est retrouvé avec une toute nouvelle coupe de cheveux en se relevant."]	['fr_5240']	['banane']
en_1644	["J'étais serveur dans un restaurant de fruits de mer avant de me mouler la cheville.", "J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que je n'aime pas le bulot.", "J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que mon manager ne fait que cloporter des rumeurs sur moi.", 'Je viens de commencer de travailler dans un restaurant de fruits de mer. Mon uniforme me moule.', "Je travaillais au restaurant de fruits de mer, mais la tenue réglementaire était trop moulante. Même si mes collègues me faisaient marrée, j'en avais crustassez du patron, et homarre des clients qui me compliquaient le bulot. Je pense qu'on ne peut pas me blâméduse."]	['fr_9858', 'fr_14539']	['bulot', "moulante | marrée | j'en avais crutassez | homarre | bulot | blaméduse"]
en_1647	['Un oeuf cuit le matin est difficile à battre.']	[]	[]
en_1649	['Les nageurs doivent être attentifs à ne pas se retrouver dans de profondes difficultés.']	[]	[]
en_1660	["Cet armateur, qui n'était pas un amateur, n'a recruté que des marins obséquieux pour s'assurer que son contre-torpilleur flatte bien."]	['fr_7307']	['flatte']
en_1669	["Les vétérinaires savent se servir d'un pied de biche."]	[]	[]
en_167	['On ne lit pas les lignes de la main, on les écrit.', 'On ne lit pas les psaumes, on les agite.']	[]	[]
en_1672	['Vague de succès pour le vendeur de bateaux.', "Le magasin d'équipements nautique a eu le vent en poupe cette année.", 'Ce magasin de bateaux a le vent en poupe.', 'La boutique nautique surfait sur la vogue de la voile.', 'La section voile du magasin de nautisme mata le record de vent-es', 'Quel est le comble pour un plaisancier ? Se voiler la face.', 'Le magasin de bateaux des voiles sa nouvelle collection.', 'Seulement quelques temps avant de réaliser sa meilleure vente, le magasin de bateau a failli couler.', 'Le magasin de bateaux fait des proue-sses.', 'La fermeture du magasin de bateaux a fait des remous dernièrement.', 'Le marchand de bateaux à mis les voiles', 'La fermeture du magasin de bateaux a fait des vagues dernièrement.', 'Je connais un magasin de climatisation qui a les meilleures ventes du monde.', "Le magasin de bateaux n'avait jamais fait une aussi belle venteux.", 'La boutique de navigation de plaisance a le vent en poupe en ce moment.', "Le gérant du magasin de bateaux a gagné assez d'argent pour se permettre de mettre les voiles."]	['fr_3206', 'fr_3920', 'fr_10686', 'fr_8385', 'fr_14191', 'fr_5355']	['le vent en poupe', 'voiler', 'aller droit au but', 'a fait des vagues', 'le vent en poupe', 'mettre les voiles']
en_1674	["L'Europe devrait être capable de se retenir, râla Toto, incontinent"]	[]	[]
en_1688	['LES VIEUX BANQUIERS ne meurent jamais, ils perdent juste leur intérêt.', 'Les vieux banquiers ne meurent jamais, ils perdent juste leur intérêt.', "Les vieux banquiers ne meurent jamais, ils perdent juste de l'intérêt."]	[]	[]
en_169	["Certaines grossesses sont si longues qu'elles donnent l'impression d'être une maternité.", "Parfois, une grossesse est si longue qu'elle ressemble à une maternité.", 'La grossesse est si longue, ça peut paraître une maternité.', "Parfois, une grossesse est si longue que l'on dirait qu'elle dure une maternité"]	['fr_7445', 'fr_1167']	['maternité', 'maternité']
en_1701	["Elle n'était qu'une fille de pompier, mais elle va vraiment s'enflammer.", "Elle n'était qu'une fille de pompier, mais elle allait vraiment s'enflammer."]	[]	[]
en_1705	["La proposition d'ouverture d'une nouvelle mine lui a fourni un sujet à creuser pour épater la galerie.", "La discussion sur le creusement d'un nouveau puits de mine était trop profonde pour lui.", "Trop profonde pour lui, cette discussion sur le nouveau forage dans la mine. Il faut dire que ce n'est pas un puits de science.", 'Le débat sur le lancement d’une nouvelle fusée volait trop haut pour lui.', "La discussion, portant sur l'excavation d'un nouveau puits de mine, était trop profonde pour lui", 'La discussion portant sur le nouveau puits de mine à creuser l’avait laissé au fond du trou.', "Une discussion sur le creusement d'un nouveau puits de mine était très profonde pour lui.", "La discussion sur le perçage d'un nouveau puits de mine était si profonde qu'il s'est perdu.", "Il a coupé court à notre conversation sur la nouvelle mine que l'on va creuser ; il n'aime pas aller au fond de choses. Pourquoi est-il comme ça ? A creuser…", "Avant de se lancer dans l'exploitation minière, il aurait dû creuser la question en profondeur.", "Il s'est noyé dans les détails à propos du nouveau puits à creuser.", 'La discussion sur la construction d’un puit de mine était trop profonde pour lui.', "Savoir s'il fallait ou non creuser un nouveau puits de mine était un débat trop profond pour lui.", 'Il manquait de profondeur d’esprit pour participer à cette discussion sur le forage d’un futur puits de mine.', 'Une discussion pour creuser un nouveau puits était trop profonde pour lui', 'Parler de creuser un nouveau puits de mine l’a épuisé.', "Discuter de l'ouverture d'une nouvelle fosse lui paraissait être un sujet trop profond.", "Pour ce qui est du nouveau puits de mine, il n'a pas souhaité creuser le sujet.", 'Le sujet du forage des puits était traité trop en profondeur pour lui', "On a parlé du forage d'une nouvelle mine, mais c'était trop profond pour lui.", 'Parler d’un nouveau puits de mine le touchait au plus profond de lui.', 'La discussion pour creuser la mine, lui a miné le moral', 'Un échange sur le fait de creuser un nouveau puits de mine était trop profond pour lui.', 'La discussion sur la psychologie de la faune abyssale était trop profonde pour lui.', "Une discussion sur la construction d'une nouvelle mine était trop obscure pour lui.", "La discussion concernant le creusement d'un nouveau puits de mine fut trop profonde pour lui."]	['fr_11891', 'fr_6105', 'fr_722']	['profond', 'creuser', 'profonde']
en_1711	["Ils sont partis cueillir des oranges dans des pommiers, mais leur recherche n'a pas porté ses fruits."]	[]	[]
en_1716	["Quand l'eau en bouteille est bon marché, ça s'appelle une vente de liquidation.", "Quand l'eau embouteillée est bon marché, ça s'appelle une vente de liquidation.", "Quand l'eau potable est bon marché, on parle de vente de liquidation.", "Quand l'eau embouteillée est bon marché, on dit qu'il s'agit d'une vente de liquidation.", 'En vendant son eau en bouteille à bas prix, cet homme était en train de tout liquider']	['fr_6855']	['liquidation']
en_1721	['Les vieux jardiniers ne meurent pas, ils prennent racine.', 'Les vieux jardiniers ne meurent jamais, ils sont juste déracinés.', 'Les vieux Gardeners ne meurent jamais, ils sont déracinés.']	['fr_14644']	['déracinés']
en_1722	["Le satellite a été mis en orbite le 1er janvier, provoquant une nouvelle révolution de l'année.", "Le satellite est en orbite depuis le 1er janvier, c'est une révolution de début d'année !", 'Le satellite est entré en orbite le 1er janvier, allant avec la révolution de la nouvelle année.', "Le satellite est entré en orbite le 1er janvier, ce qui a provoqué une révolution de l'année.", "Le satellite s'est mis en orbite le 1er janvier provoquant une révolution de la nouvelle année."]	['fr_10409', 'fr_15778']	['révolution', 'révolution']
en_1724	['Faites attention à votre santé en hiver, sortez couverts.', 'Mange prudemment, sors tes couverts']	[]	[]
en_1726	["Le clerc n'est pas le seul à faire des prix attractifs.", 'Les tatamis ne sont pas les seuls endroits où vous pouvez espérer un salut !', 'On peut tout acheter chez Walmart, sauf le salut de son âme', 'Le clerc du village est adorable : il défend toujours ce qui compte pour nous.', 'Le gérant du magasin a pris la clé d’Auchan avec la caisse.', 'Le génie n’est pas que chez Gifi\\xa0!']	[]	[]
en_1727	["Je cherchais un nouveau logement mais je pense changer d'agence. Le promoteur m'a dit que ce ne serait pas un pied-à-terre mais pourtant, ce n'était pas non plus un parquet flottant.", "J'ai trébuché en courant ce matin et maintenant le voisinnage se moque de moi... Il va me falloir un nouveau pied-à-terre."]	['fr_9239']	['pied-à-terre']
en_1733	["La meilleure façon de gagner au casino c'est de garder une poker face.", "Les casinos aiment les joueurs débutants parce qu'ils sont se vé-ga"]	[]	[]
en_1739	['Ceux qui fabriquent les éponges sont absorbés par leur travail.', 'Ceux qui fabriquent des éponges sont très absorbés dans leur travail.', 'Ceux qui fabriquent des éponges sont très absorbés par leur travail.']	[]	[]
en_178	['Quel bruit fait une pièce de monnaie vietnamienne en tombant au sol ? Dong', 'Il faut convertir tout ton argent en monnaie du Ghana et au moins comme ça Cedi !', "Ça va la monnaie arménienne n'est pas si importante, on ne va pas en faire tout un Dram !", "Je n'aurais pas dû l'écouter quand il m'a fait convertir tout mon argent en monnaie russe, j'aurais dû me douter que c'était un rouble-ard.", "Je me suis fait dérober mon argent d'Israël par une bande de Shekels voleurs !"]	['fr_4690', 'fr_10558']	['Dong', 'Cedi']
en_1783	['Afin de ne jamais oublier ses premières classes vertes de collecte de champignons, il a créé un réseau social "coprins d\\'avant"', 'Les choux sont les légumes les plus pommés dans le potager', '«\\xa0La courgette est jolie, mais elle est un peu courge\\xa0», dit la carotte', "L'amanite est un champignon en constante croissance, il grandit sans cèpe"]	['fr_2044']	['pommés']
en_1788	['Elle est devenue galeriste pour se faire davantage de Monet.', "Elle devint marchande d'art pour gagner plus de Monet", 'Elle est devenue négociante en art pour faire un élevage de Poussin.', "Elle est devenue marchande d'art parce qu'elle voulait plus de pièces de Monet.", "Elle est devenue trafiquante d'art pour gagner plus de Monet.", 'Elle s’est lancée dans l’industrie de l’art car elle cherchait les Grosguin.', "Elle a commencé un nouveau travail dans un musée d'art impressioniste, mais elle ne s’entend pas bien avec ses collègues : Degas lui pose problème.", "Elle est devenue artiste car elle n'avait plus de petite Monet.", "Elle est devenue une trafficante d'art parce qu'elle voulait plus de Monet.", "Elle était galeriste mais n'avait jamais de Monet", "Elle est devenue marchand d'art, elle voulait plus de Monet.", "Elle est devenue collectionneuse d'œuvres d'art car elle manquait de Monet."]	['fr_7180', 'fr_6748', 'fr_12165']	['Monet', 'Monet', 'Monet']
en_1794	["Elle n'était que fille de jardinier mais elle était très plantureuse.", "Elle était fille de gardien de but, et elle m'a filé une de ces gaules !", 'Son père était joueur de foot. Elle allait droit au but.', 'Elle était une enfant de la balle, mais elle avait de sacrés obus.']	['fr_10879', 'fr_238', 'fr_923']	['gaules', 'droit au but', 'obus']
en_1796	["J'ai vu un film sur des animaux qui cambriolaient un barrage hier... Tu parles d'un casse tordu !"]	[]	[]
en_1807	['" Je me suis collé une épingle dans le nez " dit Tom pointilleusement.', 'Tom se piqua de dire qu’il s’était planté une épingle dans le nez.', 'Je me suis fait faire un piercing dans le nez, répétait Tom en boucle.', '"J\\'ai une punaise dans le cuir chevelu" dit crânement Jean.', 'La couturière trouvait cette explication très décousue.', '"\\xa0Je me suis enfoncé une épingle dans le nez " dit Tom d’une voix nasillarde.', '"Je me suis mis une épingle dans le nez", dit Tom d\\'un ton piquant.', '"Je me suis mis une aiguille dans le nez", dit Tom d\\'un air pointilleux.', '"Je me suis planté une épingle dans le nez" dit Tom, piqué au vif.', '"Je me suis fais percer le nez", pointa Tom.', '"L\\'épingle s\\'est coincée dans mon nez !" pointa Tom.', '"J\\'ai mis une épingle dans mon nez", dit Tom d\\'une façon pénétrante.', '"Tu as un nouveau piercing!", dit Toto, l\\'œil perçant.', '"je me suis mis une épingle à nourrice dans le nez", dit Tom d\\'une voix perçante', '"\\xa0Je me suis piqué avec une aiguille\\xa0", dit Tom, pointilleux.', '"Je me suis fait faire un piercing dans le nez", dit Tom d\\'une voix pointue.', '"J\\'ai cassé mon double-décimètre", disait Tom régulièrement.', '" J’ai une écharde au niveau de la deuxième phalange de mon index droit " dit Tom de façon pointilleuse.', '"Je me suis fait faire un piercing au nez", expliqua Tim d\\'une voix perçante.', '"Une épingle a traversé mon nez," dit Tom d\\'un ton perçant.', 'Je me suis planté une épingle dans le nez, dit Tom piqué à vif.', "Tom s'est mis une aiguille dans le nez. C'est un type piqué."]	['fr_120', 'fr_5674', 'fr_6117', 'fr_4008', 'fr_6992', 'fr_1139']	['boucle', 'piqué à vif', 'pointa', 'pointa', 'pointue', 'pointilleuse']
en_1819	["Avez-vous vu ma collection d'objets chinois anciens ? demande Tom avec charme.", '"Avez-vous vu ma collection d\\'artefacts chinois?" demanda Tom de manière charmante.']	[]	[]
en_1826	['"Ça nous fera un total de 144 ma grosse", calcula Toto grossièrement']	['fr_9686']	['grossièrement']
en_1835	["Deux frères ont collaboré sur des histoires d'horreurs, mais l'un était un écrivain fantôme", "Deux frères écrivaient des histoires de fantômes mais l'un manquait d'esprit.", 'Deux frères jouaient partition de Bach, mais l’un des deux a fugué.', 'Deux frères ont collaboré pour publier ce recueil d’histoires de fantômes, mais seul l’un d’entre eux est hanté dans l’histoire.', 'Deux frères ont collaboré pour publier ce recueil d’histoires de fantômes, mais pour la séance de dédicaces, seul l’un d’entre eux a fait une apparition.']	['fr_11470']	['fugué']
en_1839	['Le mathématicien incompétent ne savait plus sur qui compter.', 'Le mauvais mathématicien ne pouvait pas compter sur ses amis.', 'Le mathématicien, inepte, ne pouvait pas compter sur ses amis.', 'Le mathématicien inepte ne pouvait compter sur ses amis.', "Ce mathématicien médiocre n'a pas pu compter sur ses amis.", 'Ce mathématicien était tellement incompétent qu’il ne pouvait même pas compter sur ses amis.', 'Le mauvais mathématicien ne pouvait plus compter sur ses amis.', "Ce mauvais mathématicien n'a jamais pu compter sur ses amis.", "Un mathématicien qui ne peut compter sur ses amis n'est pas un mathématicien...", "Le mathématicien inepte n'a pas pu compter sur ses amis.", 'Le mathématicien incompétent ne pouvait pas compter sur ses amis.', 'Le mathématicien inapte ne pouvait pas compter sur ses amis.', 'Le mathématicien maladroit ne pouvait pas compter sur ses amis.', "L'inepte mathématiciens n'arrivait pas à compter sur ses amis.", 'Le mauvais mathématicien ne pouvait même pas compter sur ses amis.', "Ce mathématicien était si incompétent qu'il était même incapable de compter sur ses amis.", 'Le mathématicien incompétent ne pouvait pas compter sur ses amis']	['fr_1701', 'fr_3264', 'fr_1573', 'fr_706', 'fr_14110']	['compter', 'sous un autre jour', 'compter', 'compter', 'compter']
en_1849	['Ceux qui ont des stalactites gardent la glace haute.']	[]	[]
en_1850	['Sors de ta chambre, si tu veux de la crème brûlée il faudra descendre !', "Si tu veux que je te donne l'urne, va falloir descendre.", 'Si tu veux ce cadavre, il va falloir me passer sur le corps.', "Les gens n'avaient pas de cœur, à peine sorti du crématorium ils s'allumaient une clope et enchaînaient cendres sur cendres."]	[]	[]
en_186	['J’ai combattu Géronimo, dit Tom, décoiffé.', '"J\\'ai combattu aux côtés de Geronimo," affirma Tom, brave.', '"J\\'ai combattu aux côtés de Geronimo", dit Tom, l\\'air brave', '"J\\'ai combattu aux côtés du dernier des Mohicans", conclut bravement Toto.', "J'ai combattu avec Geronimo, a dit Tom, en tournant l'étalon."]	['fr_13203', 'fr_8820']	['décoiffé', 'bravement']
en_1865	["Le magasin a promis un abacus gratuit à chaque achat, mais je n'y compterais pas.", "Ce magasin d'occasion offrait un boulier gratuitement pour l'achat d'un objet, mais ne comptez pas trop là-dessus.", "Le magasin d'aubaines promettait un boulier gratuit pour tout achat, mais il ne fallait pas y compter."]	['fr_15277', 'fr_7119']	['y compterais pas', 'pas y compter']
en_187	['"Maintenant je peux faire de la peinture" badingeona Tom', '"Ah, je vais pouvoir me mettre à la peinture", fit Tom tout échevelé.', "Gouache wesh ! Maintenant chevalet faire un peu de peinture, dit Tom d'un air pincé.", 'Tout le monde peut peindre sans problème, il faut juste s’y atelier avec détermination dit Tom.', '"Gouache wesh ! Maintenant chevalet faire un peu de peinture", dit Tom d\\'un air pincé.', '"Maintenant je vais faire un peu de peinture", dit Tom d\\'un air pincé.']	['fr_6371', 'fr_16073']	['chevalet | pincé', 'cabinet']
en_1877	["Voulez-vous un peu de soda dans votre whisky ? demanda Tom d'un ton caustique.", 'Tu veux du soda dans ton bourbon? demanda Tom de manière caustique.']	['fr_1357']	['caustique']
en_1883	['Les musiciens du groupe Ballons jouent du air guitar.', 'Le groupe Ballons fait surtout de la pop', 'Un groupe appelé Ballons chantent de la musique pop.', "Le groupe Les bulles de savon, c'est pop", 'Tu connais les Ballons, c’est un groupe de musique perse. Franchement, ils s’éclatent.', "On s'éclate trop quand on écoute les chansons du groupe les Ballons.", 'Un groupe nommé Titane chante du métal.', "Quand le groupe appelé les Ballons joue, c'est l'éclate."]	['fr_11219', 'fr_4039']	['bouillona', 'métal']
en_1895	["Un ami m'a offert un livre sur les jeux de mots pour mon anniversaire et je l'ai adoré, il avait tellement de sens."]	[]	[]
en_1898	['Est-ce que tu as entendu parlé de la nouvelle pinata ? Elle casse la baraque', 'La nouvelle piñata a rencontré un succès fracassant.', "Tu as vu la nouvelle pinata ? On s'éclate bien avec.", "Est ce que tu as entendu pour la piñata ?\\nC'est un gros coup", "Tu as suivi le lancement de leur dernière pinata ? C'est un gros coup.", "Tu as entendu parler de la nouvelle piñata? C'est un beau coup.", 'T’as entendu parler de la nouvelle piñata ? Elle a fait un carton.', 'Tu as vu le nouveau stand de tir ? Il fait un carton.', 'Tu connais la blague de la piñata ? Elle est fracassante.', 'Vous avez entendu parler des nouvelles Crocs® de randonnée ? Ca marche à fond.', 'Vous avez entendu parler de la nouvelle piñata ? Elle fait un carton.', "Tu as vu la nouvelle pinata qu'ils viennent de sortir ? Ils ont frappé fort !", 'Tu as entendu parler de la nouvelle piñata ? Elle fait un carton.', "Tu as vu la nouvelle pinata qu'ils ont sortie ? Ils ont frappé fort.", "T'as entendu la pinata ? C'est une grosse frappe.", "Tu as entendu parler de la nouvelle pinata ? Il paraît qu'elle défonce", "T'as entendu parler du nouveau modèle de piñata ? Ils ont frappé un grand coup sur le marché !", 'Ce fabricant va frapper un grand coup avec sa pinata en forme d’enclume.', "Tu as vu la nouvelle pinata ? C'est l'éclate !", "T'as entendu parler de la nouvelle pinata ? Elle vaut carrément le coup.", 'Tu as entendu parler de la nouvelle pirata ? Elle vaut le coup !', "Une piñata arrive à une fête d'anniversaire. Elle s'est éclatée.", "Ce qui est chouette avec une piñata c'est que ça fonctionne à tous les coups.", 'T’as entendu parler de la nouvelle pinata ? Apparemment elle vaut le coup.', "Tu sais, la nouvelle piñata ? Il paraît qu'elle déchire."]	['fr_9158', 'fr_229', 'fr_2238', 'fr_3867', 'fr_16151', 'fr_11295', 'fr_8354', 'fr_12240', 'fr_1707', 'fr_13307', 'fr_14441', 'fr_11050', 'fr_8795', 'fr_14849']	['casse la baraque', 'un gros coup', 'un beau coup', 'fracassante', 'frappé fort', 'fait un carton', 'frappé fort', 'défonce', 'frapper un grand coup', 'Elle vaut carrément le coup', "elle s'est éclatée", 'à tous les coups', 'Elle vaut le coup', 'elle déchire']
en_1906	['Le voleur de lingerie a filé entre les mains de la peau lisse.', "Le voleur de lingerie s'est échappé en sautant depuis le balconnet.", "Le voleur de lingerie s'est montré culotté devant les policiers.", 'Le voleur de bijoux fut arrêté et on lui mit les bracelets.', 'Vol de lingerie fine : la police est sur les dentelles.']	['fr_7808', 'fr_13600']	['balconnet', 'bracelets']
en_191	['Sa femme l’a quitté et lui a dit qu’elle repartait sèche amère.', "Il voulait l'emmener en boîte mais elle a répondu qu'elle marinait chez ses harengs.", "Sa femme l'a quitté en disant qu'elle rentrait chez sa maire.", 'Elle s’est disputée avec son mari puis est rentrée chez amère.']	['fr_16403', 'fr_3122']	['sèche amère', 'chez amère']
en_1914	['Vous ressemblez à une chèvre, dit Tom sur un ton satirique.', '"Tu ressembles à une chèvre," dit Tom satiriquement.', '"Vous ressemblez à un mouton", dit Tom d\\'un air satirique.']	[]	[]
en_1926	["T'as entendu parlé du papa difficile à trouver ? Il est transparent.", 'Tu as entendu parler du père qui était difficile à voir ? Il était transparent.', 'Tu as entendu parler de ce beau-père qui était invisible pour ses enfants? Il ne laissait rien paraître.', "Tu as vu comme son père est devenu invisible quand il a révélé se sentir femme ? C'est devenu un transparent !", "Ma mère n'a plus vu mon père depuis ma naissance, c'est un très mauvais transparent.", 'Je ne voudrais pas être le fils de Hulk, aucune envie de vivre avec un père vert !', 'Avez-vous entendu parler du père qui était difficile à voir ? Il était transparent.', 'Tu as entendu parler du père difficile à voir? Il était transparent.']	['fr_3698', 'fr_6768', 'fr_6440', 'fr_4891']	['transparent', 'transparent', 'transparent', 'transparent']
en_1927	['Jésus s’en est sorti, on y croix. Joyeuses Pâques.', 'Ne voulant faire une croix sur sa vie, Jésus est revenu. Joyeuses Pâques !', 'Jésus ne change "pas que" les situations graves. Joyeuse Pâques !', 'Jésus se retourne dans sa tombe. Joyeuses Pâques.', "Lorsqu'il a trouvé sa passion, Jésus a changé de vie. Joyeuses Pâques.", "Avec Jésus, c'est à la vie, à la mort. Joyeuses Pâques.", 'Jésus sait régler les situations de Christ.', 'S’il avait été pilote, Jésus aurait roulé à tombeau ouvert. Mais pas que.', 'Jesus re-tombe toujours sur ses pieds. Joyeuses Pâques.', 'Quand on rencontre Jésus, on en tombale à renverse. Joyeuses Pâques !', 'Jésus peut vous sortir du trou. Joyeuses Pâques.', 'Jésus, protège-nous des revenants. Joyeuses Pâques.']	['fr_4218', 'fr_2123', 'fr_15699']	['on y croix', 'se retourne dans sa tombe', 'sortir du trou']
en_1929	["Un camion de perruques a explosé sur la route. La police passe le lieu de l'accident au peigne fin."]	[]	[]
en_1931	["Pour souligner qu'une personne nous ait inconnue\\xa0: «\\xa0Comme on dit dans l'industrie fromagère, je ne la connaît ni d'Édam ni d'Eve !\\xa0»", "Comme on dit dans le monde du fromage, je ne le connais ni d'Ève ni d'édam.", "Pour souligner que quelqu'un est un étranger : ''Comme on disait dans l'industrie du fromage, je ne le connais pas d'Edam''.", 'Comme on dit chez les fromagers : "Je le connais ni d\\'Edam ni d\\'Eve !"', 'Pour exprimer le fait que quelqu\\'un est un étranger: "Comme on dit dans l\\'industrie du fromage, je ne le connais ni d\\'Ève, ni d\\'Édam".']	['fr_360']	['Edam']
en_1940	['Sortir Dimanche, Samedi rien qui vaille.', "Le problème de faire la fête le samedi ET le dimanche, c'est lundisponibilité qui suit.", 'Faire la fête le samedi et le dimanche lundisposait.']	['fr_6394']	['lundisponibilité']
en_1943	['Les lunettes de sécurité ont été inventées par un visionnaire périphérique.']	[]	[]
en_1951	['Au restaurant chinois : "Vous préférez manger avec des braguettes ? Oh pardon, déformation professionnelle, j\\'étais tailleur".']	[]	[]
en_1953	['Un optométriste devrait se porter candidat à la présidence, car ils sont des gens de vision.', "Qu'un optométriste se présente à la présidence, car ce sont des gens de vision.", "Avoir un candidat optométriste à la présidence, parce qu'ils sont des gens de vision."]	['fr_5563']	['vision']
en_1954	['Les voleurs qui surfent sur le web ne comptent que sur les gros débits.', "Les bandits pros du net n'oublient jamais de vider le cash."]	['fr_12557']	['débit']
en_1955	["Si vous marchez le long d'une voie ferrée, vous risquez de vous sentir dépassé."]	[]	[]
en_1959	["Un homme a volé une caisse de savon au magasin du coin. La police a dit qu'il s'était enfui proprement.", "Un homme a volé un casse-savon du magasin de coin. Les policiers ont dit qu'il avait fait une fuite propre."]	[]	[]
en_1960	['Dans mon cours de poker, ce sont tous des as.', 'Mes camarades en cours supérieur de géométrie, ont pour habitude de suivre les règles.', "Mon cours de mathématiques me donne envie d'algerber.", "Si l'on veut suivre un cours de géométrie avancée, il faut savoir être carré.", 'Mon cours de géométrie avancée est très carré', 'Dans l’atelier de menuiserie il y a beaucoup de bûcheurs.', 'Mon cours de maths est entièrement constitué de problèmes.', "Mon cours de mathématiques avancées est rempli d'élèves très calculateurs.", 'Les élèves du cours de géométrie sont carrément nuls.', 'Pour un cours de géométrie, tout le monde ici porte le carré.', "Mes cours de géométrie n'étaient pas très carrés", 'Ma classe de géométrie avancée est pleine de cônes.', 'Dans mon cours de géométrie avancée, les gens ne sont pas très droits.', 'Dans mon cours de géométrie avancée, les gens sont bien trop ennuyeux pour faire partie de mon cercle d’amis.', 'En cours de géométrie avancé, le prof est carré.', 'Toutes les filles de mon cours de géométrie ont leurs règles.', 'Dans mon cours de géométrie, ils sont tous ringards... mais alors, carrément !', "Mon prof de géométrie ne tourne pas rond et n'est pas très carré."]	['fr_5657', 'fr_10664', 'fr_1113', 'fr_3952', 'fr_16328']	['règles', 'carré', 'cônes', 'droits', 'ne tourne pas rond | carré']
en_1969	["Il a mis du temps à rebondir de son accident en saut à l'élastique."]	['fr_11289']	['rebondir']
en_1972	['Un professeur pour qui c’est dur en cours, table au moins sur le week-end de libre.']	[]	[]
en_1980	["Le rabbin est devenu un golfeur professionnel parce qu'il était bon pour faire la coupe."]	[]	[]
en_200	['Quand les joueurs de poker doivent renoncer, ils se sentent quelque peu écartés.', 'Quand les joueurs de poker doivent se plier, ils se sentent un peu écartés.']	['fr_10806']	['écartés']
en_2004	["Je prendrai cela, dit Tom d'une manière appropriée.", '"Je prendrai ça", dit Tom de manière appropriée.', 'Je vais prendre ça, dit Tom de manière appropriée.']	['fr_5570']	['appropriée']
en_2007	['Les vieux Janitors ne meurent jamais, ils sont juste balayés.', 'Les vieux concierges ne meurent jamais, ils sont juste balayés.', 'Les vieux magistrats ne meurent jamais, ils sont juste balayés.']	['fr_8762']	['balayés']
