id_en	text_clean
en_3756	"I'd like some Chinese food," he said wantonly.
en_3762	He bought a donkey because he thought he might get a kick out of it.
en_3763	Old school principals never die, they just lose their faculties.
en_3766	"I love cats," he mused.
en_377	Bring me a rubber band and make it snappy!
en_3771	My name is Oscar, and I'm a movie star.
en_3775	My name is Lute. I'm a musician.
en_3777	It wasn't school John disliked it was just the principal of it.
en_3778	Young women who are mathematics professors closely watch their figures.
en_3780	Never lie to an x-ray technician. They can see right through you.
en_3789	I couldn't figure out how to fasten my seatbelt. Then it clicked.
en_3798	Mickey Mouse gives some people Disney spells.
en_3799	"I'm a mathematician," he added summarily.
en_3804	When the creator of Tarzan wrote about Pellucidar and other Earth-core stories, was it Edgar Rice burrows?
en_3815	Retired teachers are classless.
en_3830	When cannibals ate a missionary they got a taste of religion.
en_3859	The Easter story is not a dead issue.
en_3871	She was only a Quarryman's daughter, but she took everything for granite.
en_3874	"Fire!" he yelled alarmingly.
en_3882	Tried some bear stew. It was a little grizzly.
en_3883	I like marching songs, in any month.
en_3886	The fault line had a splitting headache.
en_3889	The photograph that I took of the sandstorm turned out grainy.
en_389	Rabbits like their beer brewed with a lot of hops.
en_3892	A waist is a terrible thing to mind.
en_3897	The ultimate liquid measure is the supreme quart.
en_3898	A gambling gardener usually hedges his bets.
en_39	"Why is this telephone flex always tangled?" he asked coyly.
en_3907	My skiing skills are really going downhill.
en_3911	Dairy Queen isn't the only place with awesome Sundays.
en_3918	I used to do rock climbing as a youth, but I was much boulder back then.
en_3925	Upon discovering her children playing with matches their mother was flaming mad.
en_3943	She was only a Farmer's daughter, but she knew hundreds of ways to fertilize.
en_3948	My name is Ray. I'm a roentgenologist.
en_395	She was only a Blacksmith's daughter, but she knew how to forge ahead.
en_3955	A tailor sometimes decides to suit himself.
en_3957	An old spice wholesaler is a seasoned veteran.
en_3958	When overcome by thoughts of sin the princess visited the knave.
en_3959	"Have a ride in my new ambulance," he said hospitably.
en_3966	He was a restaurant critic but had no taste.
en_3970	The ailing king of the doves sensed an imminent coup.
en_3973	Acrobats are always doing good turns.
en_3974	"I told you not to ride that horse," he nagged.
en_3977	When he found out that he would visit a real blacksmith he got all fired up.
en_3980	When the thief fell in the wet cement and broke both legs, he became a hardened criminal.
en_3981	Did you hear about the bivalve they called in to interrogate for that big murder investigation? Apparently, he's clammed up.
en_3982	That the obstetrician's services were needed on the train was an accident of berth.
en_3983	Old farmers never die, they just spade away.
en_3985	For every 45 I collected, I would write down the song and the artist so I could keep records.
en_3996	When entering a funeral home, remember to stay alert and always look alive!
en_3999	"Don't you know my name?" he asked swiftly.
en_4002	Some people really enjoy blowing air out of their lungs-I'm not a fan myself.
en_4004	Old kings never die they just get throne away
en_4006	Are evil wildebeests bad gnus?
en_4008	A baker stopped making donuts after he got tired of the hole thing.
en_4010	Old plagiarists never die, they just steal away.
en_4012	She memorized just what kind of locket she wanted, by heart.
en_4016	The hotel regrets that you do not find your rooms satisfactory; I will send up our sweet manager right away.
en_4018	If you go for a job interview at a rubber stamp company try to make a good impression.
en_4020	Did you see guys that Bob the ventriloquist hangs out with? They're nothing special, just a bunch of dummies.
en_4025	Businesses selling pleasure boats often have a sail.
en_4027	My name is Iris. I'm an optometrist
en_403	Baseball players are expected to perform well right off the bat.
en_4031	Well drilling is a deep subject.
en_4034	My friend said, 'There's a lot of gold in those hills.' I replied, 'That's a load of bullion.'
en_4035	Old trigonometry teachers never die, they just lose their identities.
en_4041	The cost of a galvanized hull is enough to zinc a ship.
en_4044	A politician with a bad back needs lots of support.
en_4052	I simply must find a new podiatrist. My podiatrist has developed such a callus attitude.
en_4055	I suspected our new house guest was a terrorist. He asked to sleep on a blow up mattress.
en_4056	Archaeologists working at night need lots of eon lights.
en_4061	Did you know that donuts were first made in Greece?
en_4063	The hardest thing for a person to keep is his opinion
en_4068	If you think guests really enjoy your home movies, you are probably projecting.
en_4069	A kettle on the stove was singing 'Home on the Range'.
en_4072	A play, based on billiards, started right on cue.
en_4077	Old eskimos never die, they just go cold.
en_4082	Roentgen was radiating.
en_409	Old typists never die, they just lose their justification.
en_4093	The lawyer asked a loaded question about guns.
en_4104	I used to have a fear of hurdles, but I got over it.
en_4112	I went to the theatre, it looked a bit suspicious. I reckon the whole thing was staged.
en_4113	My uncle developed a strange vulgar habit. He would only cuss when he'd eat chicken. The doctor said he has seen this happen in some cases. Too much chicken can produce a fowl mouth.
en_4123	Hubble wanted to bring the idea into better focus.
en_4134	Trust your calculator. It's something to count on.
en_4135	She was only a Fruit vender's daughter, but, oh, what a peach.
en_4141	The earliest mention of cars is in the Bible when Adam and Eve were driven out of the Garden of Eden.
en_4150	A farmer with a rip in his clothes has an overall problem.
en_4152	I find that movies about submarines always go down well.
en_4154	A manufacturer that made lamps gave their employees a light workload.
en_416	Lizards have a very strong heartbeat which can be faintly heard anywhere on their body, said Mr. Johnson, beginning a story. "Come listen to this tail."
en_4175	Having too many vowels is a consonant struggle in the game of Scrabble.
en_4194	On my tour of the U. K., Charles invited me to cook at Buckingham Palace, and naturally, I took photos so I could show everyone the prince.
en_4216	Why did the dairy churn? The less said, the butter...
en_4224	When those around King Arthur's table had insomnia, there were a lot of sleepless knights.
en_4229	Noteworthy musicians are very composed.
en_4231	"I'm from a Humberside port," he said ghoulishly.
en_4239	There's a repair shop for baroque musical instruments.
en_424	She was only a Wrestler's daughter, but you oughtta see her box..
en_4247	I tried to learn how to drive a stick shift but couldn't locate the manual.
en_425	Data got into so much trouble, her parents sent her packeting.
en_4254	Scientists have created a flea from scratch.
en_4256	The salesman was peddling used bikes.
en_4259	I finally found a spotter at the gym, it's like a huge weight has been lifted off my shoulders.
en_4263	A music store was robbed. The thief made away with the lute.
en_4267	Selling gasoline too cheaply would be fuelish.
en_4269	Edison thought it would be an illuminating experience.
en_4271	Five brothers wanted to buy a horse, so they all had to pony up.
en_4278	Old credit card users never die, they just expire.
en_4295	Two lovers who had been apart for some time were reunited on a foggy day. One whispered to the other'I mist you'.
en_4300	Old pilots never die they just take off.
en_4309	Church disputes can be settled with canons.
en_4310	When the crop was destroyed, there was no more cranberry source.
en_4319	I tried to pack myself in a suitcase. I could hardly contain myself.
en_4324	Rabbits generally lead a hoppy life.
en_4330	In certain sexual harassment cases things can get kind of touchy.
en_4334	How do spacemen add more protein to their diet? They make it meteor.
en_4338	The invisible cows were herd but not seen.
en_434	"There's nothing to stop me putting things in tins," he said cannily.
en_4342	"I've gained thirty pounds," he said heavily.
en_4343	I went to see my guru but he wasn't omm.
en_4344	I found out that at the gym, their opinion on fitness carries a lot of weight.
en_4352	Those who play musical instruments for radio or TV have to stay tuned.
en_4361	The cost of the space program is astronomical.
en_4368	I heard Einstein got along well with his parents... relatively speaking.
en_437	A baseball player was a thief. He was always trying to steal.
en_438	When his clothes dryer broke he was lint another one.
en_4386	When he kicked the invoice, it didn't mean he wanted to foot the bill.
en_4387	Old bookkeepers never die they just lose their figures.
en_440	To stay fit the priest exorcises.
en_4408	Being able to fit size 14 shoes is quite a feet.
en_4410	"My pencil is blunt," he said pointlessly.
en_4413	My name is Brandy. The bartender.
en_4417	The family of bears posing for their family portrait experienced a true Kodiak moment.
en_4418	When asked by her co-workers whether they should bring a gift to her birthday party, Mary replied," You should know that all I'm interested in is your presence."
en_442	Old tree surgeons never die, they just pine away.
en_4422	A perfectly spherical pumpkin makes good pi.
en_4425	My mom ran out of poultry seasoning so she winged it.
en_4426	Making up puns about the finest soil is the loess form of humor.
en_4428	"I want to buy that big diamond," he said hopefully.
en_4436	I got a nasty electric shock the other day, but I wasn't phased.
en_4437	Did you hear about the crime that happened in a parking garage? It was wrong on so many levels.
en_4439	To draw cartoons for a living requires someone who is very animated.
en_4443	"Perhaps I will," he said with all his might.
en_4447	Those who make sinks often feel washed out.
en_445	The surest steps to happiness are the steps to church.
en_4452	My new theory on inertia doesn't seem to be gaining momentum.
en_4454	My name is Herb. I'm a cook.
en_4457	She was only a Real estate agent's daughter, but she gave a lot away.
en_4461	Someone who sells old chess pieces is a pawn broker.
en_4463	Old mediums never die, they just lose their spirits.
en_4469	The astronauts said their experience on the moon was out of this world.
en_4484	Old chicken farmers never die, they just have a dozen aches.
en_4486	I finished my trigonometry exam without a secant to lose.
en_449	The science teachers broke up because there was no chemistry between them.
en_4496	He became an astronaut and had a blast.
en_4499	She was only a Dentist's daughter, but everybody wanted to fill her cavity.
en_45	Old antenna engineers never die, they just phase away.
en_4500	"I've spotted more blackbirds than you have," he crowed.
en_4508	They called him the king of the dentists because he specialized in crowns.
en_4511	If you jump to conclusions, you make terrible landings.
en_4517	Old cotton-pickers never die. They just bale out.
en_4520	Old chemists never die, they just fail to react.
en_4534	The shoemaker did not deny his apprentice anything he needed. He gave his awl.
en_4535	Waiters are good at multiplication because they know their tables.
en_4540	My name is Brooks. I'm an irrrigation consultant
en_455	"Once upon a time there was a beautiful princess," he began grimly.
en_456	Old artists never die, they just put things in perspective.
en_4564	Officer Jones takes his yearly bath every June. He is a characteristic example of a dirty cop.
en_4568	The Vatican's supplier of duck eggs is elected by sacred balut.
en_4577	"I'm a ditch digger," he said, trenchantly
en_4581	The earless defendant waived his hearing.
en_4583	A man sprayed a boy with ceiling foam. He was arrested for insulating behavior.
en_4591	The dermatologist was an avid gardener but he had a problem with moles.
en_4593	The sheep robber was caught on the lamb.
en_4594	"I love hockey," he said, puckishly.
en_46	Endorsement by an olympic swimmer caused a company's profits to dive.
en_4611	A fisherman tried boxing, but he only threw hooks.
en_4615	Old air conditioner repairmen never die, they just lose their cool.
en_4618	My name is Leo. A lion trainer.
en_4619	A baseball pitcher asked if he had a good curve ball, but wanted a straight answer.
en_4620	When the TV repairman got married the reception was excellent.
en_4625	What it boils down to is this: eggs taste good.
en_4627	She was only a Gardener's daughter, but she knows all the rakes.
en_463	We're expecting fallout from the recent layoffs at the nuclear plant.
en_4631	My chronically runny-nosed friend, who staunchly opposes all independent emirates, was bothered by catarrh on his trip around the world.
en_4642	Old photographers never die they just stop developing.
en_4655	Even if you're on the right track, you'll get run over if you just sit there.
en_4656	Back when the news was written on clay tablets there was a lot of breaking news.
en_4660	Is fear of sliced bacon irrational?
en_4661	The Spaniard's wife was always up before the Don.
en_4671	A skier who loses a race on a cold day will have a frosty disposition.
en_4682	Why was the car embarrassed? Because it had gas!
en_4685	Math teachers have lots of problems.
en_469	Don't believe what you hear about fleas and ticks. It's all lice.
en_4692	Will this computer last five years? Obsoletely!
en_470	Joe refused to eat sushi because it looks fishy.
en_4702	He stole an invention and then told patent lies.
en_4704	If your dad's sisters are construction workers you might call them carpenter aunts.
en_4711	The garden club visited the nursery and found themselves in a hosta environment.
en_4715	Qwertyus, god of keyboards, is a character from geek mythology.
en_4718	A king is old when he reaches the age of sovereignty.
en_4720	In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area.
en_4725	He crashed through several windows, but felt no pane.
en_473	A politician decided to resign on the day of an eclipse because it was a dark day.
en_4738	Why are all businessmen fat? Must be all the inflation.
en_4749	No one chills out in the fires of hell.
en_4771	My name is Jim I train boxers
en_4777	Yesterday I accidentally swallowed some food coloring. The doctor says I'm OK, but I feel like I've dyed a little inside.
en_4781	For a while, Houdini used a lot of trap doors in his act, but he was just going through a stage.
en_4796	To learn rope tricks you have to be taut.
en_4800	His model airplane hobby really took off.
en_4803	The actors had one great movie after another. They were on a role.
en_4804	Act your praise, not your shoe size.
en_4806	"Would anyone like some Parmesan?" he asked gratingly.
en_4813	Old statisticians never die, they just get broken down by age, sex and marital status.
en_4817	The IRS left a message on my cell phone that I owed them more money. It was a taxed message.
en_4824	Old gardeners never die they are just deflowered.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.
en_4829	When the plums dry on your tree, it's time to prune.
en_4830	As Sir Galahad lifted the sacred chalice, the bottom fell out. He had indeed found the holey Grail.
en_4833	Did you hear about the man who was jabbed in the back with a set of keys? His back locked up.
en_4836	In the air duct installers union they have lots of opportunity to vent.
en_4848	"I chop down trees for a living," he said lumberingly.
en_4853	An experienced waiter can give a lot of good tips.
en_4862	I strongly dislike the subject of math, however I am partial to fractions.
en_4879	My name is Bill. I run a collection agency
en_4889	I never have understood how you're supposed to hit anything with a bat..... it keeps flying away.
en_4899	"I'm halfway up a mountain," he alleged.
en_491	If roosters saw how hens are treated they'd turn over in their gravy.
en_4910	Two companies that manufactured rulers decided to align.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.
en_4939	He studied water purification and had a great thirst for knowledge.
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.
en_4959	Old blasting technicians never die, they just lose their spark.
en_4969	A mechanic who was also a musician was good at tuning things.
en_4980	Two snakes parted, and one said, 'fangs for the memories'.
en_4981	Pharmacists find their work to be very encapsulating.
en_4989	I'm glad I know sign language, it's pretty handy.
en_4991	Workers in an upholstery business demanded a wage hike to cushion the high cost of living.
en_4995	In the dark? Follow the son.
en_5000	For meat some people eat lamb and mutton else.
en_5017	Pipe fitters often have high pressure jobs.
en_5021	Two surgeons were joking about sutures and had each other in stitches.
en_5023	Some people who cut hair can be quite barbarous.
en_5030	My name is Belle. I play the carillon.
en_5033	"I think I've broken my leg," he reported lamely.
en_5038	"It's where we store the hay," he said loftily.
en_5050	You decide what kind of light bulbs to buy by a process of illumination.
en_5053	My name is Avery. I raise birds.
en_5063	He always called his girlfriend his 'luck'. Until he decided to push his luck.
en_5090	"I couldn't believe there were 527, 986 bees in the swarm!" he recounted.
en_5091	A clean thief always makes a stainless steal.
en_5098	He put bug spray on his watch to get rid of the ticks.
en_5106	Studying fungus is a way to mold young minds.
en_5108	I just finished reading Newton's Principia Mathematica, and found much of it to be rather derivative.
en_511	Doctor, Doctor My little boy has just swallowed a roll of film!-Hmmmm. Let's hope nothing develops. Next.
en_5111	"I have eight children," he said, apparently.
en_5114	7 days without prayer makes 1 weak
en_5120	Winning candy as a prize is always a sweet victory.
en_5121	She was only an Archer's daughter, but to all the men she was the target.
en_5124	A thief fell and broke his leg in wet cement. He became a hardened criminal.
en_5129	I walked past a gang of youths yesterday and one of them threw a piece of cheese at me, which hit me on the back of the head. I turned round and shouted," That's not very mature!"
en_5158	"We have no oranges," he said fruitlessly.
en_5159	The man loved a good play on words but his wife couldn't stand the punishment.
en_5164	Two cooks disagreed but decided to hash it over.
en_5165	The embarrassed news anchor was bright red, but he nor the television monitor was appropriately phased.
en_5167	I'll tempt Adam tonight, she said evilly.
en_5172	Those who hate classical music have my symphony.
en_5180	Old teachers never die, they just grade away
en_5182	The builders of raceways believe that one good turn deserves another.
en_5189	When my camera fell in the toffee I was making, I got a very candied picture.
en_519	He stomped on his old watch because he had time to kill.
en_5205	Many people think that Edgar Allan Poe was a raven madman.
en_5217	An elephant's opinion carries a lot of weight.
en_5219	Before he was hired as a short order cook they grilled him.
en_5220	After a cold winter, will deciduous trees be releaved?
en_5231	"Congratulations; you graduated," he said diplomatically.
en_5239	Old electricians never die, they just do it until it Hz.
en_5241	My family scoffed when I had a divine inspiration I'd get rich selling my "Beets Brule," but after I made my first million, they had to admit I made quite a prophet.
en_5242	The shy stripper couldn't bare it on stage.
en_5243	Pencils could be made with erasers at both ends, but what would be the point?
en_5244	Long fairy tales have a tendency to dragon.
en_5247	A man brought his retriever to the vet for some tests and had to pay a lab fee.
en_5248	"I have to keep this fire alight," he bellowed.
en_5261	A young corporal dislocated his arm during a battle but kept going. You could say he was shouldering on.
en_5263	I was against the construction of tennis courts in the park as I thought they would cause too much racket.
en_527	Cowboys in a rodeo can be sure to get a few bucks.
en_5278	A flute teacher is a tutor.
en_5286	Have you ever heard of an honest cheetah?
en_5291	The math professor went crazy with the blackboard. He did a number on it.
en_5295	She was only a Grape picker's daughter, but she was somewhat of a winer.
en_5300	Old door framers never die, they just become unhinged.
en_5309	Old kentucky fried chicken franchisers never die, they just chicken out.
en_5324	Her decision to take up rock climbing was precipitous to say the least.
en_5331	Those who build roofs are so inclined.
en_5339	The winter drive-by shooting was a slay ride.
en_5343	The inventor of chewing gum soon bubbled his money.
en_5356	She was only a Globetrotter's daughter, but she manages to get around.
en_5357	He was a Red Cross donor until he went out of circulation.
en_5366	She was small, slender with doe like eyes. "Oh, my deer," he whispered.
en_5374	"I have to fix the car," he said mechanically.
en_5378	An archaeologist's career ended in ruins.
en_5399	My name is Sly. I'm a detective.
en_5403	I crossed a cell phone with a skunk, and now the service stinks.
en_541	It's just like a cowboy to stirrup trouble.
en_5415	The man leaned on the printer cartridge because he wanted to tone up his abs.
en_5428	When the woman got paid for being in a study at the sleep clinic, she said it was her dream job.
en_5434	Old quilters never die, they just go under cover.
en_544	We should make a beer commercial. It sounds simply intoxicating.
en_5440	Old hikers never die they just get the boot.
en_5447	I think Santa has riverfront property in Brazil. All our presents came from Amazon this year.
en_5455	A bird with a headache might just migrane south.
en_5463	Success comes in cans, failure comes in cant’s
en_5467	The man brought an umbrella with him into the ice cream store because he heard there was a chance of sprinkles.
en_5469	The railway constructions are on track.
en_5473	A church fair is a bazaar experience.
en_5480	The environmentalist rode his bike 20 miles in the morning and 20 more in the evening. He loved recycling.
en_5481	There was a massive outcry against the plan to build a power line across a nature preserve. The public couldn't bear the tension.
en_5482	If jokes could be owned like land, then no good pun would go undeeded.
en_5487	Faraday was charged up with the idea.
en_5493	"Yes, I have been reading Voltaire," he admitted candidly.
en_5495	"I've been listening to the Brandenburg Concertos," he barked.
en_5502	"I'll take the girl to the dance," he promised.
en_5504	The surgeon really did not know how to perform quick surgeries on insects, but he did one on the fly.
en_5507	For a dishonest employee: He's an unbelievable worker.
en_5513	'Sweeney Todd' is a good source of sheer terror.
en_5517	My name is Sandy. I'm a lifeguard.
en_5518	When I phoned my friend yesterday we mainly talked about the weather and our upcomimg exams, and we both agreed that the poring was sickening.
en_5520	The correct formula for concrete is worthwhile to cement in your mind.
en_5526	Her exam was on the human skeleton, so she decided to bone up.
en_553	In a surfing competition the winner got wave reviews.
en_5542	A waiter who played tennis was great at serving.
en_5547	"The doctors had to remove a bone from my arm," he said humorlessly.
en_5552	When he fell in the wet concrete he left a bad impression.
en_5556	Have you heard the joke about the bomb? It had no impact.
en_5570	'Because' is a word to the whys.
en_5586	The thief had a bold plan. He figured he could carry it off.
en_5588	"I'm the butcher's assistant," he said cuttingly.
en_5598	I wonder how much an anagram weighs?
en_5602	Old gossips never die they just lose their confidants
en_5607	Dentists on death fill their last cavity.
en_5611	The bicycle salesman had broken his ankle and was, alas, unable to pedal his wares.
en_5614	"Don't add too much water," he said with great concentration.
en_5616	Russia was slow to recover after WW2 because it kept Stalin around.
en_5618	Junior loved being a member of the wrestling team even though he was prone to lose.
en_5619	"I can take photographs if I want to!" he snapped.
en_5620	Our garden hose was damaged yesterday, and I couldn't get to the leek without getting wet.
en_5621	The state funeral remains to be seen.
en_5622	The inventor of glass decided to see it through.
en_5628	The old doctors practice of bloodletting was all in vein.
en_5632	My new expensive vacuum cleaner really sucked.
en_5633	My friend's bakery burned down last night. Now his business is toast.
en_5634	Old forgers never die, they just leave no trace.
en_5638	A bank manager who was also a high jumper spent most of his time in the vault.
en_5642	When the glassblower inhaled he got a pane in the stomach.
en_5648	The weatherman who forecasted snow in July was a bit of a flake.
en_5649	"This looks like the fruit of the blackthorn," he said slowly.
en_5652	Acupuncture: a jab well done.
en_5653	The little green men told me it was the Dog Star. I told them they can't be Sirius.
en_5662	They say curiosity killed the cat, and they weren't kitten.
en_5663	To write with a broken pencil is pointless.
en_5681	The only things sure for cab drivers are debt and taxis.
en_5684	The sergeant drank whiskey in order to be fortified in his position.
en_569	Musical mechanics always sing in parts.
en_5691	Everyday is a gift from god, that is why it is called the present
en_5727	We’ve got children’s church because we know how to kid around
en_5731	The star asked the sun why the moon was always up so late. Sun responded that it was just a phase.
en_5749	The race horse went lame early. It was the first out of its gait.
en_5770	When the orchard owner went to trial he was judged by a jury of his pears.
en_5771	He avoided funerals because he was not a mourning person.
en_5780	A woman who became queen considered it her crowning achievement.
en_5783	Old printers never die they're just not the type
en_5795	"This steamroller is amazing," he said flatteringly.
en_5797	"I must attend my flock," he said, sheepishly.
en_5798	A skunk fell in the river and stank to the bottom.
en_5799	A janitor with a broom in hand swept her off her feet.
en_5808	Geologists can be sedimental about their work.
en_5813	I used to be a banker but I lost interest
en_5818	Old presidents never die, they just go through their cabinets
en_5821	Today a truck hit my car. I wasn't hurt but I got the freight of my life.
en_5822	An illiterate fisherman was lost at c.
en_5825	People who like gold paint have a gilt complex.
en_5826	"Has my magazine arrived?" he asked periodically.
en_583	Do you ever get tired of sleeping?
en_5831	John Deere has just released its most powerful tractor yet. It is the torque of the town.
en_584	Gardeners like to plant their feet firmly.
en_5840	No matter how much you push the envelope, it'll still be stationery.
en_5845	I was arrested after my therapist suggested I take something for my kleptomania.
en_585	My name is Ham. I raise pigs
en_5853	Swimming instructors are always getting immersed in their work.
en_5854	Is coffee your daily grind?
en_5855	Convicts are committed people.
en_5860	Ohm resisted the idea at first.
en_5873	A pie went for an audition for a part in a play. The casting agent told him he performed well, but it was more of a sausage roll.
en_589	The overweight fighter pilot was grounded for violating the rules of engorgement.
en_5890	"I'd like to be a Chinese laborer," he said coolly.
en_5899	Two cheerleaders got married after they met by chants.
en_5903	A men's wear store has opening and clothing times.
en_5906	I like the latest horror movie so much that I've arranged a private screaming.
en_5911	Some foolish people gain by experience many perils of wisdom.
en_5919	Did you hear about the guy whose whole left side was cut off? He's all right now.
en_5930	She was so thrifty she could smell a bargain a mall away.
en_594	The snowstorm arrived at a fortuitous moment. It was white on time.
en_5942	If children were allowed to dig for coal, would they still be miners?
en_5949	"Be still my hart" she murmured, thinking how magnificent and stag-like he was.
en_5964	There is nothing worse for a performer than an audience of drunks and their boos.
en_5968	Lightning storms can be very striking.
en_5981	The two inventors of the radio were on the same wavelength.
en_5983	The stress of having his beloved pet bunny die caused a man to go bald. He was very upset about losing his hare.
en_5988	A locksmith has to have a good Combination of skills.
en_600	"Would you like some soda?" he asked caustically.
en_6006	I phoned the zoo but the lion was busy.
en_602	"I can do an excellent impression of Sinatra," he said, being perfectly frank.
en_6021	They built a tree house together but then had a falling out.
en_6027	Old psychiatrists never die, they just shrink away.
en_6031	I wondered why my geometry class was always tired. They were all out of shape.
en_6032	A doctor who became a bartender was always giving out shots!
en_6033	Old deans never die they just lose their faculties.
en_606	"Look at those tall flowers," he said gladly.
en_6083	You'll never conquer me, Goliath said stonily.
en_6088	A computer program attached to an electric chair would have to have its execution checked carefully.
en_6101	Pills with long names can be quite a mouthful.
en_6106	Old electricians never die, they just get discharged.
en_6108	Beautifully manicured lawns are highly sod after.
en_6109	We welcome you with open psalms.
en_6110	Two companies that made shoelaces had common ties.
en_6121	The carpenter was well-known for nailing his work.
en_6122	New legislation forbids anyone but Santa's family dressing up as him, and you must be named in the related clauses.
en_6134	"The door's ajar," he said openly.
en_6136	The math professor liked even numbers, but only the odd one.
en_6138	One evening King Arthur's men discovered Sir Lancelot's moonshine whiskey operation and shattered the still of the knight.
en_6140	Old tree surgeons never die, they just take a final bough.
en_6143	Coaches usually have a goal in mind.
en_6144	When a thief stole several volumes from the library he was quickly booked.
en_6153	Old mechanics never die they just retire
en_6155	The chickens were distraught when the tornado destroyed their home. Hopefully they will be able to recoup.
en_6159	An old lady once asked the dispatcher of a local trucking company if they could ship an antique mirror to her sister in Toronto. The dispatcher says, 'I don't know madam, I'd have to look into it first'.
en_6161	Camille relocated to Little Italy: They made her a cougher; she couldn't refuse
en_6162	"I didn't look at all!" he peeped.
en_6166	One day my friend asked me, how do you take such good care of your saxophone. I responded with tenor, love and care.
en_6171	Old butchers never die, they only meat their fate.
en_6173	The intelligent entrepreneur's idea for designing catapults meant that his boss was completely thrown.
en_6174	An undertaker can be one of your best friends, he is always the last one to let you down.
en_6180	"I can see through the window," he said stiltedly.
en_6182	The owner of the hair salon had to make cuts on his staff.
en_6183	The tongue weighs very little, but few people can hold it.
en_6195	Some diets cause a gut reaction.
en_6198	Sign on an electrician's truck: Let us remove your shorts.
en_6199	If you get sick at the airport it could be a terminal illness.
en_620	I once worked at a factory that made boat paddles. The starting pay was ten dollars an oar.
en_6201	A pop singer bought a new house for a song.
en_6206	Children can do some knotty things with string.
en_6210	Scientists studying the sun have a flare for research.
en_6218	A circus lion won't eat clowns because they taste funny.
en_622	My sofa was repaired, but I was surprised to find an item on the bill for upholstery tacks.
en_6222	The vendor at the Arab market resented how I haggled and told me to take a haik.
en_6240	My name is John. I'm a plumber
en_6244	His affection for her was more than a passion interest.
en_6247	Throughout the centuries, the Buddhist herdsmen of Peru have followed their lamas religiously.
en_6249	I took up teaching fencing as I wanted my students to get the point.
en_6252	"This movie will be very popular," he projected.
en_6256	I couldn't stand to be without my legs.
en_6270	He is an excellent soup maker. You might say he is consomme professional.
en_6275	"I'll never give up my hounds!" he said doggedly.
en_6276	"For what we are about to receive, may the Lord make us truly thankful," he said gracefully.
en_6281	What you can buy for a dollar these days is absolute noncents.
en_6283	I'm going to be discussing global warming next week, it's quite a heated topic.
en_6285	To earn an A in "Sewing with Burlap," you really have to know the coarse material.
en_631	A streaker was found dead this morning. Police say the details are quite revealing.
en_6311	Water leaking through wallboard is usually a ceiling problem.
en_6319	After burning a batch of cookies a baker felt very crummy.
en_6320	If you leave alphabet soup on the stove and go out, it could spell disaster.
en_6330	The triglyph commented, 'It's friezing in here..
en_6338	"I make the armour out of chain links," he replied by mail.
en_6343	Pencil sharpeners have a tough life-they live off tips.
en_6345	The fish missed the call because he was stuck on the other line.
en_6347	I'm the presenter of the South Bank Show, Melvyn bragged.
en_6359	I always had wanted to know how ships really worked, and now I finally was going to sea.
en_6365	Dry cleaners are often pressed for time.
en_6367	The percussionist was very good at analyzing symbols.
en_6375	Astronomers often have their own private viewpoints.
en_6384	Gallup and Harris are poller opposites.
en_6387	Old baseball players never die, they just go batty.
en_6395	If you sight a whale, it could be a fluke.
en_64	"Boy, I wish the elevator were working," he said, staring up to the top.
en_6402	A pirate with one hand often picked up the phone. He wanted to get off the hook.
en_6406	A ditch digger was entrenched in his career.
en_6411	Baseball players have to stay in line or they will be afoul of the rules.
en_6413	I'm a sap for tree jokes.
en_6414	"The sun is rising," he mourned.
en_6416	An unusual medical book is one which has no appendix.
en_6417	"I'm here-with a gift!" he said presently.
en_6425	VanDeGraaf charged his assistant to attend.
en_6436	So, how's the flower business going? Oh, it's blossoming quite nicely.
en_6441	The dervish had so much endurance, he set a new whirled record.
en_6443	"I'm just going to put these handcuffs on you," he said manically.
en_6448	Cryptographers make terrible drummers. They just sit there, fascinated by all the cymbals.
en_6460	I couldn't quite remember how to throw a boomerang, but eventually it came back to me.
en_6463	The Chinese chef maliciously dumped a hot broth with dumplings on an obnoxious customer. It was a wanton soup attack.
en_6469	Did you hear about the film editor at Hollywood who had a part-time job at a pizza parlor? He used to ask customers whether they wanted one splice or two.
en_6483	Before he sold Christmas trees, he got himself spruced up.
en_6488	Running around your yard for thousands of miles would be quite a feet.
en_6490	The cast, after the scene in the forest, took their boughs.
en_6499	Old writers never die, they just get erased.
en_65	Old locomotive engineers, never die, they just get derailed
en_6500	I got angry when my cell phone battery died. My counselor suggested I find an outlet.
en_6502	Old auto mechanics never die, they just become exhausted.
en_6504	As anyone who has ever lived in the area can tell you, life is different in Montana. Since golf courses are often placed in areas ideal for hunting, most golfers carry a hunting rifle in their golf bag and when the opportunity presents itself combine their two favorite pastimes. Recently one such sportsman got lost and had to stop for directions asking," Which way to the lynx."
en_6506	A bunch of robins followed the priest wherever he went. Birds of a father flock together.
en_6507	Taxidermists really know their stuff.
en_6508	For a chemist disappointed in an experiment the reaction was on his face.
en_6509	Although he perfected his comic routines on the mainland, his best audiences were in the aisles.
