id_en	en	fr	text_fr	text_clean
en_2578	The first duck wouldn't go in the water. The other duck said ''What are you, chicken?''.	Le premier canard refusait d'aller dans l'eau. L'autre lui "Vas-y donc, espèce de poule mouillée !"	Le premier canard refusait d'aller dans l'eau. L'autre lui "Vas-y donc, espèce de poule mouillée !"	Le premier canard refusait d'aller dans l'eau. L'autre lui "Vas-y donc, espèce de poule mouillée !"
en_2578	The first duck wouldn't go in the water. The other duck said ''What are you, chicken?''.	Le premier poussin n'osait pas entrer dans l'eau. Les autres lui dirent "arrête de faire ta poule mouillée !".	Le premier poussin n'osait pas entrer dans l'eau. Les autres lui dirent "arrête de faire ta poule mouillée !".	Le premier poussin n'osait pas entrer dans l'eau. Les autres lui dirent "arrête de faire ta poule mouillée !".
en_2578	The first duck wouldn't go in the water. The other duck said ''What are you, chicken?''.	Un canard refusait de se mettre à l'eau. Un autre lui dit "Qu'est-ce que t'as poule mouillée ?"	Un canard refusait de se mettre à l'eau. Un autre lui dit "Qu'est-ce que t'as poule mouillée ?"	Un canard refusait de se mettre à l'eau. Un autre lui dit "Qu'est-ce que t'as poule mouillée ?"
en_2578	The first duck wouldn't go in the water. The other duck said ''What are you, chicken?''.	C’est un canard qui ne voulait pas entrer dans l’eau. Il s’est fait traiter de poule mouillée.	C’est un canard qui ne voulait pas entrer dans l’eau. Il s’est fait traiter de poule mouillée.	C’est un canard qui ne voulait pas entrer dans l’eau. Il s’est fait traiter de poule mouillée.
en_258	Diets are for people who are thick and tired of it all.	Les régimes, c'est pour les gens qui en ont gros.	Les régimes, c'est pour les gens qui en ont gros.	Les régimes, c'est pour les gens qui en ont gros.
en_258	Diets are for people who are thick and tired of it all.	Les régimes, c'est bon pour les gens qui ont bavé des ronds de citron.	Les régimes, c'est bon pour les gens qui ont bavé des ronds de citron.	Les régimes, c'est bon pour les gens qui ont bavé des ronds de citron.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont pour ceux qui n'en pèsent plus.	Les régimes sont pour ceux qui n'en pèsent plus.	Les régimes sont pour ceux qui n'en pèsent plus.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont faits pour les gens forts et qui en ont marre de l’être.	Les régimes sont faits pour les gens forts et qui en ont marre de l’être.	Les régimes sont faits pour les gens forts et qui en ont marre de l’être.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont pour les gens qui en ont gros sur la patate.	Les régimes sont pour les gens qui en ont gros sur la patate.	Les régimes sont pour les gens qui en ont gros sur la patate.
en_258	Diets are for people who are thick and tired of it all.	Le régime, c'est pour les gens qui en ont gras sur le cœur.	Le régime, c'est pour les gens qui en ont gras sur le cœur.	Le régime, c'est pour les gens qui en ont gras sur le cœur.
en_258	Diets are for people who are thick and tired of it all.	Certaines diètes sont dignes de vrais régimes totalitaires.	Certaines diètes sont dignes de vrais régimes totalitaires.	Certaines diètes sont dignes de vrais régimes totalitaires.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont faits pour ceux qui en ont gros sur la patate	Les régimes sont faits pour ceux qui en ont gros sur la patate	Les régimes sont faits pour ceux qui en ont gros sur la patate
en_258	Diets are for people who are thick and tired of it all.	Les buffets à volonté, moi ça me gave.	Les buffets à volonté, moi ça me gave.	Les buffets à volonté, moi ça me gave.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont faits pour les gens qui ont en gros sur la patate.	Les régimes sont faits pour les gens qui ont en gros sur la patate.	Les régimes sont faits pour les gens qui ont en gros sur la patate.
en_258	Diets are for people who are thick and tired of it all.	" J’en ai gros sur la patate ! - Essaie ce nouveau régime. "	" J’en ai gros sur la patate ! - Essaie ce nouveau régime. "	" J’en ai gros sur la patate ! - Essaie ce nouveau régime. "
en_258	Diets are for people who are thick and tired of it all.	Le régime, c'est pour les gens qui en ont ras-le-bol de tout.	Le régime, c'est pour les gens qui en ont ras-le-bol de tout.	Le régime, c'est pour les gens qui en ont ras-le-bol de tout.
en_258	Diets are for people who are thick and tired of it all.	les régimes aident ceux qui ont en gros sur le cœur.	les régimes aident ceux qui ont en gros sur le cœur.	les régimes aident ceux qui ont en gros sur le cœur.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont faits pour ceux qui ne peuvent plus supporter leur poids.	Les régimes sont faits pour ceux qui ne peuvent plus supporter leur poids.	Les régimes sont faits pour ceux qui ne peuvent plus supporter leur poids.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont faits pour les personnes qui en ont gros sur la patate.	Les régimes sont faits pour les personnes qui en ont gros sur la patate.	Les régimes sont faits pour les personnes qui en ont gros sur la patate.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont faits pour ceux qui en ont gros sur la patate.	Les régimes sont faits pour ceux qui en ont gros sur la patate.	Les régimes sont faits pour ceux qui en ont gros sur la patate.
en_258	Diets are for people who are thick and tired of it all.	Pour suivre un régime, il faut une grosse motivation et de minces excuses.	Pour suivre un régime, il faut une grosse motivation et de minces excuses.	Pour suivre un régime, il faut une grosse motivation et de minces excuses.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sont pour les gens qui ont lard de s'en préoccuper.	Les régimes sont pour les gens qui ont lard de s'en préoccuper.	Les régimes sont pour les gens qui ont lard de s'en préoccuper.
en_258	Diets are for people who are thick and tired of it all.	Les régimes, c’est pour ceux qui en ont gros.	Les régimes, c’est pour ceux qui en ont gros.	Les régimes, c’est pour ceux qui en ont gros.
en_258	Diets are for people who are thick and tired of it all.	Les régimes sans gluten sont pour les gens allergiques obèse-personne.	Les régimes sans gluten sont pour les gens allergiques obèse-personne.	Les régimes sans gluten sont pour les gens allergiques obèse-personne.
en_258	Diets are for people who are thick and tired of it all.	Les régimes, c'est pour les gens qui en ont plein le bol.	Les régimes, c'est pour les gens qui en ont plein le bol.	Les régimes, c'est pour les gens qui en ont plein le bol.
en_2585	When asked whether or not I was bilingual, I was about to say I knew sign language, but I figured it was sort of a mute point.	Lorsqu'on m'a demandé si j'étais bilingue ou non, j'étais sur le point de répondre que je connaissais le langage des signes, mais je me suis dit que c'était un point de détail.	Lorsqu'on m'a demandé si j'étais bilingue ou non, j'étais sur le point de répondre que je connaissais le langage des signes, mais je me suis dit que c'était un point de détail.	Lorsqu'on m'a demandé si j'étais bilingue ou non, j'étais sur le point de répondre que je connaissais le langage des signes, mais je me suis dit que c'était un point de détail.
en_2595	My name is Clarence, I specialize in end - of - season inventory closeout sales.	Je m'appelle Ovide. Je suis spécialisé dans les inventaires de liquidation.	Je m'appelle Ovide. Je suis spécialisé dans les inventaires de liquidation.	Je m'appelle Ovide. Je suis spécialisé dans les inventaires de liquidation.
en_2595	My name is Clarence, I specialize in end - of - season inventory closeout sales.	Je m’appelle Madeleine et je suis spécialisée dans la vente de gâteaux au détail.	Je m’appelle Madeleine et je suis spécialisée dans la vente de gâteaux au détail.	Je m’appelle Madeleine et je suis spécialisée dans la vente de gâteaux au détail.
en_2595	My name is Clarence, I specialize in end - of - season inventory closeout sales.	Je me présente: Monsieur Néanstoque, Jean Néanstoque. Je suis spécialisé dans les soldes.	Je me présente: Monsieur Néanstoque, Jean Néanstoque. Je suis spécialisé dans les soldes.	Je me présente: Monsieur Néanstoque, Jean Néanstoque. Je suis spécialisé dans les soldes.
en_2602	Smaller babies may be delivered by stork but the heavier ones need a crane.	Les bébés plus petits peuvent être livrés par des couleuvres, mais les bébés plus lourds ont besoin d'une grue.	Les bébés plus petits peuvent être livrés par des couleuvres, mais les bébés plus lourds ont besoin d'une grue.	Les bébés plus petits peuvent être livrés par des couleuvres, mais les bébés plus lourds ont besoin d'une grue.
en_2602	Smaller babies may be delivered by stork but the heavier ones need a crane.	Les bébés plus petits peuvent être livrés par cigogne, mais les plus lourds ont besoin d'une grue.	Les bébés plus petits peuvent être livrés par cigogne, mais les plus lourds ont besoin d'une grue.	Les bébés plus petits peuvent être livrés par cigogne, mais les plus lourds ont besoin d'une grue.
en_2602	Smaller babies may be delivered by stork but the heavier ones need a crane.	Les petits bébés peuvent être mis au monde par une cigogne, mais les plus lourds ont besoin d'une grue.	Les petits bébés peuvent être mis au monde par une cigogne, mais les plus lourds ont besoin d'une grue.	Les petits bébés peuvent être mis au monde par une cigogne, mais les plus lourds ont besoin d'une grue.
en_2602	Smaller babies may be delivered by stork but the heavier ones need a crane.	La cigogne livre les bébés les plus légers, et la grue livre les plus lourds.	La cigogne livre les bébés les plus légers, et la grue livre les plus lourds.	La cigogne livre les bébés les plus légers, et la grue livre les plus lourds.
en_2602	Smaller babies may be delivered by stork but the heavier ones need a crane.	Les cigognes s'occupent des bébés les plus petits et les grues des bébés les plus gros.	Les cigognes s'occupent des bébés les plus petits et les grues des bébés les plus gros.	Les cigognes s'occupent des bébés les plus petits et les grues des bébés les plus gros.
en_2606	When priests have a good idea they are supposed to parish the thought.	Quand les prêtres ont fini de lire le journal, est -ce qu'ils sont supposés proclamer les bonnes nouvelles?	Quand les prêtres ont fini de lire le journal, est -ce qu'ils sont supposés proclamer les bonnes nouvelles?	Quand les prêtres ont fini de lire le journal, est -ce qu'ils sont supposés proclamer les bonnes nouvelles?
en_2606	When priests have a good idea they are supposed to parish the thought.	Chaque fois que les prêtres ont une idée originale, on leur demande de l’enterrer.	Chaque fois que les prêtres ont une idée originale, on leur demande de l’enterrer.	Chaque fois que les prêtres ont une idée originale, on leur demande de l’enterrer.
en_2606	When priests have a good idea they are supposed to parish the thought.	Quand les prêtres ont une bonne idée, ma foi, il doivent la soutanir.	Quand les prêtres ont une bonne idée, ma foi, il doivent la soutanir.	Quand les prêtres ont une bonne idée, ma foi, il doivent la soutanir.
en_2614	OLD MOONSHINERS never die, they just keep still.	Les trafiquants d'alcool ne meurent pas, disent-ils.	Les trafiquants d'alcool ne meurent pas, disent-ils.	Les trafiquants d'alcool ne meurent pas, disent-ils.
en_2614	OLD MOONSHINERS never die, they just keep still.	Un bouilleur de cru ne meurt jamais, seulement, son raisonnement devient de plus en plus alambiqué	Un bouilleur de cru ne meurt jamais, seulement, son raisonnement devient de plus en plus alambiqué	Un bouilleur de cru ne meurt jamais, seulement, son raisonnement devient de plus en plus alambiqué
en_2614	OLD MOONSHINERS never die, they just keep still.	Les vieux bouilleurs de cru ne meurent jamais, ils se liquéfient simplement.	Les vieux bouilleurs de cru ne meurent jamais, ils se liquéfient simplement.	Les vieux bouilleurs de cru ne meurent jamais, ils se liquéfient simplement.
en_2616	Shopaholics never die, they just sale away.	Les accrocs au shopping ne meurent jamais, ils finissent seulement en solde.	Les accrocs au shopping ne meurent jamais, ils finissent seulement en solde.	Les accrocs au shopping ne meurent jamais, ils finissent seulement en solde.
en_2616	Shopaholics never die, they just sale away.	Les addicts du shopping ne meurent jamais, ils souffrent de différentes ruptures.	Les addicts du shopping ne meurent jamais, ils souffrent de différentes ruptures.	Les addicts du shopping ne meurent jamais, ils souffrent de différentes ruptures.
en_2616	Shopaholics never die, they just sale away.	Les accros du shopping ne meurent pas, ils partent à l'a-vente-ure.	Les accros du shopping ne meurent pas, ils partent à l'a-vente-ure.	Les accros du shopping ne meurent pas, ils partent à l'a-vente-ure.
en_262	The mad scientist in the old castle had a strange secret – but he kept it under his bat.	Tout le monde connaissait ce savant fou qui sortait en ville couvert d'un chapeau hanté.	Tout le monde connaissait ce savant fou qui sortait en ville couvert d'un chapeau hanté.	Tout le monde connaissait ce savant fou qui sortait en ville couvert d'un chapeau hanté.
en_262	The mad scientist in the old castle had a strange secret – but he kept it under his bat.	Le savant fou dans son vieux château a un mystérieux secret… et il ne l’a toujours pas sorti de son château.	Le savant fou dans son vieux château a un mystérieux secret… et il ne l’a toujours pas sorti de son château.	Le savant fou dans son vieux château a un mystérieux secret… et il ne l’a toujours pas sorti de son château.
en_262	The mad scientist in the old castle had a strange secret – but he kept it under his bat.	Le savant fou qui habitait le vieux chateau cachait un secret sous son chapeau: un crâne chauve-souris.	Le savant fou qui habitait le vieux chateau cachait un secret sous son chapeau: un crâne chauve-souris.	Le savant fou qui habitait le vieux chateau cachait un secret sous son chapeau: un crâne chauve-souris.
en_2622	OLD TRAIN ENGINEERS never die, they just get derailed.	Les vieux engins de formation ne meurent jamais, ils sont juste déraillés.	Les vieux engins de formation ne meurent jamais, ils sont juste déraillés.	Les vieux engins de formation ne meurent jamais, ils sont juste déraillés.
en_2622	OLD TRAIN ENGINEERS never die, they just get derailed.	Les vieux ingénieurs du train ne meurent jamais, ils déraillent juste.	Les vieux ingénieurs du train ne meurent jamais, ils déraillent juste.	Les vieux ingénieurs du train ne meurent jamais, ils déraillent juste.
en_2622	OLD TRAIN ENGINEERS never die, they just get derailed.	Les vieux mécaniciens de train ne meurent jamais, seulement, ils sont déraillés.	Les vieux mécaniciens de train ne meurent jamais, seulement, ils sont déraillés.	Les vieux mécaniciens de train ne meurent jamais, seulement, ils sont déraillés.
en_2622	OLD TRAIN ENGINEERS never die, they just get derailed.	Les vieux concepteurs de trains ne meurent jamais, ils sont juste déraillés.	Les vieux concepteurs de trains ne meurent jamais, ils sont juste déraillés.	Les vieux concepteurs de trains ne meurent jamais, ils sont juste déraillés.
en_2626	After getting pranked by his friends and getting hit with a basket, Aron knew they had a wickerd sense of humour.	Après s'être fait farfeluer par ses amis et avoir été frappé avec un panier, Aron savait qu'ils avaient un sens de l'humour en osier.	Après s'être fait farfeluer par ses amis et avoir été frappé avec un panier, Aron savait qu'ils avaient un sens de l'humour en osier.	Après s'être fait farfeluer par ses amis et avoir été frappé avec un panier, Aron savait qu'ils avaient un sens de l'humour en osier.
en_2630	Early nuclear experimenters discovered an element of surprise.	Les pionniers nucléaires ont découvert un élément de surprise.	Les pionniers nucléaires ont découvert un élément de surprise.	Les pionniers nucléaires ont découvert un élément de surprise.
en_2630	Early nuclear experimenters discovered an element of surprise.	Les premiers expérimentateurs nucléaires ont découvert un élément de surprise.	Les premiers expérimentateurs nucléaires ont découvert un élément de surprise.	Les premiers expérimentateurs nucléaires ont découvert un élément de surprise.
en_2632	When some coins fell into the batter it turned out to be a rich cake.	Quand des pièces de monnaie sont tombées dans la pâte, c'est un gâteau riche.	Quand des pièces de monnaie sont tombées dans la pâte, c'est un gâteau riche.	Quand des pièces de monnaie sont tombées dans la pâte, c'est un gâteau riche.
en_2632	When some coins fell into the batter it turned out to be a rich cake.	Lorsque des pièces de monnaie sont tombées dans la pâte, il s'est avéré que le gâteau était riche.	Lorsque des pièces de monnaie sont tombées dans la pâte, il s'est avéré que le gâteau était riche.	Lorsque des pièces de monnaie sont tombées dans la pâte, il s'est avéré que le gâteau était riche.
en_2632	When some coins fell into the batter it turned out to be a rich cake.	Quand certaines pièces sont tombées dans la pâte, il s'est avéré être un gâteau riche.	Quand certaines pièces sont tombées dans la pâte, il s'est avéré être un gâteau riche.	Quand certaines pièces sont tombées dans la pâte, il s'est avéré être un gâteau riche.
en_2651	The math teacher was a good dancer - he had algorithm.	Le professeur de maths était un bon danseur - il avait un algorithme.	Le professeur de maths était un bon danseur - il avait un algorithme.	Le professeur de maths était un bon danseur - il avait un algorithme.
en_2651	The math teacher was a good dancer - he had algorithm.	Le prof de maths était un bon danseur - il avait un algorithme.	Le prof de maths était un bon danseur - il avait un algorithme.	Le prof de maths était un bon danseur - il avait un algorithme.
en_2651	The math teacher was a good dancer - he had algorithm.	Le professeur de maths était un bon danseur - il possédait un algorithme.	Le professeur de maths était un bon danseur - il possédait un algorithme.	Le professeur de maths était un bon danseur - il possédait un algorithme.
en_2651	The math teacher was a good dancer - he had algorithm.	Le professeur de maths était un bon danseur - il possédait des algorithmes.	Le professeur de maths était un bon danseur - il possédait des algorithmes.	Le professeur de maths était un bon danseur - il possédait des algorithmes.
en_2662	There was a sign on the lawn at a drug re - hab center that said 'Keep off the Grass'.	Il y avait un panneau sur la pelouse dans un centre de traitement de la drogue qui disait : « Ne vous approchez pas de l'herbe ».	Il y avait un panneau sur la pelouse dans un centre de traitement de la drogue qui disait : « Ne vous approchez pas de l'herbe ».	Il y avait un panneau sur la pelouse dans un centre de traitement de la drogue qui disait : « Ne vous approchez pas de l'herbe ».
en_2662	There was a sign on the lawn at a drug re - hab center that said 'Keep off the Grass'.	Il y avait un panneau sur la pelouse d'un centre de re - habillage de médicaments qui disait "Ne touchez pas à l'herbe".	Il y avait un panneau sur la pelouse d'un centre de re - habillage de médicaments qui disait "Ne touchez pas à l'herbe".	Il y avait un panneau sur la pelouse d'un centre de re - habillage de médicaments qui disait "Ne touchez pas à l'herbe".
en_2664	OLD BREAD MEN never die, they just lose their dough.	Les vieux boulangers ne meurent jamais, ils ne sont juste plus très fougasses.	Les vieux boulangers ne meurent jamais, ils ne sont juste plus très fougasses.	Les vieux boulangers ne meurent jamais, ils ne sont juste plus très fougasses.
en_2664	OLD BREAD MEN never die, they just lose their dough.	LES VIEUX HOMMES DE PAIN ne meurent jamais, ils perdent juste leur pâte.	LES VIEUX HOMMES DE PAIN ne meurent jamais, ils perdent juste leur pâte.	LES VIEUX HOMMES DE PAIN ne meurent jamais, ils perdent juste leur pâte.
en_2664	OLD BREAD MEN never die, they just lose their dough.	Les vieux boulangers ne meurent jamais, ils arrêtent juste de gagner leur croute.	Les vieux boulangers ne meurent jamais, ils arrêtent juste de gagner leur croute.	Les vieux boulangers ne meurent jamais, ils arrêtent juste de gagner leur croute.
en_2664	OLD BREAD MEN never die, they just lose their dough.	Les vieux boulangers ne meurent jamais, ils perdent juste leur pâte.	Les vieux boulangers ne meurent jamais, ils perdent juste leur pâte.	Les vieux boulangers ne meurent jamais, ils perdent juste leur pâte.
en_2665	OLD PYROMANIACS never die, they just lose their spark	Les vieux pyromanes ne meurent pas, ils tentent de rallumer la flamme.	Les vieux pyromanes ne meurent pas, ils tentent de rallumer la flamme.	Les vieux pyromanes ne meurent pas, ils tentent de rallumer la flamme.
en_2665	OLD PYROMANIACS never die, they just lose their spark	Les vieux pyromanes ne meurent jamais, ils perdent juste leur étincelle.	Les vieux pyromanes ne meurent jamais, ils perdent juste leur étincelle.	Les vieux pyromanes ne meurent jamais, ils perdent juste leur étincelle.
en_2665	OLD PYROMANIACS never die, they just lose their spark	Les vieux pyromanes ne meurent jamais, ils perdent juste la flamme dans leurs regards.	Les vieux pyromanes ne meurent jamais, ils perdent juste la flamme dans leurs regards.	Les vieux pyromanes ne meurent jamais, ils perdent juste la flamme dans leurs regards.
en_2666	Two mining companies merged and became alloys.	Deux sociétés minières ont fusionné pour devenir des alliages.	Deux sociétés minières ont fusionné pour devenir des alliages.	Deux sociétés minières ont fusionné pour devenir des alliages.
en_2666	Two mining companies merged and became alloys.	Deux compagnies minières se sont fusionnées pour former des alliages.	Deux compagnies minières se sont fusionnées pour former des alliages.	Deux compagnies minières se sont fusionnées pour former des alliages.
en_2666	Two mining companies merged and became alloys.	Deux sociétés minières ont fusionné et sont devenues des alliages.	Deux sociétés minières ont fusionné et sont devenues des alliages.	Deux sociétés minières ont fusionné et sont devenues des alliages.
en_2666	Two mining companies merged and became alloys.	C'est deux entreprises d'exploitations minières ne s'appréciaient guères mais choisirent quand même de fusionner leurs activités. C'était un alliage de raison.	C'est deux entreprises d'exploitations minières ne s'appréciaient guères mais choisirent quand même de fusionner leurs activités. C'était un alliage de raison.	C'est deux entreprises d'exploitations minières ne s'appréciaient guères mais choisirent quand même de fusionner leurs activités. C'était un alliage de raison.
en_2666	Two mining companies merged and became alloys.	Deux sociétés minières ont décidé de fusionnés leurs forces et de former un alliage.	Deux sociétés minières ont décidé de fusionnés leurs forces et de former un alliage.	Deux sociétés minières ont décidé de fusionnés leurs forces et de former un alliage.
en_2666	Two mining companies merged and became alloys.	Deux compagnies minières ont fusionnées et fait alliage.	Deux compagnies minières ont fusionnées et fait alliage.	Deux compagnies minières ont fusionnées et fait alliage.
en_2666	Two mining companies merged and became alloys.	Deux usines de métal ont fusionné. Les locaux ont fière ALUre.	Deux usines de métal ont fusionné. Les locaux ont fière ALUre.	Deux usines de métal ont fusionné. Les locaux ont fière ALUre.
en_2667	My friend came around for dinner. We ate for 20 minutes, then he fainted again.	J'ai invité mon ami à dîner. On a mangé pendant 20 minutes puis il s'est évanoui à nouveau.	J'ai invité mon ami à dîner. On a mangé pendant 20 minutes puis il s'est évanoui à nouveau.	J'ai invité mon ami à dîner. On a mangé pendant 20 minutes puis il s'est évanoui à nouveau.
en_2676	People who make necklaces may get beady eyes.	Certains chats ont des yeux persans.	Certains chats ont des yeux persans.	Certains chats ont des yeux persans.
en_2686	Victims of bad construction in the orient are 'bamboozled'.	En Asie, un vice de construction est un véritable coup de bambou pour les victimes.	En Asie, un vice de construction est un véritable coup de bambou pour les victimes.	En Asie, un vice de construction est un véritable coup de bambou pour les victimes.
en_2686	Victims of bad construction in the orient are 'bamboozled'.	En s'approchant du pôle magnétique, il s'est retrouvé déboussolé	En s'approchant du pôle magnétique, il s'est retrouvé déboussolé	En s'approchant du pôle magnétique, il s'est retrouvé déboussolé
en_2705	Whenever the nurses have a bad day they just keep needling people.	Quand les infirmières ont une mauvaise journée, elles continuent à aiguillonner les gens.	Quand les infirmières ont une mauvaise journée, elles continuent à aiguillonner les gens.	Quand les infirmières ont une mauvaise journée, elles continuent à aiguillonner les gens.
en_2712	His wife loved pottery making but for him it was just kiln time.	Sa femme adorait la poterie, mais pour lui c'était juste grès chiant.	Sa femme adorait la poterie, mais pour lui c'était juste grès chiant.	Sa femme adorait la poterie, mais pour lui c'était juste grès chiant.
en_2714	Pray up in advance.	Je n'ai pas assez de sous pour acheter l'église ! - Ne vous en faites pas, vous pouvez prier en trois fois.	Je n'ai pas assez de sous pour acheter l'église ! - Ne vous en faites pas, vous pouvez prier en trois fois.	Je n'ai pas assez de sous pour acheter l'église ! - Ne vous en faites pas, vous pouvez prier en trois fois.
en_2714	Pray up in advance.	Prier à l'avance.	Prier à l'avance.	Prier à l'avance.
en_2714	Pray up in advance.	Priez à l'avance.	Priez à l'avance.	Priez à l'avance.
en_2718	Old programmers never die, they just can't C as well.	Les vieux programmeurs ne meurent jamais, ils ont bien trop Acer.	Les vieux programmeurs ne meurent jamais, ils ont bien trop Acer.	Les vieux programmeurs ne meurent jamais, ils ont bien trop Acer.
en_2719	Let's go to the gym and weight a while.	Allons à la salle de gym et prenons du poids un moment.	Allons à la salle de gym et prenons du poids un moment.	Allons à la salle de gym et prenons du poids un moment.
en_2719	Let's go to the gym and weight a while.	Allons à la salle de muscu poids-reauter un moment	Allons à la salle de muscu poids-reauter un moment	Allons à la salle de muscu poids-reauter un moment
en_2719	Let's go to the gym and weight a while.	On est parti de la salle de muscu pour nous déshaltèrer	On est parti de la salle de muscu pour nous déshaltèrer	On est parti de la salle de muscu pour nous déshaltèrer
en_2719	Let's go to the gym and weight a while.	Si toutes les machines sont prises, on attendra, ça ne se fait pas de pousser à la salle	Si toutes les machines sont prises, on attendra, ça ne se fait pas de pousser à la salle	Si toutes les machines sont prises, on attendra, ça ne se fait pas de pousser à la salle
en_2719	Let's go to the gym and weight a while.	Prend rendez-vous chez le docteur et sois patient	Prend rendez-vous chez le docteur et sois patient	Prend rendez-vous chez le docteur et sois patient
en_2719	Let's go to the gym and weight a while.	On a qu'à poidsreauter devant l'entrée de la salle de sport.	On a qu'à poidsreauter devant l'entrée de la salle de sport.	On a qu'à poidsreauter devant l'entrée de la salle de sport.
en_2729	I went to prom with a broken leg. During the slow dances my date could tell that I had a crutch on her.	Je me suis cassé la cheville au bal de promo. Au moins ma partenaire de danse a compris que je craquais pour elle.	Je me suis cassé la cheville au bal de promo. Au moins ma partenaire de danse a compris que je craquais pour elle.	Je me suis cassé la cheville au bal de promo. Au moins ma partenaire de danse a compris que je craquais pour elle.
en_2735	Don’t let adversity get you down unless you are on your knees	Ne laisse pas l’adversité se mettre en travers de ton chemin surtout si tu es en train de conduire.	Ne laisse pas l’adversité se mettre en travers de ton chemin surtout si tu es en train de conduire.	Ne laisse pas l’adversité se mettre en travers de ton chemin surtout si tu es en train de conduire.
en_2736	OLD CARTOONISTS never die, they just draw their last breath.	Les vieux dessinateurs ne meurent jamais, ils croquissent la vie à pleine dent.	Les vieux dessinateurs ne meurent jamais, ils croquissent la vie à pleine dent.	Les vieux dessinateurs ne meurent jamais, ils croquissent la vie à pleine dent.
en_2739	For greeting card companies their fate is in the cards.	Pour les entreprises de cartes de vœux, leur destin est dans les cartes.	Pour les entreprises de cartes de vœux, leur destin est dans les cartes.	Pour les entreprises de cartes de vœux, leur destin est dans les cartes.
en_2739	For greeting card companies their fate is in the cards.	Pour les compagnies de cartes de vœux leur sort est dans les cartes.	Pour les compagnies de cartes de vœux leur sort est dans les cartes.	Pour les compagnies de cartes de vœux leur sort est dans les cartes.
en_2739	For greeting card companies their fate is in the cards.	Pour les compagnies de cartes de vux, leur sort est dans les cartes.	Pour les compagnies de cartes de vux, leur sort est dans les cartes.	Pour les compagnies de cartes de vux, leur sort est dans les cartes.
en_2740	He and his partner made knives, and they shared a cut.	Son partenaire et lui, fabriquaient des couteaux, et ils se partageaient le gâteau.	Son partenaire et lui, fabriquaient des couteaux, et ils se partageaient le gâteau.	Son partenaire et lui, fabriquaient des couteaux, et ils se partageaient le gâteau.
en_2740	He and his partner made knives, and they shared a cut.	Lui et sa partenaire étaient dans l'industrie des couteaux, ils ont partagé de manière éCOUTEAble.	Lui et sa partenaire étaient dans l'industrie des couteaux, ils ont partagé de manière éCOUTEAble.	Lui et sa partenaire étaient dans l'industrie des couteaux, ils ont partagé de manière éCOUTEAble.
en_2740	He and his partner made knives, and they shared a cut.	Elles s'étaient associées toutes les deux pour cette vente de couteaux, alors elles ont coupé la poire en deux.	Elles s'étaient associées toutes les deux pour cette vente de couteaux, alors elles ont coupé la poire en deux.	Elles s'étaient associées toutes les deux pour cette vente de couteaux, alors elles ont coupé la poire en deux.
en_2740	He and his partner made knives, and they shared a cut.	Ils étaient les deux patrons de leur fabrique de couteaux mais ils avaient du mal à trancher en cas de désaccord.	Ils étaient les deux patrons de leur fabrique de couteaux mais ils avaient du mal à trancher en cas de désaccord.	Ils étaient les deux patrons de leur fabrique de couteaux mais ils avaient du mal à trancher en cas de désaccord.
en_2746	If you burn the candle on both ends, you’re not as bright as you think.	Si vous brûlez la bougie aux deux extrémités, vous n'êtes pas aussi brillant que vous le pensez.	Si vous brûlez la bougie aux deux extrémités, vous n'êtes pas aussi brillant que vous le pensez.	Si vous brûlez la bougie aux deux extrémités, vous n'êtes pas aussi brillant que vous le pensez.
en_2746	If you burn the candle on both ends, you’re not as bright as you think.	Si vous brûlez la bougie par les deux bouts, vous n'êtes pas aussi brillant que vous le pensez.	Si vous brûlez la bougie par les deux bouts, vous n'êtes pas aussi brillant que vous le pensez.	Si vous brûlez la bougie par les deux bouts, vous n'êtes pas aussi brillant que vous le pensez.
en_2747	Let's all play an A, a C sharp, and an E, cried Tom's band with one accord.	Tom et son groupe se sont mis d’accord pour jouer un La, un Do dièse et un Mi majeur.	Tom et son groupe se sont mis d’accord pour jouer un La, un Do dièse et un Mi majeur.	Tom et son groupe se sont mis d’accord pour jouer un La, un Do dièse et un Mi majeur.
en_2747	Let's all play an A, a C sharp, and an E, cried Tom's band with one accord.	Jouons donc un la, un do dièse et un mi, s'écrie la bande de Tom de concert.	Jouons donc un la, un do dièse et un mi, s'écrie la bande de Tom de concert.	Jouons donc un la, un do dièse et un mi, s'écrie la bande de Tom de concert.
en_2747	Let's all play an A, a C sharp, and an E, cried Tom's band with one accord.	"Jouons un la, un do puis un mi" s'écrièrent les membres du groupe de Tom d'un seul chœur.	"Jouons un la, un do puis un mi" s'écrièrent les membres du groupe de Tom d'un seul chœur.	"Jouons un la, un do puis un mi" s'écrièrent les membres du groupe de Tom d'un seul chœur.
