id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
3170	The mass of a ship is measured in keelograms.				keelograms	homophonic	['kilograms', 'metric units', 'mass measurements']	['keels', 'ship bottoms', 'nautical structural units']	quillogrammes	['kilogrammes', 'unités métriques', 'mesures de masse']	['quilles', 'bas de navires', 'unités structurelles nautiques']	quillograms	['kilograms', 'metric units', 'measurements of mass']	['keels', 'bottoms of ships', 'nautical structural units']
3171	The massage which came with the spa treatment was a nice touch.				touch	homographic	['physical contact', 'stroke', 'palpation', 'pressure']	['gesture', 'detail', 'addition', 'element']	touche	['contact physique', 'caresse', 'palpation', 'pression']	['geste', 'détail', 'ajout', 'élément']	touch	['physical contact', 'caress', 'palpation', 'pressure']	['gesture', 'detail', 'addition', 'element']
3172	The math professor liked even numbers, but only the odd one.				odd	homographic	['uneven', 'not divisible by two']	['strange', 'unusual', 'occasional', 'singular']	impair	['inégal', 'non divisible par deux']	['étrange', 'inhabituel', 'occasionnel', 'singulier']	odd	['uneven', 'not divisible by two']	['strange', 'unusual', 'occasional', 'singular']
3173	The math professor went crazy with the blackboard. He did a number on it.				number	homographic	['digit', 'numeral', 'integer', 'mathematical figure']	['inflict damage', 'mess up', 'mistreat', 'work over']	nombre	['chiffre', 'numéral', 'entier', 'figure mathématique']	['infliger des dégâts', 'gâcher', 'maltraiter', 'corriger']	number	['digit', 'numeral', 'integer', 'mathematical figure']	['inflict damage', 'spoil', 'mistreat', 'correct']
3174	The math teacher was a good dancer-he had algorithm.				algorithm	homophonic	['computation', 'procedure', 'calculation', 'formula', 'set of rules']	['al-go-rhythm', 'tempo', 'beat', 'cadence', 'groove', 'musical timing']	algorithme	['calcul', 'procédure', 'calcul financier', 'formule', 'ensemble de règles']	['al-go-rythme', 'tempo', 'battement', 'cadence', 'groove', 'rythme musical']	algorithm	['calculation', 'procedure', 'financial calculation', 'formula', 'set of rules']	['al-go-rhythm', 'tempo', 'beat', 'cadence', 'groove', 'musical rhythm']
3175	The math teacher was hungry, but all she had to eat was a piece of pi.				pi	homophonic	['pie', 'pastry', 'tart', 'dessert', 'baked good']	['π', 'mathematical constant', '3.14159', 'ratio']	pi	['tarte', 'pâtisserie', 'tourte', 'dessert', 'produit de boulangerie']	['π', 'constante mathématique', '3.14159', 'rapport']	pi	['pie', 'pastry', 'tart', 'dessert', 'bakery product']	['π', 'mathematical constant', '3.14159', 'ratio']
3176	The mathematician worked at home because he only functioned in his domain.				domain	homographic	['home', 'territory', 'residence', 'dwelling']	['mathematical set', 'range of input', 'field of definition', 'sphere of influence']	domaine	['maison', 'territoire', 'résidence', 'demeure']	"['ensemble mathématique', ""plage d'entrée"", 'champ de définition', ""sphère d'influence""]"	domain	['house', 'territory', 'residence', 'dwelling']	['mathematical set', 'input range', 'domain of definition', 'sphere of influence']
3177	"The mathematics professor, lamenting his students' lackadaisical approach to trigonometry, sighed, ""It's a sine of the times."""				sine	homophonic	['trigonometric function', 'ratio', 'sine wave']	['sign', 'indication', 'symbol', 'omen', 'signal']	sinus	['fonction trigonométrique', 'rapport', 'onde sinusoïdale']	['signe', 'indication', 'symbole', 'présage', 'signal']	sine	['trigonometric function', 'ratio', 'sine wave']	['sign', 'indication', 'symbol', 'omen', 'signal']
3178	The maths teacher always arrives wearing an odd number.				number	homographic	['integer', 'digit', 'numeral']	['outfit', 'garment', 'dress']	numéro	['entier', 'chiffre', 'numéral']	['tenue', 'vêtement', 'robe']	number	['integer', 'digit', 'numeral']	['outfit', 'clothing', 'dress']
3179	The meat truck took a long time to deliver because of the Jerky ride.				Jerky	homographic	['bumpy', 'unsteady', 'jolt-filled', 'rough']	['dried meat', 'cured meat', 'beef snacks']	Saccadé	['chaotique', 'instable', 'mouvement brusque', 'rude']	['viande séchée', 'viande fumée', 'bœuf séché']	Jerky	['chaotic', 'unstable', 'abrupt movement', 'rough']	['dried meat', 'smoked meat', 'beef jerky']
3180	The melody kept on playing until it became a strain.				strain	homographic	['melody', 'tune', 'song', 'air']	['burden', 'stress', 'pressure', 'exertion']	tension	['mélodie', 'air', 'chant', 'ton']	['fardeau', 'stress', 'pression', 'effort']	stress	['melody', 'air', 'song', 'tone']	['burden', 'stress', 'pressure', 'effort']
3181	The members of the oldest profession are not really lost women; they are just mislaid.				mislaid	homographic	['lost', 'misplaced', 'displaced', 'missing']	['sexually active', 'copulated', 'bedded', 'immoral']	égaré	['perdu', 'mal placé', 'déplacé', 'manquant']	['sexuellement actif', 'copulé', 'mis au lit', 'immoral']	mislaid	['lost', 'misplaced', 'displaced', 'missing']	['sexually active', 'copulated', 'put to bed', 'immoral']
3182	The model who joined the air force was a bombshell.				bombshell	homographic	['attractive woman', 'beauty', 'stunner', 'knockout']	['explosive weapon', 'artillery shell', 'missile', 'projectile']	bombe	['femme séduisante', 'beauté', 'canon', 'beauté fatale']	"['arme explosive', ""obus d'artillerie"", 'missile', 'projectile']"	bomb	['attractive woman', 'beauty', 'bombshell', 'femme fatale']	['explosive weapon', 'artillery shell', 'missile', 'projectile']
3183	The mortician was late for dinner because he was buried in his work.				buried	homographic	['interred', 'entombed', 'laid to rest']	['overwhelmed', 'engrossed', 'swamped']	enterré	['inhumé', 'enseveli', 'mis en terre']	['accablé', 'absorbé', 'débordé']	buried	['interred', 'entombed', 'placed in the ground']	['overwhelmed', 'absorbed', 'swamped']
3184	The most beautiful place you'll ever ski.				ski	homophonic	['glissade', 'slalom', 'snow-sport']	['see', 'witness', 'observe', 'behold']	ce qu'il	"['glissade', 'slalom', ""sport d'hiver""]"	['voir', 'témoigner', 'observer', 'contempler']	what he	['slide', 'slalom', 'winter sport']	['see', 'witness', 'observe', 'contemplate']
3185	The most popular operation for orthopaedic surgeons is upper-leg surgery: very hip.				hip	homographic	['body part', 'pelvis', 'coxa']	['trendy', 'cool', 'fashionable', 'modern']	hanche	['partie du corps', 'bassin', 'coxa']	['branché', 'cool', 'à la mode', 'moderne']	hip	['body part', 'pelvis', 'coxa']	['trendy', 'cool', 'fashionable', 'modern']
3186	The most popular operation for orthopaedic surgeons is upper-leg surgery: very hip.				hip	homographic	['pelvis', 'coxa', 'anatomical joint']	['trendy', 'cool', 'fashionable', 'stylish']	hanche	['bassin', 'coxa', 'articulation anatomique']	['branché', 'cool', 'à la mode', 'stylé']	hip	['pelvis', 'coxa', 'anatomical joint']	['trendy', 'cool', 'fashionable', 'stylish']
3187	The mother kangaroo tried to instill good financial habits in her baby. She told him to pocket all his allowance.				pocket	homographic	['save', 'retain', 'keep', 'appropriate']	['pouch', 'marsupium', 'internal bag', 'anatomical pocket']	poche	['garder', 'retenir', 'conserver', 'approprier']	['pochette', 'marsupium', 'sac interne', 'poche anatomique']	pocket	['keep', 'retain', 'conserve', 'appropriate']	['pouch', 'marsupium', 'internal bag', 'anatomical pocket']
3188	The movie about the mobile home was advertised with a trailer.				trailer	homographic	['preview', 'advertisement', 'teaser', 'commercial']	['mobile home', 'caravan', 'towed vehicle']	bande-annonce	['aperçu', 'publicité', 'teaser', 'réclame']	['mobile home', 'caravane', 'véhicule remorqué']	trailer	['preview', 'advertisement', 'teaser', 'commercial']	['mobile home', 'caravan', 'towed vehicle']
3189	The mushroom is a vegetable of high morel standing.				morel	homophonic	['edible fungi', 'mushroom', 'Morchellaceae']	['moral', 'ethical', 'principled', 'virtuous']	morille	['champignons comestibles', 'champignon', 'Morchellaceae']	['moral', 'éthique', 'intègre', 'vertueux']	morel	['edible mushrooms', 'mushroom', 'Morchellaceae']	['moral', 'ethical', 'honest', 'virtuous']
3190	The musician in jail was anxiously awaiting his next release.				release	homographic	['discharge', 'liberation', 'freedom', 'pardon']	['album', 'publication', 'launch', 'recording']	sortie	['décharge', 'libération', 'liberté', 'pardon']	['album', 'publication', 'lancement', 'enregistrement']	release	['discharge', 'liberation', 'freedom', 'pardon']	['album', 'publication', 'launch', 'recording']
3191	The new father of quintuplets could hardly believe his own census.				census	homophonic	['census', 'official count', 'population tally', 'enumeration']	['senses', 'perception', 'awareness', 'faculties', 'reason']	recensement	['recensement', 'comptage officiel', 'comptage de la population', 'énumération']	['sens', 'perception', 'conscience', 'facultés', 'raison']	census	['census', 'official count', 'population count', 'enumeration']	['senses', 'perception', 'awareness', 'faculties', 'reason']
3192	The new jail tunnel was a runaway success.				runaway	homographic	['successful', 'overwhelming', 'rapidly growing', 'uncontrolled']	['escape', 'fugitive', 'prison break', 'absconded']	fugue	['réussi', 'écrasant', 'croissance rapide', 'incontrôlé']	['évasion', 'fugitif', 'brise de prison', 'en fuite']	fugue	['successful', 'overwhelming', 'rapid growth', 'uncontrolled']	['evasion', 'fugitive', 'prison break', 'on the run']
3193	The new robotic cuspidor, despite its speed and efficiency, failed to meet my expectorations.				expectorations	homographic	['expectations', 'anticipations', 'prospects', 'hopes']	['spitting', 'coughing up', 'phlegm', 'discharge']	expectorations	['attentes', 'anticipations', 'perspectives', 'espoirs']	['crachats', 'toux', 'flegme', 'sécrétions']	expectations	['expectations', 'anticipations', 'perspectives', 'hopes']	['sputum', 'coughing', 'phlegm', 'secretions']
3194	The newspaper doesn't put in Politics what is Classified.				classified	homographic	['categorized', 'sorted', 'grouped', 'advertisement section']	['confidential', 'restricted', 'secret', 'top-secret']	classé	['catégorisé', 'trié', 'groupé', 'rubrique des petites annonces']	['confidentiel', 'restreint', 'secret', 'top-secret']	classified	['categorized', 'sorted', 'grouped', 'classified ads section']	['confidential', 'restricted', 'secret', 'top-secret']
3195	The novice executioner couldn't get the hang of it.				hang	homographic	['learn', 'master', 'understand', 'grasp']	['suspend', 'execute', 'noose', 'strangle']	suspendre	['apprendre', 'maîtriser', 'comprendre', 'saisir']	['suspendre', 'exécuter', 'nœud coulant', 'étrangler']	suspend	['learn', 'master', 'understand', 'grasp']	['suspend', 'execute', 'noose', 'strangle']
3196	The nuclear physicist took a vacation for a fission trip.				fission	homophonic	['nuclear division', 'splitting', 'separation', 'cleavage']	['fishing', 'angling', 'trawling', 'catching fish']	fission	['division nucléaire', 'scission', 'séparation', 'clivage']	['pêche', 'pêche à la ligne', 'chalutage', 'pêcher du poisson']	fission	['nuclear division', 'scission', 'separation', 'cleavage']	['fishing', 'angling', 'trawling', 'catching fish']
3197	The nudist defended himself by citing his Constitutional right to bare arms.				bare	homophonic	['uncovered', 'naked', 'exposed']	['bear', 'carry', 'possess', 'wield']	nu	['découvert', 'nu', 'exposé']	['porter', 'supporter', 'posséder', 'manier']	naked	['uncovered', 'naked', 'exposed']	['bear', 'support', 'possess', 'wield']
3198	The obese editor started a weight redaction program.				redaction	homophonic	['reduction', 'decrease', 'cutback', 'lessening']	['editing', 'censorship', 'revision', 'blue-penciling']	rédaction	['réduction', 'diminution', 'compression', 'moindre']	['édition', 'censure', 'révision', 'caviardage']	redaction	['reduction', 'decrease', 'compression', 'lesser']	['editing', 'censorship', 'revision', 'blacking out']
3199	The obstetricians seem to celebrate labor day every day.				labor	homographic	['childbirth', 'delivery', 'parturition', 'travail']	['work', 'employment', 'toil', 'exertion', 'Labor Day holiday']	travail	['accouchement', 'délivrance', 'parturition', 'travail']	['emploi', 'labeur', 'effort', 'besogne', 'fête du Travail']	work	['childbirth', 'delivery', 'parturition', 'labor']	['employment', 'labor', 'effort', 'task', 'Labor Day']
3200	The oil paint is so thick it's practically giving me a stuffed nose. I'm sure the price is nothing to sneeze at either, for that matter.				sneeze	homographic	['sternutation', 'nasal-congestion', 'allergy-symptom']	['dismiss', 'disregard', 'underestimate', 'scoff']	éternuement	"['sternutation', 'congestion nasale', ""symptôme d'allergie""]"	['congédier', 'mépriser', 'sous-estimer', 'se moquer']	sneezing	['sternutation', 'nasal congestion', 'allergy symptom']	['dismiss', 'scorn', 'underestimate', 'mock']
