id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
628	At first he was was a sprinter, but then he decided to run for office.				run	homographic	['sprint', 'dash', 'race', 'gallop']	['campaign', 'strive', 'compete', 'canvass']	courir	['sprinter', 'filer', 'faire une course', 'galoper']	"['faire campagne', ""s'efforcer"", 'concourir', 'faire du démarchage']"	run	['sprint', 'dash', 'race', 'gallop']	['campaign', 'strive', 'compete', 'canvass']
629	At his trial, the author needed a character witness.				character	homographic	['reputation', 'integrity', 'moral standing']	['fictional person', 'literary figure', 'protagonist']	personnage	['réputation', 'intégrité', 'position morale']	['personne fictive', 'figure littéraire', 'protagoniste']	character	['reputation', 'integrity', 'moral standing']	['fictional person', 'literary figure', 'protagonist']
630	At least we don't sparkle.				sparkle	homographic	['shimmer', 'glint', 'glisten', 'emit light']	['vampire behavior', 'Twilight movie reference', 'glamour', 'showiness']	étincelle	['miroitement', 'lueur', 'scintillement', 'émettre de la lumière']	['comportement de vampire', 'référence au film Twilight', 'charme', 'ostentation']	sparkle	['shimmer', 'gleam', 'glimmer', 'emit light']	['vampire behavior', 'reference to the movie Twilight', 'charm', 'ostentation']
631	At seven foot six he was a great basketball player and everyone looked up to him.				looked up to	homographic	['admired', 'respected', 'revered', 'esteemed']	['gazed upward', 'viewed from below', 'raised eyes toward', 'watched from a lower position']	admirer	['admiré', 'respecté', 'vénéré', 'estimé']	"['regardé vers le haut', ""vu d'en bas"", 'levé les yeux vers', 'observé depuis une position inférieure']"	admire	['admired', 'respected', 'venerated', 'esteemed']	['looked up at', 'seen from below', 'raised eyes toward', 'observed from a lower position']
632	At the Oktoberfest the sauerbrauten was very good, even though I had been expecting the wurst.				wurst	homophonic	['sausage', 'bratwurst', 'frankfurter', 'knockwurst']	['worst', 'poorest', 'lowest', 'most unpleasant']	saucisse	['saucisse', 'saucisse à rôtir', 'saucisse de Francfort', 'saucisse de Francfort fumée']	['pire', 'le plus pauvre', 'le plus bas', 'le plus désagréable']	sausage	['sausage', 'roasting sausage', 'frankfurter', 'smoked frankfurter']	['worst', 'poorest', 'lowest', 'most unpleasant']
633	At the petting zoo I saw a sheep scratching itself. Turns out it had fleece.				fleece	homophonic	['fleas', 'insects', 'pests', 'vermin', 'parasites']	['fleece', 'wool', 'coat', 'sheepskin', 'fiber']	laine	['puces', 'insectes', 'nuisibles', 'vermine', 'parasites']	['laine', 'toison', 'manteau', 'peau de mouton', 'fibre']	wool	['fleas', 'insects', 'pests', 'vermin', 'parasites']	['wool', 'fleece', 'coat', 'sheepskin', 'fiber']
634	At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings.				razing	homophonic	['razing', 'demolishing', 'leveling', 'tearing down', 'destroying']	['raising', 'erecting', 'building', 'lifting', 'constructing']	élever	['raser', 'démolir', 'niveler', 'abattre', 'détruire']	['élever', 'ériger', 'construire', 'lever', 'bâtir']	raise	['raze', 'demolish', 'level', 'tear down', 'destroy']	['raise', 'erect', 'build', 'lift', 'construct']
635	Attention staff! The clothes keep falling off the mannequins in ladies' wear. Would someone please redress the problem?				redress	homographic	['rectify', 'resolve', 'correct', 'remedy', 'amend']	['re-clothe', 'dress again', 'put clothes back on']	redresser	['rectifier', 'résoudre', 'corriger', 'remédier', 'amender']	['rhabiller', 'se rhabiller', 'remettre des vêtements']	straighten	['rectify', 'resolve', 'correct', 'remedy', 'amend']	['redress', 'get dressed again', 'put clothes back on']
636	Audubon said he'd have to wing it.				wing	homographic	['improvise', 'ad-lib', 'extemporize']	['pinion', 'appendage for flight', 'bird limb']	aile	['improviser', 'improviser au pied levé', 'improviser']	"['pignon', 'appendice pour le vol', ""membre d'un oiseau""]"	wing	['wing it', 'improvise on the fly', 'improvise']	['gable', 'appendage for flight', 'limb of a bird']
637	Authors can be very PENsive.				pensive	homographic	['thoughtful', 'reflective', 'contemplative', 'meditative']	['pen-related', 'writing', 'ink-oriented']	pensive	['songeuse', 'réfléchie', 'contemplative', 'méditative']	"['lié au stylo', 'écriture', ""orienté vers l'encre""]"	pensive	['thoughtful', 'reflective', 'contemplative', 'meditative']	['pen-related', 'writing', 'ink-oriented']
638	Automatic machines that compete in sculling are rowbots.				rowbots	homophonic	['robots', 'automatons', 'androids', 'mechanical beings']	['rowers', 'scullers', 'paddlers', 'oarsmen']	rameurs-automates	['robots', 'automates', 'androïdes', 'êtres mécaniques']	['rameurs', 'sportifs nautiques', 'pagayeurs', 'souqueurs']	automated rowers	['robots', 'automata', 'androids', 'mechanical beings']	['rowers', 'water sports athletes', 'paddlers', 'oarsmen']
639	Avogadro expected a large number to attend.				number	homographic	['quantity', 'amount', 'total', 'count']	"[""Avogadro's number"", 'mathematical constant', 'scientific figure', '6.022e23']"	nombre	['quantité', 'montant', 'total', 'compte']	"[""nombre d'Avogadro"", 'constante mathématique', 'chiffre scientifique', '6.022e23']"	number	['quantity', 'amount', 'total', 'count']	"[""Avogadro's number"", 'mathematical constant', 'scientific figure', '6.022e23']"
640	Back when the news was written on clay tablets there was a lot of breaking news.				breaking	homographic	['shattering', 'fracturing', 'smashing', 'cracking']	['latest', 'current', 'emergent', 'urgent']	rupture	['brisant', 'fracturant', 'fracassant', 'fissurant']	['dernier', 'actuel', 'émergent', 'urgent']	break	['breaking', 'fracturing', 'shattering', 'cracking']	['latest', 'current', 'emerging', 'urgent']
641	Backups are usually a good thing unless it's a sewer.				backups	homographic	['copies', 'archives', 'duplicates', 'data security']	['blockages', 'clogs', 'overflows', 'stoppages']	sauvegardes	['copies', 'archives', 'doubles', 'sécurité des données']	['blocages', 'obstructions', 'débordements', 'arrêts']	backups	['copies', 'archives', 'duplicates', 'data security']	['blockages', 'obstructions', 'overflows', 'stops']
642	Badminton players are for the birds.				birds	homographic	['shuttlecocks', 'birdies', 'badminton projectiles']	['feathered creatures', 'worthless things', 'trivial individuals']	oiseaux	['volants', 'moineaux', 'projectiles de badminton']	['créatures à plumes', 'choses sans valeur', 'individus insignifiants']	birds	['flying', 'sparrows', 'badminton shuttlecocks']	['feathered creatures', 'worthless things', 'insignificant individuals']
643	Bakers have a great knead to make bread.				knead	homophonic	['massage', 'work', 'press', 'mold']	['need', 'requirement', 'desire', 'necessity']	pétrir	['masser', 'travailler', 'presser', 'mouler']	['besoin', 'exigence', 'désir', 'nécessité']	knead	['massage', 'work', 'press', 'mold']	['need', 'requirement', 'desire', 'necessity']
644	Balls! he said roundly.				roundly	homographic	['circularly', 'spherically', 'globularly']	['firmly', 'bluntly', 'sharply', 'severely']	rondement	['circulairement', 'sphériquement', 'globulairement']	['fermement', 'catégoriquement', 'nettement', 'sévèrement']	roundly	['circularly', 'spherically', 'globularly']	['firmly', 'categorically', 'sharply', 'severely']
645	Bank robbery is a safe job.				safe	homographic	['secure', 'low-risk', 'harmless']	['strongbox', 'vault', 'coffer']	coffre-fort	['sécurisé', 'à faible risque', 'inoffensif']	['coffre', 'chambre forte', 'cassette']	safe	['secure', 'low-risk', 'harmless']	['chest', 'vault', 'strongbox']
646	Banks called to account				account	homographic	['responsibility', 'explanation', 'answerability']	['ledger', 'financial record', 'bank balance']	compte	['responsabilité', 'explication', 'obligation de rendre compte']	['grand livre', 'historique financier', 'solde bancaire']	account	['responsibility', 'explanation', 'accountability']	['ledger', 'financial history', 'bank balance']
647	Banning Viagra was a big flop.				flop	homographic	['failure', 'disaster', 'fiasco', 'fizzle']	['limp', 'soft', 'flaccid', 'drooping']	flop	['échec', 'désastre', 'fiasco', 'four']	['mou', 'souple', 'flasque', 'tombant']	flop	['failure', 'disaster', 'fiasco', 'flop']	['soft', 'limp', 'flabby', 'floppy']
648	Banning the bra was a big flop.				flop	homographic	['failure', 'disaster', 'fiasco', 'dud']	['sag', 'hang loosely', 'droop', 'dangle']	flop	['échec', 'désastre', 'fiasco', 'four']	"['pendre lâchement', ""s'affaisser"", 'tomber', 'balloter']"	flop	['failure', 'disaster', 'fiasco', 'dud']	['hang loosely', 'sag', 'fall', 'flop around']
649	Bark! Pawsitive pet food.				Pawsitive	homophonic	['positive', 'favorable', 'optimistic', 'beneficial']	['paws', 'claws', 'animal feet', 'canine']	Chat-leureux	['positive', 'favorable', 'optimiste', 'bénéfique']	"['pattes', 'griffes', ""pieds d'animaux"", 'canin']"	Cat-warm	['positive', 'favorable', 'optimistic', 'beneficial']	['paws', 'claws', 'animal feet', 'canine']
650	Baseball is known for its pitched battles.				pitched	homographic	['thrown', 'hurled', 'tossed', 'delivered']	['intense', 'fierce', 'set', 'aggressive']	acharné	['lancé', 'jeté', 'balancé', '投délivré']	['intense', 'féroce', 'rangé', 'agressif']	relentless	['launched', 'thrown', 'swung', 'delivered']	['intense', 'fierce', 'systematic', 'aggressive']
651	Baseball on a foggy day is all about hit and mist.				mist	homophonic	['missed', 'failed to hit', 'overlooked', 'dropped']	['mist', 'fog', 'vapor', 'haze', 'condensation']	brume	['raté', 'échoué à atteindre', 'négligé', 'laissé tomber']	['brume', 'brouillard', 'vapeur', 'brume légère', 'condensation']	mist	['missed', 'failed to reach', 'neglected', 'dropped']	['mist', 'fog', 'vapor', 'light haze', 'condensation']
652	Baseball players are expected to perform well right off the bat.				bat	homographic	['immediately', 'instantly', 'without delay']	['wooden club', 'baseball equipment', 'striking tool']	chauve-souris	['immédiatement', 'instantanément', 'sans délai']	['batte en bois', 'équipement de baseball', 'outil de frappe']	bat	['immediately', 'instantly', 'without delay']	['wooden bat', 'baseball equipment', 'hitting tool']
653	Baseball players have to stay in line or they will be afoul of the rules.				afoul	homophonic	['in conflict with', 'contrary to', 'breaking', 'violating']	['a foul', 'foul ball', 'out of bounds', 'outside the lines']	en conflit	['en conflit avec', 'contraire à', 'enfreindre', 'violer']	['une faute', 'balle fausse', 'hors limites', 'en dehors des lignes']	in conflict	['in conflict with', 'contrary to', 'infringe', 'violate']	['a foul', 'foul ball', 'out of bounds', 'outside the lines']
654	Basketball players over seven feet tall are Highly sought after.				Highly	homographic	['greatly', 'extremely', 'strongly', 'very']	['at a great altitude', 'loftily', 'tallly', 'above']	Hautement	['grandement', 'extrêmement', 'fortement', 'très']	['à une grande altitude', 'en hauteur', 'haut', 'au-dessus']	Highly	['greatly', 'extremely', 'strongly', 'very']	['at a high altitude', 'at height', 'high', 'above']
655	Be kind to your dentist because he has fillings too.				fillings	homophonic	['dental restorations', 'stoppings', 'cavity repairs']	['feelings', 'emotions', 'sentiments', 'sensibilities']	plombages	['restaurations dentaires', 'obturations', 'réparations de caries']	['sentiments', 'émotions', 'sensibilités']	fillings	['dental restorations', 'fillings', 'cavity repairs']	['feelings', 'emotions', 'sensitivities']
656	Be the soul supporter of your children.				soul	homophonic	['spirit', 'essence', 'inner self', 'psyche']	['sole', 'only', 'single', 'exclusive', 'solitary']	âme	['esprit', 'essence', 'soi intérieur', 'psyché']	['seul', 'unique', 'individuel', 'exclusif', 'solitaire']	soul	['spirit', 'essence', 'inner self', 'psyche']	['sole', 'unique', 'individual', 'exclusive', 'solitary']
657	Be true to your teeth, or they will be false to you.				false	homographic	['untrue', 'disloyal', 'treacherous', 'deceitful']	['artificial', 'prosthetic', 'dentures', 'fake']	faux	['inexact', 'déloyal', 'traître', 'trompeur']	['artificiel', 'prothétique', 'dentier', 'factice']	fake	['inaccurate', 'disloyal', 'treacherous', 'deceptive']	['artificial', 'prosthetic', 'dentures', 'factitious']
658	Beats me why anyone would want to be a masochist.				Beats	homographic	['puzzles', 'baffles', 'perplexes', 'confuses']	['strikes', 'hits', 'pummels', 'whips']	Bat	['déconcerte', 'déroute', 'perplexe', 'embrouille']	['frappe', 'donne des coups', 'pilonne', 'fouette']	Bat	['baffles', 'disconcerts', 'perplexes', 'confuses']	['hits', 'strikes', 'pounds', 'whips']
659	Beautifully manicured lawns are highly sod after.				sod	homophonic	['sod', 'turf', 'grass', 'lawn']	['sought', 'desired', 'requested', 'wanted']	sod	['motte de terre', 'gazon', 'herbe', 'pelouse']	['cherché', 'désiré', 'demandé', 'voulu']	sod	['clod of earth', 'turf', 'grass', 'lawn']	['sought', 'desired', 'requested', 'wanted']
660	Beauty in all its forms.				forms	homographic	['shapes', 'figures', 'outlines', 'contours', 'silhouettes']	['types', 'kinds', 'varieties', 'categories', 'manifestations']	formes	['formes', 'figures', 'contours', 'contours', 'silhouettes']	['types', 'sortes', 'variétés', 'catégories', 'manifestations']	shapes	['forms', 'figures', 'contours', 'outlines', 'silhouettes']	['types', 'sorts', 'varieties', 'categories', 'manifestations']
661	"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms, they called him the ""fissure King."""				fissure	homophonic	['fissure', 'crevice', 'chasm', 'crack', 'cleft', 'ravine']	['fisher', 'angler', 'fisherman', 'piscator']	pêcheur	['fissure', 'crevasse', 'gouffre', 'fente', 'scissure', 'ravin']	['pêcheur', 'pêcheur à la ligne', 'pêcheur', 'pisciculteur']	fisherman	['crack', 'crevice', 'chasm', 'slit', 'fissure', 'ravine']	['fisherman', 'angler', 'trawler', 'fish farmer']
662	Because they moved into an apartment, they didn't need to cut the grass any mow.				mow	homophonic	['cut', 'trim', 'scythe', 'shear']	['more', 'anymore', 'further', 'longer']	plus	['tondre', 'couper', 'faucher', 'tailler']	['plus', 'davantage', 'encore', 'plus longtemps']	more	['mow', 'cut', 'reap', 'trim']	['more', 'further', 'again', 'longer']
663	Because you never get a second chance to make a first impression.				impression	homographic	['impact', 'influence', 'effect', 'opinion']	['imprint', 'indentation', 'mark', 'mold']	impression	['impact', 'influence', 'effet', 'opinion']	['empreinte', 'indentation', 'marque', 'moule']	printing	['impact', 'influence', 'effect', 'opinion']	['imprint', 'indentation', 'mark', 'mold']
664	Becoming a yoga instructor offers the possibilities of a unique teaching position.				position	homographic	['job', 'role', 'career', 'post']	['posture', 'pose', 'alignment', 'stance']	poste	['emploi', 'rôle', 'carrière', 'position']	['posture', 'pose', 'alignement', 'maintien']	post	['job', 'role', 'career', 'position']	['posture', 'pose', 'alignment', 'bearing']
665	Bees make money by celling their honey.				celling	homophonic	['selling', 'trading', 'vending', 'marketing']	['beeswax cell', 'honeycomb', 'hexagonal chamber', 'storing in a cell']	alvéolage	['vente', 'commerce', 'distribution', 'commercialisation']	"[""cellule de cire d'abeille"", 'rayon de miel', 'chambre hexagonale', 'mise en cellule']"	honeycombing	['sale', 'trade', 'distribution', 'marketing']	['beeswax cell', 'honeycomb', 'hexagonal chamber', 'cell formation']
666	Before a mother knows the sex of her baby it's a hidden agender.				agender	homophonic	['agenda', 'plan', 'schedule', 'program']	['agender', 'genderless', 'without gender', 'non-binary']	agender	['agenda', 'planifier', 'emploi du temps', 'programme']	['agenre', 'sans genre', 'sans identité de genre', 'non-binaire']	agender	['calendar', 'plan', 'schedule', 'program']	['agender', 'genderless', 'without gender identity', 'non-binary']
667	Before a plumber retired, he took the final plunge.				plunge	homographic	['dive', 'submerge', 'fall', 'drop']	['career move', 'decisive step', 'commitment', 'venture']	plongeon	['plonger', 'submerger', 'tomber', 'chuter']	['reconversion professionnelle', 'pas décisif', 'engagement', 'aventure']	plunge	['dive', 'submerge', 'fall', 'drop']	['career change', 'decisive step', 'commitment', 'adventure']
668	Before he sold Christmas trees, he got himself spruced up.				spruced	homographic	['groomed', 'tidied', 'dressed up', 'smartened']	['evergreen tree', 'coniferous', 'picea']	sapé	['soigné', 'rangé', 'bien habillé', 'élégant']	['arbre à feuilles persistantes', 'conifère', 'épicéa']	dressed up	['neat', 'tidy', 'well-dressed', 'elegant']	['evergreen tree', 'conifer', 'spruce']
669	Before he was hired as a short order cook they grilled him.				grilled	homographic	['questioned', 'interrogated', 'cross-examined', 'probed']	['cooked', 'seared', 'broiled', 'barbecued']	grillé	['questionné', 'interrogé', 'cuisiné', 'confronté']	['cuit', 'saisi', 'rôti', 'barbecué']	grilled	['questioned', 'interrogated', 'grilled', 'confronted']	['cooked', 'seared', 'roasted', 'barbecued']
670	Before the golfer finished drinking the iced, brewed beverage he dropped his tee on the cart path.				tee	homophonic	['tea', 'beverage', 'infusion', 'drink']	['tee', 'peg', 'golf stand', 'prop']	thé	['thé', 'boisson', 'infusion', 'breuvage']	['tee', 'support', 'support de golf', 'socle']	tea	['tea', 'drink', 'infusion', 'beverage']	['tee', 'support', 'golf tee', 'base']
671	Beginning gardeners work by trowel and error.				trowel	homophonic	['trowel', 'spade', 'hand tool', 'shoveler']	['trial', 'test', 'experiment', 'attempt']	truelle	['truelle', 'bêche', 'outil à main', 'pelleteur']	['essai', 'test', 'expérience', 'tentative']	trowel	['trowel', 'spade', 'hand tool', 'shoveler']	['trial', 'test', 'experience', 'attempt']
672	Being a fire-fighter ignited my interest heavily.				ignited	homographic	['sparked', 'stimulated', 'aroused', 'awakened']	['set fire to', 'lit', 'kindled', 'burned']	enflammé	['suscité', 'stimulé', 'éveillé', 'animé']	['mis à feu', 'allumé', 'embrasé', 'brûlé']	ignited	['aroused', 'stimulated', 'awakened', 'animated']	['set on fire', 'lit', 'blazing', 'burned']
673	Being able to fit size 14 shoes is quite a feet.				feet	homophonic	['feet', 'paws', 'hooves', 'pedes']	['feat', 'achievement', 'accomplishment', 'exploit', 'triumph']	pieds	['pieds', 'pattes', 'sabots', 'pédieux']	['prouesse', 'réussite', 'accomplissement', 'exploit', 'triomphe']	feet	['feet', 'paws', 'hooves', 'pedal']	['prowess', 'success', 'accomplishment', 'feat', 'triumph']
674	Bell, Bark and Kennel, a novel by Ivan Pavlov, chronicles the birth of the Salivation Army.				Salivation	homophonic	['Salvation', 'redemption', 'deliverance', 'saving']	['salivating', 'drooling', 'slobbering', 'watering at the mouth']	Salivation	['Salut', 'rédemption', 'délivrance', 'sauvetage']	"['salivation', 'bavage', 'saliver', ""avoir l'eau à la bouche""]"	Salivation	['Salvation', 'redemption', 'deliverance', 'rescue']	['salivation', 'drooling', 'salivating', 'mouth watering']
675	Better a hatter than a HATER.				hatter	homophonic	['milliner', 'hat-maker', 'cap-maker']	['hater', 'detractor', 'critic', 'antagonist']	chapelier	['modiste', 'fabricant de chapeaux', 'casquettier']	['haineux', 'détracteur', 'critique', 'antagoniste']	hatter	['milliner', 'hat maker', 'cap maker']	['hater', 'detractor', 'critic', 'antagonist']
676	"Better not snow ""flake"" out!"				flake	homographic	['snow crystal', 'chip', 'shaving', 'sliver']	['bail', 'cancel', 'back out', 'unreliable person']	flocon	['cristal de neige', 'éclat', 'copeau', 'fragment']	['laisser tomber', 'annuler', 'se désister', 'personne peu fiable']	flake	['snow crystal', 'spark', 'chip', 'fragment']	['drop out', 'cancel', 'withdraw', 'unreliable person']
677	Better than sex. It peaks 11 times.				peaks	homophonic	['reaches a maximum', 'climaxes', 'top points', 'summits']	['pique', 'piques', 'arouse interest', 'stimulate', 'excite']	sommets	['atteint un maximum', 'point culminant', 'points sommitaux', 'cimes']	"['pique', 'piques', ""éveiller l'intérêt"", 'stimuler', 'exciter']"	summits	['reached a maximum', 'culminating point', 'summit points', 'peaks']	['pique', 'piques', 'arouse interest', 'stimulate', 'excite']
678	Big spenders have a whole lot of purse-onality.				purse-onality	homophonic	['personality', 'character', 'temperament', 'disposition']	['handbag', 'pouch', 'wallet', 'finance', 'purse']	sac-à-mainalité	['personnalité', 'caractère', 'tempérament', 'disposition']	['sac à main', 'pochette', 'portefeuille', 'finance', 'bourse']	handbag-ality	['personality', 'character', 'temperament', 'disposition']	['handbag', 'clutch bag', 'wallet', 'finance', 'purse']
679	Bike sales go in cycles.				cycles	homographic	['recurrent patterns', 'fluctuations', 'intervals', 'periodic trends']	['bicycles', 'bikes', 'velocipedes', 'two-wheelers']	cycles	['motifs récurrents', 'fluctuations', 'intervalles', 'tendances périodiques']	['bicyclettes', 'vélos', 'vélocipèdes', 'deux-roues']	cycles	['recurring patterns', 'fluctuations', 'intervals', 'periodic trends']	['bicycles', 'bikes', 'velocipedes', 'two-wheelers']
680	Bill Gates took advantage of his Windows of opportunity				Windows	homographic	['Microsoft operating system', 'software product', 'computing platform']	['openings', 'intervals', 'time frames', 'vantage points']	Fenêtres	"[""Système d'exploitation Microsoft"", 'logiciel', 'plateforme informatique']"	['ouvertures', 'intervalles', 'créneaux temporels', 'points de vue']	Windows	['Microsoft operating system', 'software', 'computing platform']	['openings', 'intervals', 'time slots', 'viewpoints']
681	Biologists have recently produced immortal frogs by removing their vocal cords. They can't croak.				croak	homographic	['die', 'pass away', 'perish', 'expire']	['ribbit', 'vocalize', 'utter a low hoarse sound', 'make a frog noise']	croasser/crever	"['mourir', ""passer l'arme à gauche"", 'périr', 'expirer']"	['faire un bruit de grenouille', 'vocaliser', 'pousser un cri rauque', 'croasser']	to croak/to die	['to die', 'to kick the bucket', 'to perish', 'to expire']	['to make a frog sound', 'to vocalize', 'to utter a hoarse cry', 'to croak']
682	Biscuits and speeches are better when made with shortening.				shortening	homographic	['fat', 'lard', 'butter', 'oil', 'baking ingredient']	['abbreviating', 'contracting', 'cutting short', 'reducing', 'diminishing']	raccourcissement	['matière grasse', 'lard', 'beurre', 'huile', 'ingrédient de cuisson']	['abréviation', 'contraction', 'tronquage', 'réduction', 'diminution']	shortening	['fat', 'lard', 'butter', 'oil', 'cooking ingredient']	['abbreviation', 'contraction', 'truncation', 'reduction', 'diminution']
683	Blind people often work on-site.				on-site	homophonic	['at a place of work', 'at a physical location', 'in person', 'on premises']	['on sight', 'vision', 'visual perception', 'ability to see']	sur place	['sur le lieu de travail', 'dans un lieu physique', 'en personne', 'dans les locaux']	['à vue', 'la vision', 'la perception visuelle', 'la capacité de voir']	on site	['at the workplace', 'in a physical location', 'in person', 'on the premises']	['on sight', 'vision', 'visual perception', 'the ability to see']
684	Blossom into a new you!				Blossom	homographic	['flower', 'bloom', 'burgeon']	['develop', 'mature', 'grow']	Floraison	['fleur', 'fleurir', 'bourgeonner']	['développer', 'mûrir', 'grandir']	Blooming	['flower', 'bloom', 'bud']	['develop', 'mature', 'grow']
685	Bob was not the only one arrested for growing marijuana when the cops found out that it was actually a joint venture.				joint	homographic	['marijuana cigarette', 'spliff', 'doobie', 'roach']	['collaborative', 'shared', 'collective', 'combined']	joint	['cigarette de marijuana', 'pétard', 'oinj', 'mégot']	['collaboratif', 'partagé', 'collectif', 'combiné']	joint	['marijuana cigarette', 'spliff', 'joint', 'butt']	['collaborative', 'shared', 'collective', 'combined']
686	Born to be mild.				mild	homophonic	['gentle', 'moderate', 'temperate', 'not spicy']	['wild', 'untamed', 'reckless', 'Born to Be Wild']	doux	['gentil', 'modéré', 'tempéré', 'non épicé']	['sauvage', 'indompté', 'téméraire', 'Né pour être sauvage']	mild	['gentle', 'moderate', 'temperate', 'non-spicy']	['wild', 'untamed', 'reckless', 'Born to be wild']
687	Bowling Alley: Please be quiet. We need to hear a pin drop.				pin	homographic	['bowling pin', 'skittle']	['sewing pin', 'needle', 'fastener']	épingle	['quille de bowling', 'quille']	['épingle à couture', 'aiguille', 'attache']	pin	['bowling pin', 'skittle']	['sewing pin', 'needle', 'fastener']
688	Boxers who are always on time for their bouts are very punchual.				punchual	homophonic	['punctual', 'on time', 'prompt', 'timely']	['punching', 'boxing', 'hitting', 'striking']	ponctuel	"['ponctuel', ""à l'heure"", 'prompt', 'opportun']"	['frapper', 'boxer', 'donner un coup', 'frapper fort']	punctual	['punctual', 'on time', 'prompt', 'timely']	['hit', 'box', 'strike', 'punch']
689	Boyle he said was under too much pressure.				pressure	homographic	['stress', 'tension', 'strain', 'emotional burden']	"['physical force', 'gas compression', 'atmospheric weight', ""Boyle's law""]"	pression	['stress', 'tension', 'contrainte', 'fardeau émotionnel']	['force physique', 'compression de gaz', 'poids atmosphérique', 'loi de Boyle']	pressure	['stress', 'tension', 'constraint', 'emotional burden']	"['physical force', 'gas compression', 'atmospheric weight', ""Boyle's law""]"
690	Break the ice.				ice	homographic	['frozen water', 'glacier', 'frost']	['social awkwardness', 'reserve', 'tension', 'stiffness']	glace	['eau gelée', 'glacier', 'givre']	['malaise social', 'réserve', 'tension', 'raidissement']	ice	['frozen water', 'glacier', 'frost']	['social awkwardness', 'reserve', 'tension', 'stiffness']
691	Breeze in. Breeze out.				Breeze	homographic	['gentle wind', 'light breath of air', 'zephyr', 'gust']	['move casually', 'walk confidently', 'proceed effortlessly', 'saunter']	Brise	"['vent léger', ""souffle d'air léger"", 'zéphyr', 'rafale']"	['se déplacer avec nonchalance', 'marcher avec assurance', 'progresser sans effort', 'flâner']	Breeze	['light wind', 'gentle puff of air', 'zephyr', 'gust']	['to move nonchalantly', 'to walk with confidence', 'to progress effortlessly', 'to saunter']
692	Bridge tolls have increased significantly over a 5 year span.				span	homographic	['duration', 'period', 'interval', 'timeframe']	['bridge structure', 'stretch', 'extent', 'reach']	envergure	['durée', 'période', 'intervalle', 'laps de temps']	['structure de pont', 'étendue', 'ampleur', 'portée']	span	['duration', 'period', 'interval', 'lapse of time']	['bridge structure', 'extent', 'scale', 'range']
693	Bring me a rubber band and make it snappy!				snappy	homographic	['quick', 'hurry', 'rapid', 'fast']	['elastic', 'springy', 'stretchy', 'flexible']	vif	['rapide', 'pressé', 'véloce', 'prompt']	['élastique', 'souple', 'extensible', 'flexible']	bright	['fast', 'hurried', 'swift', 'prompt']	['elastic', 'supple', 'stretchable', 'flexible']
694	Bring your spirtual Marshmellows, our pastor is on fire!				fire	homographic	['burning', 'ablaze', 'flaming', 'combusting']	['passionate', 'inspired', 'energetic', 'exciting']	feu	['en feu', 'en flammes', 'flamboyant', 'en combustion']	['passionné', 'inspiré', 'énergique', 'excitant']	fire	['on fire', 'in flames', 'flaming', 'burning']	['passionate', 'inspired', 'energetic', 'exciting']
695	Bring your spirtual Marshmellows, our pastor is on fire!				fire	homographic	['burning', 'flaming', 'ablaze', 'ignited']	['passionate', 'inspired', 'enthusiastic', 'zealous']	feu	['en feu', 'flamboyant', 'en flammes', 'enflammé']	['passionné', 'inspiré', 'enthousiaste', 'zélé']	fire	['on fire', 'blazing', 'in flames', 'inflamed']	['passionate', 'inspired', 'enthusiastic', 'zealous']
696	Broken puppets for sale. No strings attached.				strings	homographic	['cords', 'threads', 'twine', 'fibers']	['conditions', 'stipulations', 'requirements', 'limitations']	cordes	['cordes', 'fils', 'ficelles', 'fibres']	['conditions', 'stipulations', 'exigences', 'limitations']	strings	['strings', 'threads', 'cords', 'fibers']	['conditions', 'stipulations', 'requirements', 'limitations']
697	Bubbles. The champagne of car washes.				Bubbles	homographic	['foam', 'froth', 'effervescence', 'sparkle', 'carbonation']	['soapsuds', 'lather', 'washing foam', 'cleaning agent']	Bulles	['mousse', 'écume', 'effervescence', 'pétillant', 'carbonatation']	['eau savonneuse', 'mousse de savon', 'mousse de lavage', 'agent de nettoyage']	Bubbles	['foam', 'scum', 'effervescence', 'sparkling', 'carbonation']	['soapy water', 'soap suds', 'washing foam', 'cleaning agent']
698	Building a cul-de-sac would be a bit of a dead-end job.				dead-end	homographic	['blind alley', 'cul-de-sac', 'no-through-road', 'closed']	['unpromising', 'futile', 'lacking advancement', 'monotonous']	impasse	['cul-de-sac', 'voie sans issue', 'rue barrée', 'fermé']	"['sans issue', 'futile', ""sans perspective d'avenir"", 'monotone']"	deadlock	['dead end', 'blind alley', 'blocked street', 'closed']	['pointless', 'futile', 'lacking future prospects', 'monotonous']
699	Burning too much incense in a rented room could make the owner incensed.				incensed	homographic	['fragranced', 'perfumed', 'scented with resin']	['enraged', 'furious', 'angry', 'irate']	encensé	['parfumé', 'embaumé', 'parfumé à la résine']	['enragé', 'furieux', 'en colère', 'irrité']	praised	['scented', 'perfumed', 'fragrant with resin']	['enraged', 'furious', 'angry', 'irritated']
