id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
en_1350	Legends tell us that a weakness of the carnivorous vampire is a steak.	steak	homophonic	stake	steak	homophonic	['steak', 'meat', 'beef', 'fillet', 'cut of meat']	['stake', 'wooden post', 'spike', 'pale', 'sharpened stick']	steak	['steak', 'viande', 'boeuf', 'filet', 'morceau de viande']	['pieu', 'poteau en bois', 'pic', 'pale', 'bâton taillé en pointe']	steak	['steak', 'meat', 'beef', 'fillet', 'piece of meat']	['stake', 'wooden post', 'spike', 'pale', 'pointed stick']
en_1354	To become a pilot requires a good altitude.	altitude	homophonic	attitude	altitude	homophonic	['height', 'elevation', 'loftiness']	['attitude', 'disposition', 'mindset', 'outlook']	altitude	['hauteur', 'élévation', 'grandeur']	['attitude', 'disposition', "état d'esprit", 'point de vue']	altitude	['height', 'elevation', 'size']	['attitude', 'disposition', 'state of mind', 'point of view']
en_1355	I teach at a university, he professed.	professed	homophonic	professor	professed	homographic	['declared', 'asserted', 'claimed', 'affirmed']	['lectured', 'taught', 'acted as a professor', 'instructed']	professé	['déclaré', 'affirmé', 'prétendu', 'certifié']	['enseigné', 'donné une conférence', 'agi en tant que professeur', 'instruit']	professed	['declared', 'affirmed', 'alleged', 'certified']	['taught', 'gave a lecture', 'acted as a professor', 'instructed']
en_136	When there's a sale on tennis balls it's first come first serve.	serve	homographic	serve	serve	homographic	['assist', 'help', 'attend to', 'wait on']	['delivery', 'service', 'initial stroke', 'opening hit in tennis']	servir	['assister', 'aider', "s'occuper de", 'servir']	['service', 'prestation', 'coup initial', "coup d'envoi au tennis"]	serve	['assist', 'help', 'take care of', 'serve']	['service', 'provision', 'initial stroke', 'tennis kickoff']
en_1360	A book called 'Current Trends in Wiring your House' turned out to be a shocking failure.	shocking	homographic	shocking	shocking	homographic	['appalling', 'scandalous', 'terrible', 'dreadful']	['electrifying', 'jolting', 'galvanizing', 'electric']	choquant	['épouvantable', 'scandaleux', 'terrible', 'affreux']	['électrisant', 'stimulant', 'galvanisant', 'électrique']	shocking	['appalling', 'scandalous', 'terrible', 'horrible']	['electrifying', 'stimulating', 'galvanizing', 'electric']
en_1364	From the middle of the Pacific, the shipwrecked survivor found his way to the California coast purely by occident.	occident	homophonic	accident	occident	homophonic	['accident', 'chance', 'mishap', 'fortune', 'luck']	['occident', 'west', 'western hemisphere', 'sunset direction']	occident	['accident', 'hasard', 'malheur', 'fortune', 'chance']	['occident', 'ouest', 'hémisphère occidental', 'direction du coucher du soleil']	occident	['accident', 'chance', 'misfortune', 'fortune', 'luck']	['occident', 'west', 'western hemisphere', 'direction of the sunset']
en_1368	When making butter there is little margarine for error.	margarine	homophonic	margin	margarine	homophonic	['margin', 'leeway', 'room', 'allowance', 'space']	['margarine', 'spread', 'oleo', 'butter substitute', 'oleomargarine']	margarine	['marge', 'latitude', 'espace', 'tolérance', 'place']	['margarine', 'tartinade', 'oléomargarine', 'substitut de beurre', 'oléomargarine']	margarine	['margin', 'latitude', 'space', 'tolerance', 'room']	['margarine', 'spread', 'oleomargarine', 'butter substitute', 'oleomargarine']
en_1370	Old chemists never die, they just stop reacting.	reacting	homographic	reacting	reacting	homographic	['responding', 'behaving', 'acting in return', 'replying']	['undergoing a chemical change', 'interacting molecularly', 'transforming substances', 'bonding']	réagir	['répondre', 'se comporter', 'agir en retour', 'répliquer']	['subir une transformation chimique', 'interagir au niveau moléculaire', 'transformer des substances', 'se lier']	react	['respond', 'behave', 'act in return', 'reply']	['undergo a chemical transformation', 'interact at the molecular level', 'transform substances', 'bind']
en_1373	The model who joined the air force was a bombshell.	bombshell	homographic	bombshell	bombshell	homographic	['attractive woman', 'beauty', 'stunner']	['explosive', 'projectile', 'missile', 'weaponry']	bombe	['femme attirante', 'beauté', 'canon']	['explosif', 'projectile', 'missile', 'armement']	bomb	['attractive woman', 'beauty', 'knockout']	['explosive', 'projectile', 'missile', 'weaponry']
en_1376	Abstinence makes the heart grow fonder	abstinence	homophonic	absence 	abstinence	homophonic	['abstain', 'self-denial', 'continence', 'forbearance']	['absence', 'being away', 'non-attendance', 'separation']	abstinence	["s'abstenir", 'renoncement', 'continence', 'abstention']	['absence', 'être éloigné', 'non-assistance', 'séparation']	abstinence	['to abstain', 'renunciation', 'continence', 'abstention']	['absence', 'to be distant', 'non-assistance', 'separation']
en_1378	It's not that the man did not know how to juggle, he just didn't have the balls to do it.	balls	homographic	balls	balls	homographic	['spheres', 'juggling equipment', 'round objects']	['courage', 'bravery', 'guts', 'audacity']	boules	['sphères', 'équipement de jonglage', 'objets ronds']	['courage', 'bravoure', 'cran', 'audace']	balls	['spheres', 'juggling equipment', 'round objects']	['courage', 'bravery', 'guts', 'audacity']
en_1382	Two coin collectors got together for old dimes sake.	dimes	homophonic	times	dimes	homophonic	['times', 'occasion', 'period', 'era']	['dimes', 'coins', 'currency', 'ten-cent pieces']	dîmes	['fois', 'occasion', 'période', 'ère']	['dîmes', 'pièces de monnaie', 'monnaie', 'pièces de dix cents']	tithes	['times', 'occasion', 'period', 'era']	['tithes', 'coins', 'money', 'dimes']
en_1383	It's an actual parameter, not a formal parameter, was his argument.	argument	homographic	argument	argument	homographic	['parameter', 'independent variable', 'input', 'value']	['dispute', 'disagreement', 'contention', 'reasoning']	argument	['paramètre', 'variable indépendante', 'entrée', 'valeur']	['dispute', 'désaccord', 'conflit', 'raisonnement']	argument	['parameter', 'independent variable', 'input', 'value']	['dispute', 'disagreement', 'conflict', 'reasoning']
en_1386	3.14159265, he said piously.	piously	homophonic	pi	piously	homophonic	['holy', 'devoutly', 'religious', 'reverently']	['pi-ously', 'mathematically', '3.14', 'constant-related']	pieusement	['saintement', 'pieusement', 'religieux', 'avec révérence']	['pi-ement', 'mathématiquement', '3,14', 'lié à la constante']	piously	['saintly', 'piously', 'religious', 'with reverence']	['pi-ly', 'mathematically', '3.14', 'related to the constant']
en_1388	An astronomy column in the newspaper would have a lot of space devoted to it.	space	homographic	space	space	homographic	['blank area', 'column inches', 'room', 'void', 'margin']	['outer space', 'cosmos', 'universe', 'galaxy', 'exosphere']	espace	['zone blanche', 'centimètres de colonne', 'place', 'vide', 'marge']	['espace extra-atmosphérique', 'cosmos', 'univers', 'galaxie', 'exosphère']	space	['white space', 'column centimeters', 'seat', 'void', 'margin']	['outer space', 'cosmos', 'universe', 'galaxy', 'exosphere']
en_1399	Old shoemakers never die, they are just given the boot.	boot	homographic	boot	boot	homographic	['shoe', 'footwear', 'galosh', 'wellie']	['dismissal', 'termination', 'firing', 'ejection']	botte	['chaussure', 'paire de chaussures', 'galoche', 'botte de pluie']	['renvoi', 'licenciement', 'congédiement', 'expulsion']	boot	['shoe', 'pair of shoes', 'galosh', 'rain boot']	['dismissal', 'firing', 'layoff', 'expulsion']
en_14	One of these new shoes isn't right.	right	homographic	right	right	homographic	['correct', 'appropriate', 'satisfactory', 'proper']	['starboard', 'dexter', 'opposite of left', 'right-hand']	droit	['correct', 'approprié', 'satisfaisant', 'adéquat']	['tribord', 'dextre', 'opposé de gauche', 'de la main droite']	right	['correct', 'appropriate', 'satisfactory', 'adequate']	['starboard', 'dexter', 'opposite of left', 'of the right hand']
en_140	The postmen get together for mail bonding.	mail	homophonic	male	mail	homophonic	['post', 'letters', 'packages', 'correspondence']	['male', 'masculine', 'manly', 'virile']	mail	['poste', 'lettres', 'colis', 'correspondance']	['mâle', 'masculin', 'viril', 'homme']	mail	['post', 'letters', 'parcels', 'correspondence']	['male', 'masculine', 'virile', 'man']
en_1400	Let's take a vacation in the south of France, he said nicely.	nicely	homophonic	Nice	nicely	homophonic	['pleasant', 'kindly', 'amiably', 'agreeably']	['Nice', 'Nicoise', 'French Riviera style', 'pertaining to the city of Nice']	gentiment	['agréable', 'gentiment', 'amicalement', "d'une manière plaisante"]	['Nice', 'Niçoise', "style Côte d'Azur", 'relatif à la ville de Nice']	nicely	['pleasant', 'nicely', 'in a friendly way', 'in a pleasant manner']	['Nice', 'from Nice', "Côte d'Azur style", 'related to the city of Nice']
en_1404	A farmer wanting to kill a chicken for dinner has to move faster than a speeding pullet.	pullet	homophonic	bullet	pullet	homophonic	['young hen', 'chicken', 'fowl', 'bird']	['bullet', 'projectile', 'slug', 'shot', 'ammunition']	poulette	['jeune poule', 'poulet', 'volaille', 'oiseau']	['balle', 'projectile', 'balle (plomb)', 'tir', 'munition']	chick	['young hen', 'chicken', 'poultry', 'bird']	['bullet', 'projectile', 'bullet (lead)', 'shot', 'ammunition']
en_1415	Even though Catholics in space are weightless, do they have mass?	mass	homographic	mass	mass	homographic	['weight', 'matter', 'bulk', 'substance']	['Eucharist', 'liturgy', 'religious service', 'communion']	messe	['poids', 'matière', 'amas', 'substance']	['Eucharistie', 'liturgie', 'service religieux', 'communion']	mass	['weight', 'matter', 'heap', 'substance']	['Eucharist', 'liturgy', 'religious service', 'communion']
en_1418	Old telephone operators never die, they just become disconnected.	disconnected	homographic	disconnected	disconnected	homographic	['unplugged', 'detached', 'severed', 'broken connection']	['unattached', 'withdrawn', 'disjointed', 'removed from reality']	déconnecté	['débranché', 'détaché', 'coupé', 'connexion rompue']	['non attaché', 'replié sur soi', 'disjoint', 'retiré de la réalité']	disconnected	['unplugged', 'detached', 'cut off', 'broken connection']	['not attached', 'withdrawn into oneself', 'disjointed', 'removed from reality']
en_1419	A guy became so good with a chainsaw that he was promoted to branch manager.	branch	homographic	branch	branch	homographic	['department', 'division', 'office', 'unit', 'sector']	['bough', 'limb', 'twig', 'offshoot', 'arm of a tree']	branche	['département', 'division', 'bureau', 'unité', 'secteur']	['rameau', 'branche', 'brindille', 'rejette', "branche d'un arbre"]	branch	['department', 'division', 'office', 'unit', 'sector']	['bough', 'branch', 'twig', 'shoot', 'branch of a tree']
en_1421	An optometrist told his patient: 'It appears your vision is improving!' 'Really? 'replied the patient.' Must be the luck of the iris.'	iris	homophonic	irish	iris	homophonic	['diaphragm', 'pupil', 'cornea', 'colored part of the eye']	['Irish', 'luck of the Irish', 'Hibernian', 'Gaelic']	iris	['diaphragme', 'pupille', 'cornée', "partie colorée de l'œil"]	['irlandais', 'chance des Irlandais', 'hibernien', 'gaélique']	iris	['diaphragm', 'pupil', 'cornea', 'colored part of the eye']	['Irish', 'luck of the Irish', 'Hibernian', 'Gaelic']
en_1427	Old math profs never die. They just use strange expressions.	expressions	homographic	expressions	expressions	homographic	['mathematical formulas', 'equations', 'notations', 'variables']	['facial looks', 'idioms', 'phrases', 'utterances', 'verbalizations']	expressions	['formules mathématiques', 'équations', 'notations', 'variables']	['expressions faciales', 'idiomes', 'phrases', 'énoncés', 'verbalisation']	expressions	['mathematical formulas', 'equations', 'notations', 'variables']	['facial expressions', 'idioms', 'phrases', 'statements', 'verbalization']
en_143	Q: River Ravi flows in which state? A: Liquid.	state	homographic	state	state	homographic	['province', 'territory', 'region', 'administrative division']	['condition', 'phase of matter', 'physical form', 'status']	état	['province', 'territoire', 'région', 'division administrative']	['condition', 'phase de la matière', 'forme physique', 'statut']	state	['province', 'territory', 'region', 'administrative division']	['condition', 'phase of matter', 'physical form', 'status']
en_1432	I'll never forget that rainstorm near Los Angeles and how the rain came down in Torrance.	torrance	homophonic	torrents	Torrance	homophonic	['torrent', 'deluge', 'downpour', 'flood', 'cascade']	['Torrance', 'California city', 'Los Angeles County city', 'residential area']	Torrance	['torrent', 'déluge', 'averse', 'inondation', 'cascade']	['Torrance', 'ville de Californie', 'ville du comté de Los Angeles', 'zone résidentielle']	Torrance	['torrent', 'deluge', 'downpour', 'flood', 'waterfall']	['Torrance', 'California city', 'city in Los Angeles County', 'residential area']
en_1436	Wow, thanks for the tea. I'm glad I got to Chai it.	Chai	homophonic	try	Chai	homophonic	['tea', 'spiced tea', 'masala tea']	['try', 'test', 'sample', 'attempt']	Chai	['thé', 'thé épicé', 'thé masala']	['essaie', 'test', 'échantillon', 'tentative']	Chai	['tea', 'spiced tea', 'masala tea']	['try', 'test', 'sample', 'attempt']
en_1440	After he invented the light bulb, people saw Edison in a new light.	light	homographic	light	light	homographic	['illumination', 'brightness', 'radiance', 'lumen']	['perspective', 'understanding', 'context', 'viewpoint']	lumière	['illumination', 'brillance', 'éclat', 'lumen']	['perspective', 'compréhension', 'contexte', 'point de vue']	light	['illumination', 'brightness', 'shine', 'lumen']	['perspective', 'understanding', 'context', 'point of view']
en_1446	A bee keeper will sell you honey with swarm wishes.	swarm	homophonic	warm	swarm	homophonic	['warm', 'tepid', 'friendly', 'cordial', 'affectionate']	['swarm', 'hive', 'cluster', 'multitude', 'bee group']	essaim	['chaleureux', 'tiède', 'amical', 'cordial', 'affectueux']	['essaim', 'ruche', 'amas', 'multitude', "groupe d'abeilles"]	swarm	['warm', 'lukewarm', 'friendly', 'cordial', 'affectionate']	['swarm', 'hive', 'cluster', 'multitude', 'group of bees']
en_1448	An architect knows how to make a long storey short.	storey	homophonic	story	storey	homophonic	['floor', 'level', 'tier', 'deck']	['story', 'narrative', 'tale', 'account', 'anecdote']	étage	['plancher', 'niveau', 'palier', 'pont']	['histoire', 'récit', 'conte', 'compte rendu', 'anecdote']	floor	['floor', 'level', 'landing', 'deck']	['story', 'narrative', 'tale', 'report', 'anecdote']
en_1449	Old electricians never die, they just can't make connections	connections	homographic	connections	connections	homographic	['electrical joints', 'wirings', 'conductive links', 'circuit closures']	['social bonds', 'relationships', 'personal ties', 'rapport']	connexions	['jonctions électriques', 'câblages', 'liens conducteurs', 'fermetures de circuit']	['liens sociaux', 'relations', 'liens personnels', 'rapport']	connections	['electrical junctions', 'wirings', 'conductive links', 'circuit closures']	['social ties', 'relationships', 'personal links', 'rapport']
en_1464	Boy, that's a bright star, he said seriously.	seriously	homophonic	sirius	seriously	homographic	['earnest', 'solemn', 'grave', 'sincere']	['related to Sirius', 'astronomical', 'stellar', 'star-related']	sérieusement	['sérieux', 'solennel', 'grave', 'sincère']	['lié à Sirius', 'astronomique', 'stellaire', 'relatif aux étoiles']	seriously	['serious', 'solemn', 'grave', 'sincere']	['related to Sirius', 'astronomical', 'stellar', 'relating to stars']
en_1467	When asked to picture the perfect modern defensive weapon the Claymore springs to mine.	mine	homophonic	mind	mine	homographic	['memory', 'imagination', 'thoughts', 'psyche']	['explosive device', 'landmine', 'booby trap', 'ordnance']	mine	['mémoire', 'imagination', 'pensées', 'psyché']	['engin explosif', 'mine terrestre', 'piège explosif', 'munition']	mine	['memory', 'imagination', 'thoughts', 'psyche']	['explosive device', 'landmine', 'explosive trap', 'munition']
en_1468	Freud could barely repress his excitement.	repress	homophonic	suppress	repress	homographic	['restrain', 'stifle', 'suppress', 'control', 'hold back']	['psychological inhibition', 'unconscious exclusion', 'Freudian repression', 'burying memories']	réprimer	['restreindre', 'étouffer', 'supprimer', 'contrôler', 'retenir']	['inhibition psychologique', 'exclusion inconsciente', 'refoulement freudien', 'enfouissement des souvenirs']	repress	['restrict', 'stifle', 'suppress', 'control', 'hold back']	['psychological inhibition', 'unconscious exclusion', 'Freudian repression', 'burying of memories']
en_1475	Old miners never die, they just lose their veins.	veins	homophonic	vains	veins	homographic	['blood vessels', 'circulatory tubes', 'capillaries']	['mineral deposits', 'lodes', 'seams', 'ore channels']	veines	['vaisseaux sanguins', 'tuyaux circulatoires', 'capillaires']	['dépôts minéraux', 'filons', 'veines', 'chenaux de minerai']	veins	['blood vessels', 'circulatory pipes', 'capillaries']	['mineral deposits', 'veins', 'lodes', 'ore channels']
en_1485	If you think that mutt made strange sounds as a pup, you should hear him grown.	grown	homophonic	groan	grown	homophonic	['mature', 'adult', 'fully developed', 'increased']	['groan', 'moan', 'wail', 'whimper', 'grunt']	poussé	['mûr', 'adulte', 'pleinement développé', 'augmenté']	['gémissement', 'gémir', 'lamentation', 'geindre', 'grogner']	pushed	['ripe', 'adult', 'fully developed', 'increased']	['moan', 'to moan', 'lamentation', 'to whine', 'to groan']
